Date,Open,High,Low,Close,DXY_Change,Open,High,Low,Close,USDJPY_Change
26/12/2021,96.150002,96.400002,95.57,95.669998,-0.50,114.400002,115.199997,114.319,115.102997,0.615
02/01/2022,95.669998,96.459999,95.629997,95.739998,0.07,115.102997,116.339996,114.973999,115.528,0.369
09/01/2022,95.739998,96.230003,94.629997,95.169998,-0.60,115.510002,115.842003,113.504997,114.220001,-1.117
16/01/2022,95.169998,95.860001,95.040001,95.639999,0.49,114.220001,115.030998,113.619003,113.656998,-0.493
23/01/2022,95.639999,97.440002,95.629997,97.269997,1.70,113.656998,115.669998,113.488998,115.199997,1.358
30/01/2022,97.220001,97.300003,95.139999,95.480003,-1.79,115.239998,115.577003,114.193001,115.209999,-0.026
06/02/2022,95.480003,96.110001,95.169998,96.080002,0.63,115.209999,116.323997,114.918999,115,-0.182
13/02/2022,96.029999,96.440002,95.68,96.040001,0.01,115.660004,115.869003,114.787003,114.973999,-0.593
20/02/2022,96.080002,97.739998,95.839996,96.620003,0.56,114.973999,115.630997,114.414001,115.530998,0.484
27/02/2022,96.540001,98.919998,96.540001,98.650002,2.19,115.529999,115.800003,114.651001,114.800003,-0.632
06/03/2022,98.57,99.419998,97.709999,99.120003,0.56,114.800003,117.338997,114.800003,117.338997,2.212
13/03/2022,99.129997,99.290001,97.730003,98.230003,-0.91,117.338997,119.389,117.338997,119.208,1.593
20/03/2022,98.239998,98.970001,98.160004,98.809998,0.58,119.208,122.349998,119.099998,122.07,2.401
27/03/2022,98.809998,99.370003,97.690002,98.629997,-0.18,122.07,125.055,121.291,122.362,0.239
03/04/2022,98.57,100.190002,98.519997,99.800003,1.25,122.402,124.650002,122.288002,124.285004,1.538
10/04/2022,99.839996,100.760002,99.57,100.5,0.66,124.285004,126.670998,124.285004,126.410004,1.710
17/04/2022,100.5,101.330002,99.82,101.220001,0.72,126.410004,129.373993,126.263,128.281006,1.480
24/04/2022,101.120003,103.93,101.040001,102.959999,1.82,128.320999,131.220993,127.043999,129.682007,1.061
01/05/2022,103.209999,104.059998,102.349998,103.660004,0.44,129.682007,130.804993,128.774994,130.462997,0.602
08/05/2022,103.660004,105.010002,103.370003,104.559998,0.87,130.462997,131.324997,127.584999,129.25,-0.930
15/05/2022,104.470001,104.639999,102.660004,103.150002,-1.26,129.25,129.75,127.028999,127.919998,-1.029
22/05/2022,103.029999,103.050003,101.43,101.669998,-1.32,127.919998,128.050003,126.391998,127.080002,-0.657
29/05/2022,101.639999,102.730003,101.300003,102.139999,0.49,127.080002,130.970993,126.870003,130.817001,2.941
05/06/2022,102.169998,104.230003,101.849998,104.150002,1.94,130.830002,134.554001,130.473007,134.369995,2.706
12/06/2022,104.209999,105.790001,103.419998,104.699997,0.47,134.399994,135.412003,131.546997,134.945007,0.406
19/06/2022,104.650002,104.949997,103.860001,104.190002,-0.44,134.945007,136.595001,134.294006,135.160995,0.160
26/06/2022,104.120003,105.639999,103.669998,105.139999,0.98,135.160995,136.996994,134.535004,135.080002,-0.060
03/07/2022,105.120003,107.790001,104.82,107.010002,1.80,135.080002,136.544006,134.798004,135.912994,0.617
10/07/2022,106.919998,109.290001,106.919998,108.059998,1.07,136.059998,139.376999,136.059998,138.345993,1.680
17/07/2022,107.980003,108.040001,106.110001,106.730003,-1.16,138.445999,138.867004,135.595993,136.080002,-1.709
24/07/2022,106.550003,107.43,105.540001,105.900002,-0.61,136.080002,137.343002,132.552002,133.229996,-2.094
31/07/2022,105.830002,106.93,105.050003,106.620003,0.75,133.229996,135.455994,130.429993,134.804993,1.182
07/08/2022,106.580002,106.800003,104.639999,105.629997,-0.89,134.979996,135.518005,131.785995,133.432999,-1.146
14/08/2022,105.669998,108.220001,105.550003,108.169998,2.37,133.432999,137.199997,132.584,136.856995,2.566
21/08/2022,108.099998,109.269997,107.589996,108.800003,0.65,136.897003,137.692993,135.882004,137.490005,0.433
28/08/2022,108.839996,109.980003,108.290001,109.529999,0.63,137.550003,140.794998,137.550003,140.201996,1.928
04/09/2022,109.599998,110.790001,108.360001,109,-0.55,140.201996,144.981995,140.128998,142.5,1.639
11/09/2022,108.599998,110.260002,107.68,109.760002,1.07,142.5,144.826004,141.895996,142.686005,0.131
18/09/2022,109.639999,113.230003,109.360001,113.190002,3.24,142.785995,145.882996,140.397003,143.272995,0.341
25/09/2022,113.019997,114.779999,111.580002,112.120003,-0.80,143.373001,144.839996,143.373001,144.684006,0.914
02/10/2022,112.169998,112.879997,110.059998,112.800003,0.56,144.684006,145.380005,143.556,145.380005,0.481
09/10/2022,112.75,113.919998,112.150002,113.309998,0.50,145.350006,148.770004,145.235992,148.770004,2.353
16/10/2022,113.220001,113.940002,111.699997,112.010002,-1.07,148.770004,151.936996,146.320007,147.649994,-0.753
23/10/2022,111.879997,112.529999,109.540001,110.669998,-1.08,147.679993,149.451996,145.156006,147.429993,-0.169
30/10/2022,110.669998,113.150002,110.43,110.879997,0.19,147.429993,148.841995,146.578995,146.600006,-0.563
06/11/2022,110.790001,111.269997,106.279999,106.290001,-4.06,146.619995,147.552994,138.789993,138.794998,-5.337
13/11/2022,106.480003,107.269997,105.339996,106.93,0.42,138.800003,140.768997,137.809006,140.339996,1.110
20/11/2022,106.970001,107.989998,105.629997,105.959999,-0.94,140.339996,142.238998,138.095001,139.119995,-0.869
27/11/2022,106.059998,107.199997,104.379997,104.550003,-1.42,139.119995,139.882996,133.673004,134.309998,-3.457
04/12/2022,104.510002,105.82,104.110001,104.809998,0.29,134.309998,137.837997,134.134003,136.559998,1.675
11/12/2022,104.93,105.25,103.449997,104.699997,-0.22,136.580002,137.942001,134.681,136.699997,0.088
18/12/2022,104.839996,104.93,103.75,104.309998,-0.51,136.699997,137.451996,131.016998,132.759995,-2.882
25/12/2022,104.120003,104.559998,103.389999,103.519997,-0.58,132.759995,134.395004,131.110001,131.110001,-1.243
01/01/2023,103.660004,105.629997,103.470001,103.879997,0.21,131.110001,134.740997,129.533997,132.080002,0.740
