Date,Open,High,Low,Close,DXY_Change,Open,High,Low,Close,USDJPY_Change
11/07/2021,92.099998,92.830002,92.080002,92.690002,0.64,110.089996,110.694,109.716003,110.074997,-0.014
18/07/2021,92.709999,93.190002,92.510002,92.910004,0.22,110.029999,110.583,109.085999,110.485001,0.414
25/07/2021,92.910004,92.959999,91.779999,92.169998,-0.80,110.525002,110.580002,109.366997,109.669998,-0.774
01/08/2021,92.089996,92.839996,91.82,92.800003,0.77,109.669998,110.345001,108.728996,110.216003,0.498
08/08/2021,92.779999,93.190002,92.470001,92.519997,-0.28,110.199997,110.803001,109.57,109.57,-0.572
15/08/2021,92.519997,93.730003,92.480003,93.5,1.06,109.57,110.209999,109.112999,109.769997,0.183
22/08/2021,93.459999,93.510002,92.629997,92.690002,-0.82,109.779999,110.257004,109.421997,109.774002,-0.005
29/08/2021,92.68,92.790001,91.949997,92.040001,-0.69,109.774002,110.410004,109.602997,109.689003,-0.077
05/09/2021,92.120003,92.860001,92.099998,92.580002,0.50,109.689003,110.440002,109.686996,109.889999,0.183
12/09/2021,92.610001,93.25,92.32,93.199997,0.64,109.889999,110.155998,109.113998,109.818001,-0.066
19/09/2021,93.25,93.519997,92.980003,93.330002,0.09,109.818001,110.791,109.129997,110.325996,0.463
26/09/2021,93.279999,94.5,93.209999,94.040001,0.81,110.322998,112.068001,110.310997,111.041,0.651
03/10/2021,94.07,94.449997,93.68,94.07,0.00,111.041,112.237999,110.842003,112.237999,1.078
10/10/2021,94.099998,94.559998,93.760002,93.940002,-0.17,112.190002,114.446999,112.182999,114.258003,1.843
17/10/2021,93.949997,94.169998,93.5,93.610001,-0.36,114.258003,114.684998,113.236,113.236,-0.894
24/10/2021,93.660004,94.300003,93.279999,94.120003,0.49,113.335999,114.297997,113.254997,113.834999,0.440
31/10/2021,94.129997,94.620003,93.82,94.32,0.20,113.834999,114.433998,113.410004,113.410004,-0.373
07/11/2021,94.25,95.269997,93.879997,95.129997,0.93,113.410004,114.297997,112.731003,113.829002,0.369
14/11/2021,95.120003,96.239998,94.970001,96.07,1.00,113.929001,114.942001,113.603996,113.752998,-0.154
21/11/2021,96.07,96.940002,95.75,96.089996,0.02,113.752998,115.475998,113.056,113.349998,-0.354
28/11/2021,96.139999,96.639999,95.519997,96.120003,-0.02,113.349998,113.933998,112.542999,112.792999,-0.491
05/12/2021,96.150002,96.589996,95.849998,96.050003,-0.10,112.790001,113.93,112.790001,113.370003,0.514
12/12/2021,96.050003,96.910004,95.849998,96.57,0.54,113.379997,114.245003,113.151001,113.706001,0.288
19/12/2021,96.669998,96.690002,95.989998,96.019997,-0.67,113.699997,114.504997,113.331001,114.400002,0.616
