Open,High,Low,Close,Date,Ret
114.1025009,114.1025009,114.1025009,114.1025009,28/11/1971,-0.359345184
113.726001,113.726001,113.726001,113.726001,05/12/1971,-0.329966421
113.0380005,113.0380005,113.0380005,113.0380005,12/12/1971,-0.604963229
112.6160004,112.6160004,112.6160004,112.6160004,19/12/1971,-0.373325891
111.2250004,111.2250004,111.2250004,111.2250004,26/12/1971,-1.235170828
111.3799992,111.3799992,111.3799992,111.3799992,02/01/1972,0.139356061
111.1479996,111.1479996,111.1479996,111.1479996,09/01/1972,-0.208295556
110.612001,110.612001,110.612001,110.612001,16/01/1972,-0.48223858
109.9660004,109.9660004,109.9660004,109.9660004,23/01/1972,-0.584024035
109.712001,109.712001,109.712001,109.712001,30/01/1972,-0.230979874
109.3059998,109.3059998,109.3059998,109.3059998,06/02/1972,-0.370060958
109.0179993,109.0179993,109.0179993,109.0179993,13/02/1972,-0.263480952
108.7380005,108.7380005,108.7380005,108.7380005,20/02/1972,-0.256837202
108.6574993,108.6574993,108.6574993,108.6574993,27/02/1972,-0.074032238
108.6700012,108.6700012,108.6700012,108.6700012,05/03/1972,0.011505793
108.0480011,108.0480011,108.0480011,108.0480011,12/03/1972,-0.572375186
108.3720001,108.3720001,108.3720001,108.3720001,19/03/1972,0.299865819
108.4559998,108.4559998,108.4559998,108.4559998,26/03/1972,0.077510458
108.3979996,108.3979996,108.3979996,108.3979996,02/04/1972,-0.053478077
108.4740005,108.4740005,108.4740005,108.4740005,09/04/1972,0.070112896
108.4520004,108.4520004,108.4520004,108.4520004,16/04/1972,-0.02028147
108.6919998,108.6919998,108.6919998,108.6919998,23/04/1972,0.221295494
108.5959991,108.5959991,108.5959991,108.5959991,30/04/1972,-0.088323585
108.5419998,108.5419998,108.5419998,108.5419998,07/05/1972,-0.049724971
108.3759995,108.3759995,108.3759995,108.3759995,14/05/1972,-0.152936528
108.4259979,108.4259979,108.4259979,108.4259979,21/05/1972,0.046134268
108.3119995,108.3119995,108.3119995,108.3119995,28/05/1972,-0.105139372
108.1674995,108.1674995,108.1674995,108.1674995,04/06/1972,-0.133410859
108.1040009,108.1040009,108.1040009,108.1040009,11/06/1972,-0.058704036
108.0459991,108.0459991,108.0459991,108.0459991,18/06/1972,-0.053653619
108.4499985,108.4499985,108.4499985,108.4499985,25/06/1972,0.373914196
108.4160004,108.4160004,108.4160004,108.4160004,02/07/1972,-0.031349109
108.5750008,108.5750008,108.5750008,108.5750008,09/07/1972,0.146657685
108.5319992,108.5319992,108.5319992,108.5319992,16/07/1972,-0.039605394
108.6399994,108.6399994,108.6399994,108.6399994,23/07/1972,0.099509991
108.7540024,108.7540024,108.7540024,108.7540024,30/07/1972,0.10493648
108.7800003,108.7800003,108.7800003,108.7800003,06/08/1972,0.023905258
108.7839996,108.7839996,108.7839996,108.7839996,13/08/1972,0.003676529
108.8839996,108.8839996,108.8839996,108.8839996,20/08/1972,0.091925283
108.9580002,108.9580002,108.9580002,108.9580002,27/08/1972,0.06796274
108.9700012,108.9700012,108.9700012,108.9700012,03/09/1972,0.01101437
108.9549999,108.9549999,108.9549999,108.9549999,10/09/1972,-0.013766447
108.9819992,108.9819992,108.9819992,108.9819992,17/09/1972,0.024780215
109.0739975,109.0739975,109.0739975,109.0739975,24/09/1972,0.084416043
109.2460007,109.2460007,109.2460007,109.2460007,01/10/1972,0.157694022
109.376001,109.376001,109.376001,109.376001,08/10/1972,0.118997771
109.4325008,109.4325008,109.4325008,109.4325008,15/10/1972,0.051656545
109.5199997,109.5199997,109.5199997,109.5199997,22/10/1972,0.079956919
109.8449993,109.8449993,109.8449993,109.8449993,29/10/1972,0.296749105
109.8280014,109.8280014,109.8280014,109.8280014,05/11/1972,-0.01547445
109.8675003,109.8675003,109.8675003,109.8675003,12/11/1972,0.035964327
109.876001,109.876001,109.876001,109.876001,19/11/1972,0.007737203
109.9050007,109.9050007,109.9050007,109.9050007,26/11/1972,0.026393125
109.8580002,109.8580002,109.8580002,109.8580002,03/12/1972,-0.042764663
109.9820007,109.9820007,109.9820007,109.9820007,10/12/1972,0.112873481
110.0579987,110.0579987,110.0579987,110.0579987,17/12/1972,0.069100329
110.1139984,110.1139984,110.1139984,110.1139984,24/12/1972,0.050882041
110.1266658,110.1266658,110.1266658,110.1266658,31/12/1972,0.01150384
110.2399998,110.2399998,110.2399998,110.2399998,07/01/1973,0.102912423
110.1700012,110.1700012,110.1700012,110.1700012,14/01/1973,-0.063496508
110.2659988,110.2659988,110.2659988,110.2659988,21/01/1973,0.087135898
109.8449993,109.8449993,109.8449993,109.8449993,28/01/1973,-0.381803576
109.0220016,109.0220016,109.0220016,109.0220016,04/02/1973,-0.749235441
108.7560013,108.7560013,108.7560013,108.7560013,11/02/1973,-0.243987784
102.3675003,102.3675003,102.3675003,102.3675003,18/02/1973,-5.874159496
101.9549999,101.9549999,101.9549999,101.9549999,25/02/1973,-0.402960295
100.0880005,100.0880005,100.0880005,100.0880005,04/03/1973,-1.831199487
99.39799957,99.39799957,99.39799957,99.39799957,11/03/1973,-0.689394245
99.71600037,99.71600037,99.71600037,99.71600037,18/03/1973,0.319926754
100.5639999,100.5639999,100.5639999,100.5639999,25/03/1973,0.850414748
100.7900009,100.7900009,100.7900009,100.7900009,01/04/1973,0.22473348
101.2640015,101.2640015,101.2640015,101.2640015,08/04/1973,0.470285291
101.1480011,101.1480011,101.1480011,101.1480011,15/04/1973,-0.114552422
101.2419998,101.2419998,101.2419998,101.2419998,22/04/1973,0.092931859
101.412001,101.412001,101.412001,101.412001,29/04/1973,0.167915708
101.412001,101.412001,101.412001,101.412001,06/05/1973,0
101.261998,101.261998,101.261998,101.261998,13/05/1973,-0.147914498
99.68199921,99.68199921,99.68199921,99.68199921,20/05/1973,-1.560307727
99.00200195,99.00200195,99.00200195,99.00200195,27/05/1973,-0.682166548
98.19000053,98.19000053,98.19000053,98.19000053,03/06/1973,-0.820186868
96.97799835,96.97799835,96.97799835,96.97799835,10/06/1973,-1.234343798
97.31600037,97.31600037,97.31600037,97.31600037,17/06/1973,0.34853474
96.35200195,96.35200195,96.35200195,96.35200195,24/06/1973,-0.99058573
95.15799866,95.15799866,95.15799866,95.15799866,01/07/1973,-1.239209639
92.3125,92.3125,92.3125,92.3125,08/07/1973,-2.990288465
93.40400085,93.40400085,93.40400085,93.40400085,15/07/1973,1.182397676
92.57799835,92.57799835,92.57799835,92.57799835,22/07/1973,-0.884333107
92.42399902,92.42399902,92.42399902,92.42399902,29/07/1973,-0.166345494
93.01600189,93.01600189,93.01600189,93.01600189,05/08/1973,0.640529381
93.97200165,93.97200165,93.97200165,93.97200165,12/08/1973,1.027779883
95.78399963,95.78399963,95.78399963,95.78399963,19/08/1973,1.928231765
95.74400024,95.74400024,95.74400024,95.74400024,26/08/1973,-0.041759991
95.82399902,95.82399902,95.82399902,95.82399902,02/09/1973,0.083554875
95.52750015,95.52750015,95.52750015,95.52750015,09/09/1973,-0.309420264
95.67600098,95.67600098,95.67600098,95.67600098,16/09/1973,0.155453481
94.71600037,94.71600037,94.71600037,94.71600037,23/09/1973,-1.003387057
94.63600006,94.63600006,94.63600006,94.63600006,30/09/1973,-0.084463348
94.79199829,94.79199829,94.79199829,94.79199829,07/10/1973,0.164840262
94.43499947,94.43499947,94.43499947,94.43499947,14/10/1973,-0.376612828
94.1480011,94.1480011,94.1480011,94.1480011,21/10/1973,-0.303911017
94.07999992,94.07999992,94.07999992,94.07999992,28/10/1973,-0.072227954
95.23399963,95.23399963,95.23399963,95.23399963,04/11/1973,1.226615339
97.24250031,97.24250031,97.24250031,97.24250031,11/11/1973,2.109016401
99.08600006,99.08600006,99.08600006,99.08600006,18/11/1973,1.895775767
99.47749901,99.47749901,99.47749901,99.47749901,25/11/1973,0.395110255
100.4099991,100.4099991,100.4099991,100.4099991,02/12/1973,0.93739799
100.9019989,100.9019989,100.9019989,100.9019989,09/12/1973,0.489990859
101.223999,101.223999,101.223999,101.223999,16/12/1973,0.319121648
101.5900009,101.5900009,101.5900009,101.5900009,23/12/1973,0.361576203
102.1599979,102.1599979,102.1599979,102.1599979,30/12/1973,0.561075912
103.6575012,103.6575012,103.6575012,103.6575012,06/01/1974,1.465841142
106.7199997,106.7199997,106.7199997,106.7199997,13/01/1974,2.954439802
107.2380005,107.2380005,107.2380005,107.2380005,20/01/1974,0.485383054
109.0160004,109.0160004,109.0160004,109.0160004,27/01/1974,1.657994246
107.0900009,107.0900009,107.0900009,107.0900009,03/02/1974,-1.766712633
105.8500015,105.8500015,105.8500015,105.8500015,10/02/1974,-1.157903986
105.0025005,105.0025005,105.0025005,105.0025005,17/02/1974,-0.800662239
103.1525002,103.1525002,103.1525002,103.1525002,24/02/1974,-1.761863167
103.1560013,103.1560013,103.1560013,103.1560013,03/03/1974,0.003394129
103.0259995,103.0259995,103.0259995,103.0259995,10/03/1974,-0.126024496
102.1940002,102.1940002,102.1940002,102.1940002,17/03/1974,-0.807562374
101.1639999,101.1639999,101.1639999,101.1639999,24/03/1974,-1.007887256
99.56200104,99.56200104,99.56200104,99.56200104,31/03/1974,-1.583566192
99.96599731,99.96599731,99.96599731,99.96599731,07/04/1974,0.405773561
100.5639999,100.5639999,100.5639999,100.5639999,14/04/1974,0.598206031
100.2479996,100.2479996,100.2479996,100.2479996,21/04/1974,-0.31422812
99.11999817,99.11999817,99.11999817,99.11999817,28/04/1974,-1.125210886
98.54000092,98.54000092,98.54000092,98.54000092,05/05/1974,-0.585146554
97.82200165,97.82200165,97.82200165,97.82200165,12/05/1974,-0.728637366
97.65600128,97.65600128,97.65600128,97.65600128,19/05/1974,-0.16969635
98.57000122,98.57000122,98.57000122,98.57000122,26/05/1974,0.935938321
99.8125,99.8125,99.8125,99.8125,02/06/1974,1.260524261
99.36199951,99.36199951,99.36199951,99.36199951,09/06/1974,-0.451346763
99.92799835,99.92799835,99.92799835,99.92799835,16/06/1974,0.569633102
100.2299988,100.2299988,100.2299988,100.2299988,23/06/1974,0.302218029
100.5600006,100.5600006,100.5600006,100.5600006,30/06/1974,0.329244573
100.1924992,100.1924992,100.1924992,100.1924992,07/07/1974,-0.3654549
100.462001,100.462001,100.462001,100.462001,14/07/1974,0.268984085
100.1339996,100.1339996,100.1339996,100.1339996,21/07/1974,-0.326493003
99.77400055,99.77400055,99.77400055,99.77400055,28/07/1974,-0.359517333
100.5680008,100.5680008,100.5680008,100.5680008,04/08/1974,0.795798745
101.0759995,101.0759995,101.0759995,101.0759995,11/08/1974,0.505129518
101.9360001,101.9360001,101.9360001,101.9360001,18/08/1974,0.850845517
102.7400024,102.7400024,102.7400024,102.7400024,25/08/1974,0.788732518
103.012001,103.012001,103.012001,103.012001,01/09/1974,0.264744588
103.2750015,103.2750015,103.2750015,103.2750015,08/09/1974,0.255310532
103.2099991,103.2099991,103.2099991,103.2099991,15/09/1974,-0.062941119
102.7540009,102.7540009,102.7540009,102.7540009,22/09/1974,-0.441815942
102.5700012,102.5700012,102.5700012,102.5700012,29/09/1974,-0.179068097
102.2440002,102.2440002,102.2440002,102.2440002,06/10/1974,-0.317832673
101.7699997,101.7699997,101.7699997,101.7699997,13/10/1974,-0.463597422
101.5224991,101.5224991,101.5224991,101.5224991,20/10/1974,-0.243196041
101.3400009,101.3400009,101.3400009,101.3400009,27/10/1974,-0.179761305
101.2140015,101.2140015,101.2140015,101.2140015,03/11/1974,-0.124333382
100.7349987,100.7349987,100.7349987,100.7349987,10/11/1974,-0.47325741
100.8700008,100.8700008,100.8700008,100.8700008,17/11/1974,0.134017112
100.0020004,100.0020004,100.0020004,100.0020004,24/11/1974,-0.860513934
99.48749924,99.48749924,99.48749924,99.48749924,01/12/1974,-0.514490898
99.64199829,99.64199829,99.64199829,99.64199829,08/12/1974,0.155294942
98.88800049,98.88800049,98.88800049,98.88800049,15/12/1974,-0.756706826
98.27400055,98.27400055,98.27400055,98.27400055,22/12/1974,-0.620904393
97.97249985,97.97249985,97.97249985,97.97249985,29/12/1974,-0.306795999
97.38999939,97.38999939,97.38999939,97.38999939,05/01/1975,-0.594555063
96.84000092,96.84000092,96.84000092,96.84000092,12/01/1975,-0.564738143
97.04400024,97.04400024,97.04400024,97.04400024,19/01/1975,0.210656058
95.84400177,95.84400177,95.84400177,95.84400177,26/01/1975,-1.236550916
95.26599884,95.26599884,95.26599884,95.26599884,02/02/1975,-0.603066357
96.16000214,96.16000214,96.16000214,96.16000214,09/02/1975,0.938428513
95.20750046,95.20750046,95.20750046,95.20750046,16/02/1975,-0.990538329
94.53000069,94.53000069,94.53000069,94.53000069,23/02/1975,-0.711603359
93.28199921,93.28199921,93.28199921,93.28199921,02/03/1975,-1.320217361
93.33599854,93.33599854,93.33599854,93.33599854,09/03/1975,0.057888263
94.04799957,94.04799957,94.04799957,94.04799957,16/03/1975,0.762836471
93.68600006,93.68600006,93.68600006,93.68600006,23/03/1975,-0.384909316
94.43499947,94.43499947,94.43499947,94.43499947,30/03/1975,0.799478475
94.78999939,94.78999939,94.78999939,94.78999939,06/04/1975,0.375919866
95.48399963,95.48399963,95.48399963,95.48399963,13/04/1975,0.732145003
95.62600098,95.62600098,95.62600098,95.62600098,20/04/1975,0.148717422
95.4760025,95.4760025,95.4760025,95.4760025,27/04/1975,-0.156859507
95.48000183,95.48000183,95.48000183,95.48000183,04/05/1975,0.004188831
94.99199982,94.99199982,94.99199982,94.99199982,11/05/1975,-0.511103901
94.92599945,94.92599945,94.92599945,94.92599945,18/05/1975,-0.069479921
94.5719986,94.5719986,94.5719986,94.5719986,25/05/1975,-0.372922968
94.43499947,94.43499947,94.43499947,94.43499947,01/06/1975,-0.144862256
94.47799988,94.47799988,94.47799988,94.47799988,08/06/1975,0.045534402
94.56999817,94.56999817,94.56999817,94.56999817,15/06/1975,0.097375358
94.70800171,94.70800171,94.70800171,94.70800171,22/06/1975,0.145927401
95.21400146,95.21400146,95.21400146,95.21400146,29/06/1975,0.5342735
96.33000183,96.33000183,96.33000183,96.33000183,06/07/1975,1.172096907
97.26799927,97.26799927,97.26799927,97.26799927,13/07/1975,0.973733436
98.63599854,98.63599854,98.63599854,98.63599854,20/07/1975,1.406422747
99.97599945,99.97599945,99.97599945,99.97599945,27/07/1975,1.358531302
101.0560013,101.0560013,101.0560013,101.0560013,03/08/1975,1.0802611
101.4219986,101.4219986,101.4219986,101.4219986,10/08/1975,0.362172765
101.8080002,101.8080002,101.8080002,101.8080002,17/08/1975,0.380589608
101.4220001,101.4220001,101.4220001,101.4220001,24/08/1975,-0.379145117
101.7280014,101.7280014,101.7280014,101.7280014,31/08/1975,0.301710952
101.8400021,101.8400021,101.8400021,101.8400021,07/09/1975,0.110098158
101.9939987,101.9939987,101.9939987,101.9939987,14/09/1975,0.151214312
103.1059998,103.1059998,103.1059998,103.1059998,21/09/1975,1.090261242
104.4700012,104.4700012,104.4700012,104.4700012,28/09/1975,1.322911827
103.9879974,103.9879974,103.9879974,103.9879974,05/10/1975,-0.461380089
103.1499985,103.1499985,103.1499985,103.1499985,12/10/1975,-0.805861237
102.4725018,102.4725018,102.4725018,102.4725018,19/10/1975,-0.656807299
101.9520004,101.9520004,101.9520004,101.9520004,26/10/1975,-0.507942442
101.911998,101.911998,101.911998,101.911998,02/11/1975,-0.039236544
101.8575001,101.8575001,101.8575001,101.8575001,09/11/1975,-0.05347546
102.2299995,102.2299995,102.2299995,102.2299995,16/11/1975,0.365706468
102.9800003,102.9800003,102.9800003,102.9800003,23/11/1975,0.733640581
103.1625004,103.1625004,103.1625004,103.1625004,30/11/1975,0.177218951
103.3680008,103.3680008,103.3680008,103.3680008,07/12/1975,0.199200689
103.6220001,103.6220001,103.6220001,103.6220001,14/12/1975,0.245723364
103.6680008,103.6680008,103.6680008,103.6680008,21/12/1975,0.044392765
103.3624992,103.3624992,103.3624992,103.3624992,28/12/1975,-0.294692243
103.5025005,103.5025005,103.5025005,103.5025005,04/01/1976,0.135446896
103.0240005,103.0240005,103.0240005,103.0240005,11/01/1976,-0.462307657
103.1639999,103.1639999,103.1639999,103.1639999,18/01/1976,0.135890073
103.5080002,103.5080002,103.5080002,103.5080002,25/01/1976,0.33344989
103.7360001,103.7360001,103.7360001,103.7360001,01/02/1976,0.220272711
103.4759979,103.4759979,103.4759979,103.4759979,08/02/1976,-0.25063829
103.1999989,103.1999989,103.1999989,103.1999989,15/02/1976,-0.266727623
103.5775013,103.5775013,103.5775013,103.5775013,22/02/1976,0.365796943
103.6980011,103.6980011,103.6980011,103.6980011,29/02/1976,0.116337815
104.2,104.2,104.2,104.2,07/03/1976,0.484096989
104.8820007,104.8820007,104.8820007,104.8820007,14/03/1976,0.65451126
105.787999,105.787999,105.787999,105.787999,21/03/1976,0.863826227
105.4899994,105.4899994,105.4899994,105.4899994,28/03/1976,-0.281695065
105.4979996,105.4979996,105.4979996,105.4979996,04/04/1976,0.007583831
105.9300003,105.9300003,105.9300003,105.9300003,11/04/1976,0.409487132
106.2060013,106.2060013,106.2060013,106.2060013,18/04/1976,0.260550341
106.2540009,106.2540009,106.2540009,106.2540009,25/04/1976,0.045194784
106.3360001,106.3360001,106.3360001,106.3360001,02/05/1976,0.077172818
106.2220001,106.2220001,106.2220001,106.2220001,09/05/1976,-0.107207285
105.9699982,105.9699982,105.9699982,105.9699982,16/05/1976,-0.237240828
106.7660019,106.7660019,106.7660019,106.7660019,23/05/1976,0.751159514
106.9900009,106.9900009,106.9900009,106.9900009,30/05/1976,0.209803701
107.4674988,107.4674988,107.4674988,107.4674988,06/06/1976,0.446301392
107.1139999,107.1139999,107.1139999,107.1139999,13/06/1976,-0.32893558
107.026001,107.026001,107.026001,107.026001,20/06/1976,-0.082154492
106.9159973,106.9159973,106.9159973,106.9159973,27/06/1976,-0.102782185
106.6580002,106.6580002,106.6580002,106.6580002,04/07/1976,-0.241308259
106.6324997,106.6324997,106.6324997,106.6324997,11/07/1976,-0.02390865
106.7779999,106.7779999,106.7779999,106.7779999,18/07/1976,0.136450129
107.1259995,107.1259995,107.1259995,107.1259995,25/07/1976,0.325909432
106.873999,106.873999,106.873999,106.873999,01/08/1976,-0.235237411
106.5580002,106.5580002,106.5580002,106.5580002,08/08/1976,-0.295674199
106.7559982,106.7559982,106.7559982,106.7559982,15/08/1976,0.185812465
106.2299988,106.2299988,106.2299988,106.2299988,22/08/1976,-0.492711847
106.1639999,106.1639999,106.1639999,106.1639999,29/08/1976,-0.062128251
106.0160004,106.0160004,106.0160004,106.0160004,05/09/1976,-0.139406553
105.8725014,105.8725014,105.8725014,105.8725014,12/09/1976,-0.135355977
105.5660004,105.5660004,105.5660004,105.5660004,19/09/1976,-0.289500109
105.5720001,105.5720001,105.5720001,105.5720001,26/09/1976,0.005683417
105.7199997,105.7199997,105.7199997,105.7199997,03/10/1976,0.140188282
105.373999,105.373999,105.373999,105.373999,10/10/1976,-0.327280243
105.7225018,105.7225018,105.7225018,105.7225018,17/10/1976,0.33072934
106.0059998,106.0059998,106.0059998,106.0059998,24/10/1976,0.268152944
105.9880005,105.9880005,105.9880005,105.9880005,31/10/1976,-0.01697948
105.9949989,105.9949989,105.9949989,105.9949989,07/11/1976,0.006603053
105.9025002,105.9025002,105.9025002,105.9025002,14/11/1976,-0.087267117
105.8199997,105.8199997,105.8199997,105.8199997,21/11/1976,-0.077902276
105.7224998,105.7224998,105.7224998,105.7224998,28/11/1976,-0.092137448
106.1480011,106.1480011,106.1480011,106.1480011,05/12/1976,0.402469911
105.7779999,105.7779999,105.7779999,105.7779999,12/12/1976,-0.348571068
105.5040009,105.5040009,105.5040009,105.5040009,19/12/1976,-0.259032146
104.9180008,104.9180008,104.9180008,104.9180008,26/12/1976,-0.555429231
104.6119995,104.6119995,104.6119995,104.6119995,02/01/1977,-0.291657561
104.3339996,104.3339996,104.3339996,104.3339996,09/01/1977,-0.265743776
105.2079987,105.2079987,105.2079987,105.2079987,16/01/1977,0.837693395
105.5080002,105.5080002,105.5080002,105.5080002,23/01/1977,0.285150872
105.876001,105.876001,105.876001,105.876001,30/01/1977,0.348789469
105.7,105.7,105.7,105.7,06/02/1977,-0.166233117
105.5019989,105.5019989,105.5019989,105.5019989,13/02/1977,-0.187323651
105.226001,105.226001,105.226001,105.226001,20/02/1977,-0.261604451
105.3325005,105.3325005,105.3325005,105.3325005,27/02/1977,0.101210233
105.2179993,105.2179993,105.2179993,105.2179993,06/03/1977,-0.108704521
105.3779984,105.3779984,105.3779984,105.3779984,13/03/1977,0.152064367
105.3179993,105.3179993,105.3179993,105.3179993,20/03/1977,-0.056937013
105.0699997,105.0699997,105.0699997,105.0699997,27/03/1977,-0.235476912
104.9559982,104.9559982,104.9559982,104.9559982,03/04/1977,-0.10850049
104.9180008,104.9180008,104.9180008,104.9180008,10/04/1977,-0.036203206
104.5559982,104.5559982,104.5559982,104.5559982,17/04/1977,-0.345033799
104.702002,104.702002,104.702002,104.702002,24/04/1977,0.139641652
104.5599991,104.5599991,104.5599991,104.5599991,01/05/1977,-0.135625744
104.3460007,104.3460007,104.3460007,104.3460007,08/05/1977,-0.204665661
104.6300003,104.6300003,104.6300003,104.6300003,15/05/1977,0.272171077
104.497998,104.497998,104.497998,104.497998,22/05/1977,-0.126161003
104.5039993,104.5039993,104.5039993,104.5039993,29/05/1977,0.005742963
104.4899998,104.4899998,104.4899998,104.4899998,05/06/1977,-0.013396193
104.4440002,104.4440002,104.4440002,104.4440002,12/06/1977,-0.044022899
104.3319992,104.3319992,104.3319992,104.3319992,19/06/1977,-0.107235492
104.4220016,104.4220016,104.4220016,104.4220016,26/06/1977,0.086265424
104.0339996,104.0339996,104.0339996,104.0339996,03/07/1977,-0.371571133
103.0949993,103.0949993,103.0949993,103.0949993,10/07/1977,-0.902589849
102.6499996,102.6499996,102.6499996,102.6499996,17/07/1977,-0.431640427
102.176001,102.176001,102.176001,102.176001,24/07/1977,-0.461761952
102.1459991,102.1459991,102.1459991,102.1459991,31/07/1977,-0.029362894
102.7559998,102.7559998,102.7559998,102.7559998,07/08/1977,0.597185025
103.2,103.2,103.2,103.2,14/08/1977,0.432091795
103.5680008,103.5680008,103.5680008,103.5680008,21/08/1977,0.356589916
103.15,103.15,103.15,103.15,28/08/1977,-0.40360033
103.7380005,103.7380005,103.7380005,103.7380005,04/09/1977,0.570044099
103.7325001,103.7325001,103.7325001,103.7325001,11/09/1977,-0.005302215
103.9220001,103.9220001,103.9220001,103.9220001,18/09/1977,0.18268146
103.8040009,103.8040009,103.8040009,103.8040009,25/09/1977,-0.113545994
103.6279999,103.6279999,103.6279999,103.6279999,02/10/1977,-0.169551246
102.7380005,102.7380005,102.7380005,102.7380005,09/10/1977,-0.858840652
102.4475002,102.4475002,102.4475002,102.4475002,16/10/1977,-0.282758335
101.9939987,101.9939987,101.9939987,101.9939987,23/10/1977,-0.442667229
101.7179993,101.7179993,101.7179993,101.7179993,30/10/1977,-0.270603618
100.9019989,100.9019989,100.9019989,100.9019989,06/11/1977,-0.802218262
101.293335,101.293335,101.293335,101.293335,13/11/1977,0.387837767
100.8720016,100.8720016,100.8720016,100.8720016,20/11/1977,-0.415953639
100.3450012,100.3450012,100.3450012,100.3450012,27/11/1977,-0.522444701
100.1720001,100.1720001,100.1720001,100.1720001,04/12/1977,-0.172406295
99.29400024,99.29400024,99.29400024,99.29400024,11/12/1977,-0.87649231
98.42600098,98.42600098,98.42600098,98.42600098,18/12/1977,-0.874170912
97.69600067,97.69600067,97.69600067,97.69600067,25/12/1977,-0.741674251
97.16250229,97.16250229,97.16250229,97.16250229,01/01/1978,-0.546080064
96.26000023,96.26000023,96.26000023,96.26000023,08/01/1978,-0.928858396
97.04799957,97.04799957,97.04799957,97.04799957,15/01/1978,0.818615564
97.05799866,97.05799866,97.05799866,97.05799866,22/01/1978,0.010303236
96.49000092,96.49000092,96.49000092,96.49000092,29/01/1978,-0.585214768
96.83000031,96.83000031,96.83000031,96.83000031,05/02/1978,0.352367485
97.03199921,97.03199921,97.03199921,97.03199921,12/02/1978,0.208611898
96.14249992,96.14249992,96.14249992,96.14249992,19/02/1978,-0.916707159
95.24500084,95.24500084,95.24500084,95.24500084,26/02/1978,-0.933509203
94.77599945,94.77599945,94.77599945,94.77599945,05/03/1978,-0.492415753
95.15800018,95.15800018,95.15800018,95.15800018,12/03/1978,0.403056401
95.11599884,95.11599884,95.11599884,95.11599884,19/03/1978,-0.04413853
