DATE,US 10-Year Yields,Federal Funds Rate,30-Year Fixed Mortgage Rate,10-2 Year Treasury Spread
01/08/2018,2.889130435,1.91483871,4.55,0.253478261
01/09/2018,3.004210526,1.954666667,4.6275,0.236315789
01/10/2018,3.152272727,2.187741935,4.83,0.291363636
01/11/2018,3.117,2.197666667,4.866,0.258
01/12/2018,2.832631579,2.274193548,4.6375,0.156315789
01/01/2019,2.713809524,2.4,4.464,0.17047619
01/02/2019,2.676315789,2.4,4.37,0.172105263
01/03/2019,2.570952381,2.40516129,4.265,0.161428571
01/04/2019,2.532380952,2.423666667,4.1425,0.187619048
01/05/2019,2.395,2.390967742,4.072,0.188636364
01/06/2019,2.074,2.377666667,3.8025,0.26
01/07/2019,2.059090909,2.402903226,3.765,0.224090909
01/08/2019,1.626363636,2.125806452,3.616,0.055
01/09/2019,1.6995,2.043,3.605,0.0515
01/10/2019,1.706818182,1.829677419,3.688,0.155454545
01/11/2019,1.812105263,1.553333333,3.695,0.199473684
01/12/2019,1.862857143,1.550967742,3.72,0.24952381
01/01/2020,1.757619048,1.550645161,3.624,0.238571429
01/02/2020,1.504210526,1.583103448,3.465,0.173157895
01/03/2020,0.87,0.652258065,3.45,0.421818182
01/04/2020,0.657619048,0.049,3.306,0.432857143
01/05/2020,0.674,0.05,3.2325,0.5035
01/06/2020,0.728636364,0.077666667,3.1625,0.543636364
01/07/2020,0.623636364,0.092580645,3.016,0.475454545
01/08/2020,0.65,0.09516129,2.935,0.51047619
01/09/2020,0.67952381,0.09,2.89,0.544761905
01/10/2020,0.787142857,0.09,2.834,0.637619048
01/11/2020,0.87,0.086333333,2.765,0.704210526
01/12/2020,0.933636364,0.09,2.684,0.797727273
01/01/2021,1.081052632,0.08516129,2.735,0.95
01/02/2021,1.257894737,0.075714286,2.81,1.142631579
01/03/2021,1.610869565,0.069677419,3.0825,1.463913043
01/04/2021,1.635,0.069,3.06,1.471818182
01/05/2021,1.621,0.058064516,2.9625,1.466
01/06/2021,1.519090909,0.078,2.975,1.316363636
01/07/2021,1.318571429,0.098064516,2.868,1.099047619
01/08/2021,1.283181818,0.092258065,2.8425,1.065909091
01/09/2021,1.374761905,0.079333333,2.9,1.133809524
01/10/2021,1.5825,0.079032258,3.0675,1.19
01/11/2021,1.5595,0.079666667,3.0675,1.0515
01/12/2021,1.465,0.079677419,3.098,0.785
01/01/2022,1.764,0.079354839,3.445,0.7835
01/02/2022,1.934210526,0.08,3.7625,0.498947368
01/03/2022,2.127826087,0.200967742,4.172,0.21826087
01/04/2022,2.7475,0.33,4.9825,0.2095
01/05/2022,2.898095238,0.765483871,5.23,0.281428571
01/06/2022,3.143333333,1.205,5.522,0.145238095
01/07/2022,2.896,1.675806452,5.4125,-0.14
01/08/2022,2.897826087,2.33,5.2225,-0.352173913
01/09/2022,3.519047619,2.555,6.112,-0.337619048
01/10/2022,3.9835,3.08,6.9,-0.3915
