date,Open,High,Low,Close,Return (%),Security
04/12/2001,115.610001,116.639999,115.480003,116.150002,0.46,DXY
11/12/2001,116.059998,116.760002,114.830002,114.93,-0.98,DXY
18/12/2001,115.029999,117.059998,114.43,116.980003,1.67,DXY
25/12/2001,116.650002,118.260002,116.559998,117.260002,0.52,DXY
01/01/2002,117.260002,117.419998,115.540001,116.330002,-0.8,DXY
08/01/2002,115.980003,117.349998,115.849998,116.639999,0.57,DXY
15/01/2002,116.510002,118.110001,116.339996,117.510002,0.85,DXY
22/01/2002,117.599998,119.989998,117.349998,119.849998,1.88,DXY
29/01/2002,119.699997,120.510002,119.120003,119.790001,0.08,DXY
05/02/2002,119.830002,119.93,118.739998,118.980003,-0.71,DXY
12/02/2002,119.080002,119.370003,118.099998,118.599998,-0.4,DXY
19/02/2002,118.459999,119.370003,118.089996,118.480003,0.02,DXY
26/02/2002,118.580002,120.040001,118.410004,119.400002,0.69,DXY
05/03/2002,119.379997,119.489998,116.760002,117.989998,-1.18,DXY
12/03/2002,117.949997,118.43,116.82,117.220001,-0.62,DXY
19/03/2002,117.660004,118.239998,117.050003,118.050003,0.33,DXY
26/03/2002,118.129997,118.800003,117.769997,118.620003,0.41,DXY
02/04/2002,118.559998,118.699997,117.120003,117.690002,-0.74,DXY
09/04/2002,117.839996,118.349998,117.18,117.739998,-0.08,DXY
16/04/2002,117.480003,117.790001,116.190002,116.290001,-1.02,DXY
23/04/2002,116.550003,116.779999,115,115.040001,-1.31,DXY
30/04/2002,114.980003,115.389999,113.5,113.589996,-1.22,DXY
07/05/2002,113.849998,115.089996,113.389999,113.949997,0.09,DXY
14/05/2002,113.769997,115.32,112.910004,113,-0.68,DXY
21/05/2002,113.059998,113.379997,112.160004,112.800003,-0.23,DXY
28/05/2002,112.870003,113.110001,110.879997,111.809998,-0.95,DXY
04/06/2002,111.93,112.040001,110.559998,110.989998,-0.85,DXY
11/06/2002,111.389999,111.470001,110.260002,110.760002,-0.57,DXY
18/06/2002,110.830002,111.129997,107.959999,108.190002,-2.44,DXY
25/06/2002,108.07,108.529999,105.370003,106.110001,-1.85,DXY
02/07/2002,105.760002,107.879997,105.669998,107.669998,1.77,DXY
09/07/2002,106.459999,107.699997,105.440002,105.889999,-0.54,DXY
16/07/2002,105.360001,105.889999,103.540001,104.059998,-1.25,DXY
23/07/2002,104.339996,106.82,104.099998,106.610001,2.13,DXY
30/07/2002,106.699997,107.910004,106.279999,106.669998,-0.03,DXY
06/08/2002,107.019997,109,106.550003,108.209999,1.1,DXY
13/08/2002,107.760002,108.300003,106.18,106.720001,-0.97,DXY
20/08/2002,106.639999,108.480003,106.349998,107.970001,1.23,DXY
27/08/2002,108.139999,108.260002,106.269997,106.980003,-1.08,DXY
03/09/2002,106.43,106.839996,105.410004,106.839996,0.38,DXY
10/09/2002,106.730003,108.279999,106.580002,108.059998,1.23,DXY
17/09/2002,108.470001,109.669998,106.779999,107.529999,-0.87,DXY
24/09/2002,107.519997,108.129997,107.029999,107.529999,0.01,DXY
01/10/2002,107.080002,108.07,106.5,107.599998,0.48,DXY
08/10/2002,107.760002,108.139999,106.709999,107.25,-0.48,DXY
15/10/2002,107.050003,108.620003,106.959999,108.519997,1.35,DXY
22/10/2002,108.379997,108.739998,107.610001,107.919998,-0.43,DXY
29/10/2002,108.199997,108.330002,105.75,106.080002,-2,DXY
05/11/2002,106.089996,106.419998,104.339996,104.5,-1.52,DXY
12/11/2002,104.57,105.650002,104.120003,105.040001,0.45,DXY
19/11/2002,105.139999,106.199997,104.709999,106.120003,0.92,DXY
26/11/2002,106.269997,106.970001,106.099998,106.410004,0.13,DXY
03/12/2002,106.57,107.309998,104.919998,105.360001,-1.15,DXY
10/12/2002,105.160004,105.629997,103.830002,103.980003,-1.13,DXY
17/12/2002,103.879997,104.279999,103.099998,103.459999,-0.41,DXY
24/12/2002,103.199997,103.980003,102.389999,102.410004,-0.77,DXY
31/12/2002,102.419998,103.199997,101.82,102.470001,0.05,DXY
07/01/2003,102.279999,102.970001,101.220001,101.230003,-1.04,DXY
14/01/2003,101.419998,101.699997,100.309998,100.550003,-0.87,DXY
21/01/2003,100.879997,100.959999,99.129997,99.220001,-1.67,DXY
28/01/2003,99.230003,100.190002,98.760002,99.910004,0.68,DXY
04/02/2003,100.260002,100.440002,98.650002,99.57,-0.69,DXY
11/02/2003,99.639999,100.889999,99.410004,100.040001,0.4,DXY
18/02/2003,100.25,100.690002,99.379997,100.089996,-0.16,DXY
25/02/2003,100.129997,100.449997,99.239998,99.709999,-0.42,DXY
04/03/2003,99.739998,99.919998,97.57,98.040001,-1.73,DXY
11/03/2003,97.910004,100.410004,97.57,99.989998,2.08,DXY
18/03/2003,99.260002,102.150002,99.230003,101.919998,2.61,DXY
25/03/2003,101.370003,101.639999,99.790001,99.959999,-1.41,DXY
01/04/2003,99.949997,100.75,98.699997,100.449997,0.5,DXY
08/04/2003,100.860001,101.809998,99.540001,100.18,-0.68,DXY
15/04/2003,100.279999,100.43,98.68,99.300003,-0.99,DXY
22/04/2003,99.209999,99.860001,98.139999,98.360001,-0.86,DXY
29/04/2003,98.290001,98.980003,96.269997,96.760002,-1.58,DXY
06/05/2003,96.800003,96.839996,94.68,94.980003,-1.92,DXY
13/05/2003,94.550003,95.379997,94.059998,94.080002,-0.5,DXY
20/05/2003,93.559998,94.010002,92.889999,93.050003,-0.55,DXY
27/05/2003,92.650002,93.919998,92.209999,93.269997,0.66,DXY
03/06/2003,93.730003,94.050003,92.25,93.480003,-0.27,DXY
10/06/2003,93.489998,93.669998,92.199997,92.220001,-1.38,DXY
17/06/2003,92.18,94.269997,91.879997,94.040001,1.98,DXY
24/06/2003,94.059998,95.279999,93.5,95.150002,1.15,DXY
01/07/2003,95.080002,95.339996,93.959999,94.550003,-0.56,DXY
08/07/2003,94.519997,96.150002,94.489998,95.800003,1.34,DXY
15/07/2003,95.989998,97.449997,95.739998,96.860001,0.9,DXY
22/07/2003,96.709999,96.870003,94.709999,94.959999,-1.84,DXY
29/07/2003,95.040001,97.550003,94.790001,96.660004,1.68,DXY
05/08/2003,96.559998,96.650002,95.559998,96.360001,-0.21,DXY
12/08/2003,96.330002,96.82,95.690002,96.650002,0.33,DXY
19/08/2003,96.559998,99.25,96.529999,98.830002,2.3,DXY
26/08/2003,99.010002,99.489998,97.870003,98.099998,-0.93,DXY
02/09/2003,97.879997,99.370003,97.019997,97.089996,-0.81,DXY
09/09/2003,97.209999,97.510002,95.779999,96.010002,-1.25,DXY
16/09/2003,96.129997,96.900002,94.730003,94.959999,-1.23,DXY
23/09/2003,93.769997,94.389999,93.389999,93.870003,0.11,DXY
30/09/2003,93.849998,94.349998,92.080002,93.230003,-0.67,DXY
07/10/2003,93.139999,93.419998,91.25,91.519997,-1.77,DXY
14/10/2003,91.93,92.980003,91.489998,92.290001,0.39,DXY
21/10/2003,91.970001,92.75,91.010002,91.279999,-0.76,DXY
28/10/2003,91.43,92.75,91.339996,92.730003,1.4,DXY
04/11/2003,92.639999,94.129997,92.489998,93.019997,0.41,DXY
11/11/2003,93.18,93.379997,91.199997,91.440002,-1.9,DXY
18/11/2003,91.07,91.779999,90.209999,90.599998,-0.52,DXY
25/11/2003,90.620003,91.720001,90.040001,90.209999,-0.45,DXY
02/12/2003,90.160004,90.540001,89.059998,89.139999,-1.14,DXY
09/12/2003,89.089996,89.559998,88.370003,88.489998,-0.68,DXY
16/12/2003,89.199997,89.449997,87.769997,88.110001,-1.24,DXY
23/12/2003,88.279999,88.300003,87.43,87.629997,-0.74,DXY
30/12/2003,87.68,87.720001,86.360001,86.919998,-0.87,DXY
06/01/2004,86.43,86.690002,84.970001,85.110001,-1.55,DXY
13/01/2004,85.120003,87.870003,84.800003,87.730003,2.98,DXY
20/01/2004,87.650002,88.07,85.480003,86.559998,-1.26,DXY
27/01/2004,86.730003,87.860001,86.160004,87.199997,0.54,DXY
03/02/2004,87.139999,87.669998,85.839996,86.019997,-1.3,DXY
10/02/2004,86.260002,86.370003,84.739998,85.559998,-0.82,DXY
17/02/2004,85.529999,87.410004,84.559998,87.239998,1.96,DXY
24/02/2004,87.199997,88.019997,85.989998,87.309998,0.13,DXY
02/03/2004,87.099998,89.839996,87.029999,88.18,1.22,DXY
09/03/2004,88.209999,89.419998,87.599998,89.120003,1.02,DXY
16/03/2004,89.169998,89.290001,87.360001,88.160004,-1.15,DXY
23/03/2004,88.199997,89.220001,87.449997,88.889999,0.78,DXY
30/03/2004,88.849998,89.199997,87.019997,88.510002,-0.38,DXY
06/04/2004,88.589996,89.580002,88.080002,89.019997,0.48,DXY
13/04/2004,88.93,90.660004,88.830002,89.940002,1.12,DXY
20/04/2004,89.75,91.370003,89.389999,91.080002,1.46,DXY
27/04/2004,91.260002,91.559998,90.230003,90.480003,-0.86,DXY
04/05/2004,90.629997,91.269997,89.220001,91.129997,0.55,DXY
11/05/2004,91.160004,92.290001,91.050003,91.660004,0.55,DXY
18/05/2004,91.610001,91.730003,90.07,90.489998,-1.24,DXY
25/05/2004,90.519997,90.949997,88.470001,88.949997,-1.77,DXY
01/06/2004,88.639999,89.470001,88.379997,88.540001,-0.11,DXY
08/06/2004,88.410004,90.190002,88.040001,90.010002,1.78,DXY
15/06/2004,90.209999,90.419998,89.040001,89.080002,-1.27,DXY
22/06/2004,89.07,89.650002,88.620003,88.879997,-0.21,DXY
29/06/2004,88.989998,89.580002,87.940002,87.970001,-1.16,DXY
06/07/2004,88.029999,88.360001,87.279999,87.419998,-0.7,DXY
13/07/2004,87.269997,88.099998,87.089996,87.139999,-0.15,DXY
20/07/2004,87.099998,89.32,87,89.260002,2.42,DXY
27/07/2004,89.220001,90.290001,88.760002,89.959999,0.82,DXY
03/08/2004,89.709999,90.190002,88.260002,88.360001,-1.53,DXY
10/08/2004,88.360001,89.290001,87.879997,87.900002,-0.52,DXY
17/08/2004,87.870003,88.330002,87.660004,88.120003,0.28,DXY
24/08/2004,88.150002,89.830002,88.040001,89.769997,1.8,DXY
31/08/2004,89.800003,90.07,88.699997,89.629997,-0.19,DXY
07/09/2004,89.599998,89.730003,88.110001,88.389999,-1.37,DXY
14/09/2004,88.290001,89.309998,88.230003,88.910004,0.7,DXY
21/09/2004,88.970001,89.279999,87.860001,88.400002,-0.64,DXY
28/09/2004,88.279999,88.529999,87.349998,87.629997,-0.74,DXY
05/10/2004,87.720001,88.639999,87.349998,87.449997,-0.31,DXY
12/10/2004,87.449997,88.57,86.910004,87.089996,-0.41,DXY
19/10/2004,87.089996,87.339996,85.82,85.870003,-1.42,DXY
26/10/2004,85.470001,85.889999,84.730003,84.910004,-0.66,DXY
02/11/2004,84.699997,85.660004,83.970001,84.010002,-0.82,DXY
09/11/2004,83.879997,84.669998,83.650002,83.690002,-0.23,DXY
16/11/2004,83.690002,84.099998,83.010002,83.309998,-0.46,DXY
23/11/2004,83.269997,83.540001,81.529999,81.779999,-1.82,DXY
30/11/2004,81.93,82.220001,80.940002,80.980003,-1.17,DXY
07/12/2004,80.959999,83.18,80.910004,82.550003,1.93,DXY
14/12/2004,82.669998,82.739998,81.379997,82.160004,-0.62,DXY
21/12/2004,82.040001,82.129997,81.139999,81.220001,-1.01,DXY
28/12/2004,81.279999,81.370003,80.389999,80.849998,-0.53,DXY
04/01/2005,81.050003,83.790001,80.769997,83.610001,3.06,DXY
11/01/2005,83.489998,83.610001,82,83.059998,-0.52,DXY
18/01/2005,82.93,84,82.830002,83.260002,0.4,DXY
25/01/2005,83.150002,84.080002,83.010002,83.480003,0.4,DXY
01/02/2005,83.599998,84.43,83.239998,84.389999,0.94,DXY
08/02/2005,84.529999,85.440002,84.360001,84.57,0.05,DXY
15/02/2005,84.459999,84.529999,83.360001,83.489998,-1.16,DXY
22/02/2005,83.540001,83.699997,82.400002,82.660004,-1.06,DXY
01/03/2005,82.57,83.410004,82.300003,82.540001,-0.04,DXY
08/03/2005,82.540001,82.940002,81.279999,81.419998,-1.38,DXY
15/03/2005,81.32,82.400002,81.309998,82.129997,0.99,DXY
22/03/2005,82.110001,84.160004,82.059998,84.129997,2.4,DXY
29/03/2005,84.300003,84.739998,83.559998,84.43,0.15,DXY
05/04/2005,84.5,85.120003,84.32,84.470001,-0.04,DXY
12/04/2005,84.489998,85.32,83.949997,84.559998,0.08,DXY
19/04/2005,84.5,84.730003,83.360001,83.5,-1.2,DXY
26/04/2005,83.510002,84.480003,83.370003,84.43,1.09,DXY
03/05/2005,84.459999,84.690002,83.75,84.610001,0.18,DXY
10/05/2005,84.660004,86.129997,84.220001,86.099998,1.67,DXY
17/05/2005,86.220001,86.739998,85.769997,86.629997,0.47,DXY
24/05/2005,86.650002,86.93,86.099998,86.419998,-0.27,DXY
31/05/2005,86.900002,88.349998,86.860001,88.040001,1.29,DXY
07/06/2005,88,88.75,87.150002,88.690002,0.78,DXY
14/06/2005,88.720001,89.360001,87.68,87.730003,-1.13,DXY
21/06/2005,88.169998,89.349998,87.919998,88.779999,0.69,DXY
28/06/2005,88.720001,90.230003,88.32,90.129997,1.56,DXY
05/07/2005,90.279999,90.769997,89.760002,90.25,-0.03,DXY
12/07/2005,90.18,90.239998,88.279999,89.720001,-0.51,DXY
19/07/2005,89.779999,90.360001,88.440002,89.639999,-0.16,DXY
26/07/2005,89.75,90.449997,89.150002,89.349998,-0.45,DXY
02/08/2005,89.410004,89.440002,87.610001,88.059998,-1.53,DXY
09/08/2005,88.18,88.290001,86.760002,86.980003,-1.38,DXY
16/08/2005,86.889999,88.900002,86.830002,88.580002,1.91,DXY
23/08/2005,88.589996,88.660004,87.43,87.860001,-0.83,DXY
30/08/2005,87.739998,88.68,86.019997,86.300003,-1.67,DXY
06/09/2005,86.639999,87.199997,86.239998,86.889999,0.29,DXY
13/09/2005,86.839996,88.300003,86.75,88.050003,1.37,DXY
20/09/2005,88.519997,89.209999,87.75,89.209999,0.77,DXY
27/09/2005,89.379997,89.82,89.029999,89.519997,0.16,DXY
04/10/2005,89.510002,90.239998,88.529999,89.169998,-0.38,DXY
11/10/2005,89.050003,90.43,88.93,89.349998,0.34,DXY
18/10/2005,89.519997,90.739998,89.160004,90.309998,0.87,DXY
25/10/2005,90.32,90.43,88.82,89.589996,-0.81,DXY
01/11/2005,89.610001,91.370003,89.400002,91.260002,1.81,DXY
08/11/2005,91.389999,92.129997,91.169998,91.980003,0.64,DXY
15/11/2005,91.760002,92.629997,91.5,91.93,0.18,DXY
22/11/2005,91.870003,92.330002,91.150002,92.040001,0.18,DXY
29/11/2005,92.050003,92.32,90.800003,91.949997,-0.11,DXY
06/12/2005,92,92.190002,91.029999,91.25,-0.82,DXY
13/12/2005,91.43,91.510002,89.519997,89.699997,-1.93,DXY
20/12/2005,89.599998,91.230003,89.580002,90.839996,1.37,DXY
27/12/2005,90.900002,91.470001,90.519997,91.169998,0.3,DXY
03/01/2006,90.75,90.940002,88.800003,88.849998,-2.14,DXY
10/01/2006,88.959999,89.669998,88.730003,88.889999,-0.08,DXY
17/01/2006,89.110001,89.650002,88.93,88.949997,-0.18,DXY
24/01/2006,88.790001,89.400002,87.830002,89.32,0.59,DXY
31/01/2006,89.269997,90.230003,88.690002,89.889999,0.69,DXY
07/02/2006,89.860001,90.57,89.699997,90.550003,0.76,DXY
14/02/2006,90.550003,91.019997,90.169998,90.639999,0.1,DXY
21/02/2006,90.449997,90.889999,90.089996,90.610001,0.18,DXY
28/02/2006,90.860001,90.889999,89.5,89.660004,-1.34,DXY
07/03/2006,89.360001,91.160004,89.279999,90.849998,1.64,DXY
14/03/2006,90.830002,90.870003,88.849998,88.919998,-2.15,DXY
21/03/2006,89.07,90.620003,88.949997,90.07,1.11,DXY
28/03/2006,90.050003,90.449997,89.279999,89.730003,-0.36,DXY
04/04/2006,89.739998,90.400002,88.440002,89.629997,-0.12,DXY
11/04/2006,89.599998,89.860001,89.209999,89.620003,0.02,DXY
18/04/2006,88.760002,89.160004,87.730003,88.050003,-0.81,DXY
25/04/2006,87.730003,87.919998,86,86.110001,-1.88,DXY
02/05/2006,85.93,86.360001,85,85.120003,-0.95,DXY
09/05/2006,85.089996,85.489998,83.610001,83.959999,-1.35,DXY
16/05/2006,83.610001,85.349998,83.599998,84.879997,1.5,DXY
23/05/2006,84.910004,85.470001,84.269997,85.260002,0.41,DXY
30/05/2006,85.07,85.269997,83.910004,84.050003,-1.21,DXY
06/06/2006,84.059998,86.059998,83.720001,85.720001,1.94,DXY
13/06/2006,85.889999,86.5,85.660004,85.919998,0.03,DXY
20/06/2006,86.010002,87.050003,85.629997,86.82,0.93,DXY
27/06/2006,86.860001,86.889999,85.139999,85.220001,-1.92,DXY
04/07/2006,85.199997,85.760002,84.769997,84.980003,-0.26,DXY
11/07/2006,85.029999,86.279999,84.970001,86.089996,1.23,DXY
18/07/2006,86.169998,87.330002,85.849998,85.93,-0.28,DXY
25/07/2006,85.860001,86.769997,85.32,85.440002,-0.49,DXY
01/08/2006,85.389999,85.629997,84.389999,84.57,-0.97,DXY
08/08/2006,84.529999,85.580002,84.419998,85.519997,1.16,DXY
15/08/2006,85.489998,85.75,84.610001,85.089996,-0.47,DXY
22/08/2006,85.019997,85.550003,84.419998,85.379997,0.42,DXY
29/08/2006,85.389999,85.459999,84.720001,84.940002,-0.53,DXY
05/09/2006,84.870003,86.059998,84.730003,85.949997,1.26,DXY
12/09/2006,85.970001,86.169998,85.459999,85.989998,0.02,DXY
19/09/2006,86.059998,86.139999,84.910004,85.199997,-1.01,DXY
26/09/2006,85.18,86.220001,84.970001,85.970001,0.92,DXY
03/10/2006,86.010002,86.650002,85.470001,86.440002,0.5,DXY
10/10/2006,86.529999,87.300003,86.440002,87.120003,0.68,DXY
17/10/2006,87.169998,87.199997,86.139999,86.269997,-1.04,DXY
24/10/2006,86.300003,86.919998,85.43,85.559998,-0.86,DXY
31/10/2006,85.57,85.910004,85.150002,85.709999,0.16,DXY
07/11/2006,85.699997,85.93,84.699997,85.050003,-0.76,DXY
14/11/2006,85.019997,85.699997,84.839996,85.370003,0.41,DXY
21/11/2006,85.339996,85.480003,83.559998,83.709999,-1.95,DXY
28/11/2006,83.349998,83.779999,82.360001,82.480003,-1.05,DXY
05/12/2006,82.360001,83.339996,82.239998,83.330002,1.16,DXY
12/12/2006,83.339996,84.139999,82.879997,84.059998,0.86,DXY
19/12/2006,84.029999,84.220001,83.209999,83.940002,-0.11,DXY
26/12/2006,83.839996,84.129997,83.529999,83.720001,-0.14,DXY
02/01/2007,83.459999,84.809998,83.150002,84.629997,1.38,DXY
09/01/2007,84.639999,85.400002,84.43,85.029999,0.46,DXY
16/01/2007,84.940002,85.260002,84.639999,84.860001,-0.09,DXY
23/01/2007,84.900002,85.43,84.489998,85.279999,0.45,DXY
30/01/2007,85.150002,85.379997,84.400002,84.959999,-0.22,DXY
06/02/2007,84.980003,85.199997,84.650002,84.870003,-0.13,DXY
13/02/2007,84.830002,85.209999,83.940002,84.089996,-0.88,DXY
20/02/2007,84.099998,84.529999,83.889999,84.07,-0.04,DXY
27/02/2007,83.970001,84.089996,83.400002,83.739998,-0.27,DXY
06/03/2007,83.730003,84.379997,83.610001,84.239998,0.61,DXY
13/03/2007,84.230003,84.279999,83.029999,83.230003,-1.2,DXY
20/03/2007,83.169998,83.5,82.650002,83.279999,0.13,DXY
27/03/2007,83.389999,83.459999,82.639999,82.93,-0.55,DXY
03/04/2007,82.910004,83.209999,82.589996,82.989998,0.1,DXY
10/04/2007,83,83.18,81.970001,82.129997,-1.06,DXY
17/04/2007,82.029999,82.190002,81.510002,81.639999,-0.48,DXY
24/04/2007,81.629997,81.93,81.269997,81.529999,-0.12,DXY
01/05/2007,81.519997,82.040001,81.25,81.739998,0.27,DXY
08/05/2007,81.610001,82.379997,81.540001,82.120003,0.62,DXY
15/05/2007,82.099998,82.400002,81.660004,82.199997,0.12,DXY
22/05/2007,82.129997,82.599998,82.080002,82.330002,0.24,DXY
29/05/2007,82.349998,82.589996,82.050003,82.32,-0.04,DXY
05/06/2007,82.339996,82.919998,81.699997,82.690002,0.42,DXY
12/06/2007,82.709999,83.269997,82.620003,82.849998,0.17,DXY
19/06/2007,82.839996,82.860001,82.32,82.339996,-0.61,DXY
26/06/2007,82.339996,82.480003,81.900002,81.919998,-0.51,DXY
03/07/2007,81.870003,81.949997,81.239998,81.459999,-0.5,DXY
10/07/2007,81.459999,81.589996,80.440002,80.580002,-1.09,DXY
17/07/2007,80.529999,80.669998,80.120003,80.290001,-0.3,DXY
24/07/2007,80.129997,81.010002,80.019997,80.949997,1.01,DXY
31/07/2007,80.970001,81.089996,80.160004,80.18,-0.99,DXY
07/08/2007,80.110001,80.919998,79.959999,80.68,0.71,DXY
14/08/2007,80.730003,82.129997,80.620003,81.43,0.86,DXY
21/08/2007,81.32,81.57,80.610001,80.669998,-0.81,DXY
28/08/2007,80.699997,81.050003,80.440002,80.790001,0.11,DXY
04/09/2007,80.809998,81.139999,79.839996,79.959999,-1.06,DXY
11/09/2007,79.910004,80,79.300003,79.620003,-0.36,DXY
18/09/2007,79.660004,79.849998,78.400002,78.599998,-1.35,DXY
25/09/2007,78.389999,78.690002,77.669998,77.720001,-0.86,DXY
02/10/2007,77.790001,78.82,77.660004,78.309998,0.66,DXY
09/10/2007,78.32,78.889999,77.959999,78.220001,-0.13,DXY
16/10/2007,78.209999,78.339996,77.400002,77.410004,-1.03,DXY
23/10/2007,77.279999,78.199997,76.980003,77.029999,-0.32,DXY
30/10/2007,76.870003,77.089996,76.220001,76.339996,-0.69,DXY
06/11/2007,76.389999,76.5,74.980003,75.400002,-1.31,DXY
13/11/2007,75.519997,76.150002,75.379997,75.830002,0.41,DXY
20/11/2007,75.779999,75.959999,74.480003,75.050003,-0.97,DXY
27/11/2007,75.110001,76.18,74.75,76.150002,1.37,DXY
04/12/2007,75.93,76.82,75.599998,76.290001,0.47,DXY
11/12/2007,76.290001,77.489998,75.919998,77.440002,1.49,DXY
18/12/2007,77.370003,77.849998,77.269997,77.720001,0.45,DXY
25/12/2007,77.629997,77.699997,76.110001,76.220001,-1.85,DXY
01/01/2008,75.980003,76.75,75.43,75.790001,-0.25,DXY
08/01/2008,76.050003,76.519997,75.790001,75.980003,-0.09,DXY
15/01/2008,75.610001,76.519997,75.199997,76.379997,1.01,DXY
22/01/2008,76.660004,77.349998,75.620003,75.970001,-0.91,DXY
29/01/2008,75.940002,76.019997,74.849998,75.449997,-0.65,DXY
05/02/2008,75.440002,77.040001,75.279999,76.669998,1.6,DXY
12/02/2008,76.449997,76.709999,75.849998,76.099998,-0.46,DXY
19/02/2008,76.019997,76.529999,75.360001,75.519997,-0.66,DXY
26/02/2008,75.529999,75.68,73.559998,73.709999,-2.47,DXY
04/03/2008,73.75,73.949997,72.459999,73.029999,-0.99,DXY
11/03/2008,72.989998,73.400002,71.580002,71.660004,-1.86,DXY
18/03/2008,71.629997,72.919998,70.699997,72.75,1.54,DXY
25/03/2008,72.779999,73.190002,71.330002,71.68,-1.53,DXY
01/04/2008,71.610001,72.839996,71.349998,72.019997,0.57,DXY
08/04/2008,71.980003,72.43,71.419998,71.809998,-0.24,DXY
15/04/2008,72.360001,72.410004,71.279999,72.010002,-0.49,DXY
22/04/2008,71.980003,73.029999,71.190002,72.790001,1.11,DXY
29/04/2008,72.730003,73.699997,72.440002,73.5,1.05,DXY
06/05/2008,73.459999,73.889999,72.730003,73.050003,-0.56,DXY
13/05/2008,73.059998,73.620003,72.690002,72.839996,-0.3,DXY
20/05/2008,72.809998,73.169998,71.82,71.889999,-1.28,DXY
27/05/2008,71.989998,73.220001,71.839996,72.879997,1.22,DXY
03/06/2008,72.870003,73.870003,72.339996,72.389999,-0.66,DXY
10/06/2008,72.290001,74.309998,72.129997,74.150002,2.51,DXY
17/06/2008,74.010002,74.18,72.93,73.029999,-1.34,DXY
24/06/2008,73.07,73.650002,72.269997,72.360001,-0.98,DXY
01/07/2008,72.330002,72.849998,72,72.730003,0.55,DXY
08/07/2008,72.690002,73.160004,71.790001,72.099998,-0.82,DXY
15/07/2008,71.860001,72.400002,71.309998,72.190002,0.46,DXY
22/07/2008,72.190002,73.019997,71.739998,72.860001,0.92,DXY
29/07/2008,72.82,73.540001,72.610001,73.419998,0.82,DXY
05/08/2008,73.370003,75.900002,73.199997,75.849998,3.27,DXY
12/08/2008,75.82,77.269997,75.489998,77.18,1.76,DXY
19/08/2008,77.139999,77.410004,76.019997,76.809998,-0.43,DXY
26/08/2008,76.790001,77.620003,76.550003,77.379997,0.76,DXY
02/09/2008,77.25,79.080002,77.110001,78.93,2.13,DXY
09/09/2008,78.720001,80.379997,78.199997,78.970001,0.32,DXY
16/09/2008,78.419998,79.370003,77.260002,77.68,-0.95,DXY
23/09/2008,77.580002,77.800003,75.889999,76.949997,-0.82,DXY
30/09/2008,76.910004,80.93,76.900002,80.309998,4.23,DXY
07/10/2008,81.089996,83.190002,80.400002,83,2.3,DXY
14/10/2008,81.580002,82.839996,80.75,82.410004,1.01,DXY
21/10/2008,82.5,86.959999,81.959999,86.440002,4.56,DXY
28/10/2008,86.32,87.879997,83.099998,85.629997,-0.81,DXY
04/11/2008,85.809998,86.900002,83.900002,85.910004,0.12,DXY
11/11/2008,85.68,88.150002,85.059998,86.360001,0.79,DXY
18/11/2008,87.57,88.459999,86.139999,88.190002,0.7,DXY
25/11/2008,87.610001,87.709999,84.709999,86.519997,-1.26,DXY
02/12/2008,86.43,87.699997,86.099998,87.120003,0.79,DXY
09/12/2008,86.870003,86.910004,83.209999,83.639999,-3.86,DXY
16/12/2008,83.709999,83.730003,77.690002,81.300003,-2.96,DXY
23/12/2008,81.040001,81.489998,80.349998,80.889999,-0.19,DXY
30/12/2008,80.879997,81.919998,79.629997,81.839996,1.17,DXY
06/01/2009,81.559998,84.019997,81.18,82.660004,1.33,DXY
13/01/2009,82.470001,85.139999,82.459999,84.209999,2.07,DXY
20/01/2009,83.699997,86.809998,83.459999,85.610001,2.23,DXY
27/01/2009,85.510002,86.279999,83.57,86,0.57,DXY
03/02/2009,86.059998,86.550003,84.75,85.349998,-0.83,DXY
10/02/2009,85.160004,86.730003,84.459999,86.040001,1.02,DXY
17/02/2009,86.370003,88.25,86.230003,86.489998,0.14,DXY
24/02/2009,86.849998,88.489998,85.629997,88.010002,1.32,DXY
03/03/2009,88.580002,89.620003,87.879997,88.510002,-0.08,DXY
10/03/2009,88.589996,89.459999,87.18,87.43,-1.33,DXY
17/03/2009,87.290001,87.769997,82.629997,83.839996,-4.11,DXY
24/03/2009,83.5,85.349998,82.889999,85.110001,1.89,DXY
31/03/2009,85.389999,86.129997,84.050003,84.169998,-1.45,DXY
07/04/2009,84.010002,86,83.730003,85.540001,1.79,DXY
14/04/2009,85.550003,86.029999,84.449997,85.980003,0.5,DXY
21/04/2009,85.809998,86.870003,84.459999,84.709999,-1.3,DXY
28/04/2009,84.739998,86.010002,83.889999,84.550003,-0.22,DXY
05/05/2009,84.599998,84.870003,82.389999,82.529999,-2.51,DXY
12/05/2009,82.419998,83.099998,81.870003,83.019997,0.72,DXY
19/05/2009,82.970001,83.220001,79.809998,79.959999,-3.76,DXY
26/05/2009,79.980003,81.129997,79.18,80.43,0.56,DXY
02/06/2009,79.199997,80.82,78.330002,80.669998,1.82,DXY
09/06/2009,80.720001,81.470001,79.190002,80.139999,-0.72,DXY
16/06/2009,80.110001,81.370003,79.970001,80.260002,0.19,DXY
23/06/2009,80.279999,80.940002,79.559998,79.879997,-0.5,DXY
30/06/2009,79.889999,80.610001,79.349998,80.379997,0.61,DXY
07/07/2009,80.470001,80.889999,79.690002,80.230003,-0.3,DXY
14/07/2009,80.239998,80.5,79.129997,79.349998,-1.12,DXY
21/07/2009,79.480003,79.529999,78.419998,78.75,-0.93,DXY
