Date,Federal Funds Effective Rate
11/09/2013,0.08
18/09/2013,0.08
25/09/2013,0.08
02/10/2013,0.08
09/10/2013,0.08
16/10/2013,0.1
23/10/2013,0.09
30/10/2013,0.08
06/11/2013,0.08
13/11/2013,0.08
20/11/2013,0.09
27/11/2013,0.09
04/12/2013,0.08
11/12/2013,0.09
18/12/2013,0.09
25/12/2013,0.09
01/01/2014,0.08
08/01/2014,0.08
15/01/2014,0.07
22/01/2014,0.07
29/01/2014,0.07
05/02/2014,0.07
12/02/2014,0.06
19/02/2014,0.06
26/02/2014,0.07
05/03/2014,0.07
12/03/2014,0.08
19/03/2014,0.08
26/03/2014,0.08
02/04/2014,0.08
09/04/2014,0.08
16/04/2014,0.09
23/04/2014,0.1
30/04/2014,0.09
07/05/2014,0.09
14/05/2014,0.08
21/05/2014,0.09
28/05/2014,0.09
04/06/2014,0.09
11/06/2014,0.09
18/06/2014,0.1
25/06/2014,0.1
02/07/2014,0.1
09/07/2014,0.09
16/07/2014,0.09
23/07/2014,0.09
30/07/2014,0.09
06/08/2014,0.09
13/08/2014,0.09
20/08/2014,0.09
27/08/2014,0.09
03/09/2014,0.08
10/09/2014,0.09
17/09/2014,0.09
24/09/2014,0.09
01/10/2014,0.09
08/10/2014,0.09
15/10/2014,0.09
22/10/2014,0.09
29/10/2014,0.09
05/11/2014,0.08
12/11/2014,0.09
19/11/2014,0.1
26/11/2014,0.1
03/12/2014,0.1
10/12/2014,0.12
17/12/2014,0.12
24/12/2014,0.13
31/12/2014,0.12
07/01/2015,0.11
14/01/2015,0.12
21/01/2015,0.13
28/01/2015,0.12
04/02/2015,0.09
11/02/2015,0.12
18/02/2015,0.12
25/02/2015,0.12
04/03/2015,0.09
11/03/2015,0.12
18/03/2015,0.11
25/03/2015,0.12
01/04/2015,0.11
08/04/2015,0.12
15/04/2015,0.12
22/04/2015,0.13
29/04/2015,0.13
06/05/2015,0.12
13/05/2015,0.13
20/05/2015,0.13
27/05/2015,0.13
03/06/2015,0.1
10/06/2015,0.13
17/06/2015,0.13
24/06/2015,0.13
01/07/2015,0.12
08/07/2015,0.13
15/07/2015,0.13
22/07/2015,0.13
29/07/2015,0.13
05/08/2015,0.11
12/08/2015,0.14
19/08/2015,0.15
26/08/2015,0.15
02/09/2015,0.13
09/09/2015,0.14
16/09/2015,0.14
23/09/2015,0.14
30/09/2015,0.12
07/10/2015,0.13
14/10/2015,0.13
21/10/2015,0.13
28/10/2015,0.12
04/11/2015,0.1
11/11/2015,0.12
18/11/2015,0.12
25/11/2015,0.12
02/12/2015,0.12
09/12/2015,0.13
16/12/2015,0.14
23/12/2015,0.37
30/12/2015,0.36
06/01/2016,0.27
13/01/2016,0.36
20/01/2016,0.36
27/01/2016,0.38
03/02/2016,0.34
10/02/2016,0.38
17/02/2016,0.38
24/02/2016,0.38
02/03/2016,0.36
09/03/2016,0.36
16/03/2016,0.36
23/03/2016,0.37
30/03/2016,0.37
06/04/2016,0.35
13/04/2016,0.37
20/04/2016,0.37
27/04/2016,0.37
04/05/2016,0.34
11/05/2016,0.37
18/05/2016,0.37
25/05/2016,0.37
01/06/2016,0.36
08/06/2016,0.37
15/06/2016,0.37
22/06/2016,0.38
29/06/2016,0.4
06/07/2016,0.39
13/07/2016,0.4
20/07/2016,0.4
27/07/2016,0.4
03/08/2016,0.36
10/08/2016,0.4
17/08/2016,0.4
24/08/2016,0.4
31/08/2016,0.39
07/09/2016,0.4
14/09/2016,0.4
21/09/2016,0.4
28/09/2016,0.4
05/10/2016,0.35
12/10/2016,0.4
19/10/2016,0.41
26/10/2016,0.41
02/11/2016,0.4
09/11/2016,0.41
16/11/2016,0.41
23/11/2016,0.41
30/11/2016,0.4
07/12/2016,0.41
14/12/2016,0.41
21/12/2016,0.66
28/12/2016,0.66
04/01/2017,0.6
11/01/2017,0.66
18/01/2017,0.66
25/01/2017,0.66
01/02/2017,0.65
08/02/2017,0.66
15/02/2017,0.66
22/02/2017,0.66
01/03/2017,0.65
08/03/2017,0.66
15/03/2017,0.66
22/03/2017,0.91
29/03/2017,0.91
05/04/2017,0.87
12/04/2017,0.91
19/04/2017,0.91
26/04/2017,0.91
03/05/2017,0.88
10/05/2017,0.91
17/05/2017,0.91
24/05/2017,0.91
31/05/2017,0.9
07/06/2017,0.91
14/06/2017,0.91
21/06/2017,1.16
28/06/2017,1.16
05/07/2017,1.12
12/07/2017,1.16
19/07/2017,1.16
26/07/2017,1.16
02/08/2017,1.15
09/08/2017,1.16
16/08/2017,1.16
23/08/2017,1.16
30/08/2017,1.16
06/09/2017,1.15
13/09/2017,1.16
20/09/2017,1.16
27/09/2017,1.16
04/10/2017,1.12
11/10/2017,1.16
18/10/2017,1.16
25/10/2017,1.16
01/11/2017,1.15
08/11/2017,1.16
15/11/2017,1.16
22/11/2017,1.16
29/11/2017,1.16
06/12/2017,1.15
13/12/2017,1.16
20/12/2017,1.41
27/12/2017,1.42
03/01/2018,1.37
10/01/2018,1.42
17/01/2018,1.42
24/01/2018,1.42
31/01/2018,1.41
07/02/2018,1.42
14/02/2018,1.42
21/02/2018,1.42
28/02/2018,1.41
07/03/2018,1.42
14/03/2018,1.42
21/03/2018,1.43
28/03/2018,1.68
04/04/2018,1.68
11/04/2018,1.69
18/04/2018,1.69
25/04/2018,1.7
02/05/2018,1.7
09/05/2018,1.7
16/05/2018,1.7
23/05/2018,1.7
30/05/2018,1.7
06/06/2018,1.7
13/06/2018,1.7
20/06/2018,1.9
27/06/2018,1.92
04/07/2018,1.91
11/07/2018,1.91
18/07/2018,1.91
25/07/2018,1.91
01/08/2018,1.91
08/08/2018,1.91
15/08/2018,1.91
22/08/2018,1.92
29/08/2018,1.92
05/09/2018,1.91
12/09/2018,1.92
19/09/2018,1.92
26/09/2018,1.92
03/10/2018,2.18
10/10/2018,2.18
17/10/2018,2.18
24/10/2018,2.19
31/10/2018,2.2
07/11/2018,2.2
14/11/2018,2.19
21/11/2018,2.2
28/11/2018,2.2
05/12/2018,2.2
12/12/2018,2.19
19/12/2018,2.19
26/12/2018,2.4
02/01/2019,2.4
09/01/2019,2.4
16/01/2019,2.4
23/01/2019,2.4
30/01/2019,2.4
06/02/2019,2.4
13/02/2019,2.4
20/02/2019,2.4
27/02/2019,2.4
06/03/2019,2.4
13/03/2019,2.4
20/03/2019,2.4
27/03/2019,2.41
03/04/2019,2.42
10/04/2019,2.41
17/04/2019,2.41
24/04/2019,2.44
01/05/2019,2.44
08/05/2019,2.4
15/05/2019,2.38
22/05/2019,2.39
29/05/2019,2.38
05/06/2019,2.39
12/06/2019,2.37
19/06/2019,2.37
26/06/2019,2.38
03/07/2019,2.4
10/07/2019,2.41
17/07/2019,2.39
24/07/2019,2.41
31/07/2019,2.4
07/08/2019,2.13
14/08/2019,2.12
21/08/2019,2.13
28/08/2019,2.12
04/09/2019,2.13
11/09/2019,2.13
18/09/2019,2.19
25/09/2019,1.9
02/10/2019,1.85
09/10/2019,1.82
16/10/2019,1.84
23/10/2019,1.85
30/10/2019,1.83
06/11/2019,1.57
13/11/2019,1.55
20/11/2019,1.55
27/11/2019,1.55
04/12/2019,1.56
11/12/2019,1.55
18/12/2019,1.55
25/12/2019,1.55
01/01/2020,1.55
08/01/2020,1.55
15/01/2020,1.54
22/01/2020,1.55
29/01/2020,1.55
05/02/2020,1.59
12/02/2020,1.58
19/02/2020,1.58
26/02/2020,1.58
04/03/2020,1.51
11/03/2020,1.09
18/03/2020,0.74
25/03/2020,0.15
01/04/2020,0.09
08/04/2020,0.05
15/04/2020,0.05
22/04/2020,0.05
29/04/2020,0.04
06/05/2020,0.05
13/05/2020,0.05
20/05/2020,0.05
27/05/2020,0.05
03/06/2020,0.05
10/06/2020,0.07
17/06/2020,0.08
24/06/2020,0.09
01/07/2020,0.08
08/07/2020,0.09
15/07/2020,0.09
22/07/2020,0.09
29/07/2020,0.09
05/08/2020,0.1
12/08/2020,0.1
19/08/2020,0.1
26/08/2020,0.09
02/09/2020,0.09
09/09/2020,0.09
16/09/2020,0.09
23/09/2020,0.09
30/09/2020,0.09
07/10/2020,0.09
14/10/2020,0.09
21/10/2020,0.09
28/10/2020,0.09
04/11/2020,0.09
11/11/2020,0.09
18/11/2020,0.09
25/11/2020,0.08
02/12/2020,0.08
09/12/2020,0.09
16/12/2020,0.09
23/12/2020,0.09
30/12/2020,0.09
06/01/2021,0.09
13/01/2021,0.09
20/01/2021,0.09
27/01/2021,0.08
03/02/2021,0.07
10/02/2021,0.08
17/02/2021,0.08
24/02/2021,0.07
03/03/2021,0.07
10/03/2021,0.07
17/03/2021,0.07
24/03/2021,0.07
31/03/2021,0.07
07/04/2021,0.07
14/04/2021,0.07
21/04/2021,0.07
28/04/2021,0.07
05/05/2021,0.06
12/05/2021,0.06
19/05/2021,0.06
26/05/2021,0.06
02/06/2021,0.05
09/06/2021,0.06
16/06/2021,0.06
23/06/2021,0.1
30/06/2021,0.1
07/07/2021,0.1
14/07/2021,0.1
21/07/2021,0.1
28/07/2021,0.1
04/08/2021,0.09
11/08/2021,0.1
18/08/2021,0.1
25/08/2021,0.09
01/09/2021,0.08
08/09/2021,0.08
15/09/2021,0.08
22/09/2021,0.08
29/09/2021,0.08
06/10/2021,0.08
13/10/2021,0.08
20/10/2021,0.08
27/10/2021,0.08
03/11/2021,0.08
10/11/2021,0.08
17/11/2021,0.08
24/11/2021,0.08
01/12/2021,0.08
08/12/2021,0.08
15/12/2021,0.08
22/12/2021,0.08
29/12/2021,0.08
05/01/2022,0.08
12/01/2022,0.08
19/01/2022,0.08
26/01/2022,0.08
02/02/2022,0.08
09/02/2022,0.08
16/02/2022,0.08
23/02/2022,0.08
02/03/2022,0.08
09/03/2022,0.08
16/03/2022,0.08
23/03/2022,0.33
30/03/2022,0.33
06/04/2022,0.33
13/04/2022,0.33
20/04/2022,0.33
27/04/2022,0.33
04/05/2022,0.33
11/05/2022,0.83
18/05/2022,0.83
25/05/2022,0.83
01/06/2022,0.83
08/06/2022,0.83
15/06/2022,0.83
22/06/2022,1.58
29/06/2022,1.58
06/07/2022,1.58
13/07/2022,1.58
20/07/2022,1.58
27/07/2022,1.58
03/08/2022,2.33
10/08/2022,2.33
17/08/2022,2.33
24/08/2022,2.33
31/08/2022,2.33
07/09/2022,2.33
14/09/2022,2.33
21/09/2022,2.33
28/09/2022,3.08
05/10/2022,3.08
12/10/2022,3.08
19/10/2022,3.08
26/10/2022,3.08
02/11/2022,3.08
09/11/2022,3.83
16/11/2022,3.83
23/11/2022,3.83
30/11/2022,3.83
07/12/2022,3.83
14/12/2022,3.83
21/12/2022,4.33
