date,Percent Change,Security
03/05/2016,4.47,US10Y
03/12/2016,4.71,US10Y
03/19/2016,1.26,US10Y
03/26/2016,-1.11,US10Y
04/02/2016,-4.84,US10Y
04/09/2016,-4.51,US10Y
04/16/2016,1.84,US10Y
04/23/2016,3.84,US10Y
04/30/2016,2.18,US10Y
05/07/2016,-3.83,US10Y
05/14/2016,-3.32,US10Y
05/21/2016,4.01,US10Y
05/28/2016,1.87,US10Y
06/04/2016,-2.57,US10Y
06/11/2016,-5.91,US10Y
06/18/2016,-5.31,US10Y
06/25/2016,4.36,US10Y
07/02/2016,-12.05,US10Y
07/09/2016,-6.38,US10Y
07/16/2016,9.71,US10Y
07/23/2016,4.10,US10Y
07/30/2016,-2.92,US10Y
08/06/2016,0.78,US10Y
08/13/2016,0.13,US10Y
08/20/2016,0.91,US10Y
08/27/2016,0.90,US10Y
09/03/2016,0.38,US10Y
09/10/2016,0.92,US10Y
09/17/2016,7.00,US10Y
09/24/2016,-2.58,US10Y
10/01/2016,-5.06,US10Y
10/08/2016,8.12,US10Y
10/15/2016,4.31,US10Y
10/22/2016,-1.21,US10Y
10/29/2016,2.96,US10Y
11/05/2016,0.55,US10Y
11/12/2016,9.05,US10Y
11/19/2016,14.10,US10Y
11/26/2016,3.45,US10Y
12/03/2016,1.20,US10Y
12/10/2016,1.27,US10Y
12/17/2016,6.01,US10Y
12/24/2016,0.39,US10Y
12/31/2016,-1.84,US10Y
01/07/2017,-3.19,US10Y
01/14/2017,-1.86,US10Y
01/21/2017,1.89,US10Y
01/28/2017,2.35,US10Y
02/04/2017,-0.16,US10Y
02/11/2017,-3.39,US10Y
02/18/2017,2.59,US10Y
02/25/2017,-2.89,US10Y
03/04/2017,1.97,US10Y
03/11/2017,4.93,US10Y
03/18/2017,0.00,US10Y
03/25/2017,-5.09,US10Y
04/01/2017,-0.83,US10Y
04/08/2017,-2.00,US10Y
04/15/2017,-2.19,US10Y
04/22/2017,-3.32,US10Y
04/29/2017,3.68,US10Y
05/06/2017,1.13,US10Y
05/13/2017,2.31,US10Y
05/20/2017,-4.94,US10Y
05/27/2017,-0.44,US10Y
06/03/2017,-2.88,US10Y
06/10/2017,-0.68,US10Y
06/17/2017,-0.09,US10Y
06/24/2017,-0.73,US10Y
07/01/2017,3.15,US10Y
07/08/2017,5.83,US10Y
07/15/2017,-0.34,US10Y
07/22/2017,-3.40,US10Y
07/29/2017,1.23,US10Y
08/05/2017,-1.39,US10Y
08/12/2017,-1.41,US10Y
08/19/2017,-0.72,US10Y
08/26/2017,-1.53,US10Y
09/02/2017,-1.92,US10Y
09/09/2017,-3.45,US10Y
09/16/2017,5.41,US10Y
09/23/2017,3.39,US10Y
09/30/2017,1.15,US10Y
10/07/2017,2.72,US10Y
10/14/2017,-0.70,US10Y
10/21/2017,0.19,US10Y
10/28/2017,3.95,US10Y
11/04/2017,-2.56,US10Y
11/11/2017,-1.02,US10Y
11/18/2017,1.20,US10Y
11/25/2017,-0.78,US10Y
12/02/2017,0.70,US10Y
12/09/2017,-0.08,US10Y
12/16/2017,0.34,US10Y
12/23/2017,3.80,US10Y
12/30/2017,-1.22,US10Y
01/06/2018,1.13,US10Y
01/13/2018,3.19,US10Y
01/20/2018,2.23,US10Y
01/27/2018,2.06,US10Y
02/03/2018,4.08,US10Y
02/10/2018,2.25,US10Y
02/17/2018,2.06,US10Y
02/24/2018,1.08,US10Y
03/03/2018,-1.55,US10Y
03/10/2018,0.77,US10Y
03/17/2018,-1.53,US10Y
03/24/2018,0.63,US10Y
03/31/2018,-2.49,US10Y
04/07/2018,-0.11,US10Y
04/14/2018,0.79,US10Y
04/21/2018,2.71,US10Y
04/28/2018,3.96,US10Y
05/05/2018,-1.27,US10Y
05/12/2018,0.54,US10Y
05/19/2018,3.23,US10Y
05/26/2018,-1.96,US10Y
06/02/2018,-5.83,US10Y
06/09/2018,3.72,US10Y
06/16/2018,0.54,US10Y
06/23/2018,-1.56,US10Y
06/30/2018,-1.86,US10Y
07/07/2018,-0.49,US10Y
07/14/2018,0.42,US10Y
07/21/2018,0.42,US10Y
07/28/2018,3.28,US10Y
08/04/2018,0.54,US10Y
08/11/2018,-1.28,US10Y
08/18/2018,-2.11,US10Y
08/25/2018,-1.67,US10Y
09/01/2018,1.49,US10Y
09/08/2018,1.29,US10Y
09/15/2018,2.24,US10Y
09/22/2018,2.76,US10Y
09/29/2018,0.59,US10Y
10/06/2018,2.35,US10Y
10/13/2018,1.21,US10Y
10/20/2018,-0.13,US10Y
10/27/2018,-1.20,US10Y
11/03/2018,0.13,US10Y
11/10/2018,2.29,US10Y
11/17/2018,-3.16,US10Y
11/24/2018,-1.77,US10Y
12/01/2018,-0.38,US10Y
12/08/2018,-4.71,US10Y
12/15/2018,-0.43,US10Y
12/22/2018,-2.91,US10Y
12/29/2018,-1.64,US10Y
01/05/2019,-4.17,US10Y
01/12/2019,2.99,US10Y
01/19/2019,0.59,US10Y
01/26/2019,0.18,US10Y
02/02/2019,-1.64,US10Y
02/09/2019,-0.59,US10Y
02/16/2019,-0.45,US10Y
02/23/2019,-0.45,US10Y
03/02/2019,1.43,US10Y
03/09/2019,-0.74,US10Y
03/16/2019,-2.32,US10Y
03/23/2019,-2.68,US10Y
03/30/2019,-5.50,US10Y
04/06/2019,3.91,US10Y
04/13/2019,0.64,US10Y
04/20/2019,2.44,US10Y
04/27/2019,-1.14,US10Y
05/04/2019,-0.63,US10Y
05/11/2019,-2.29,US10Y
05/18/2019,-3.15,US10Y
05/25/2019,-1.00,US10Y
06/01/2019,-6.51,US10Y
06/08/2019,-5.12,US10Y
06/15/2019,0.95,US10Y
06/22/2019,-3.39,US10Y
06/29/2019,-1.75,US10Y
07/06/2019,-0.67,US10Y
07/13/2019,4.27,US10Y
07/20/2019,-0.67,US10Y
07/27/2019,-0.29,US10Y
08/03/2019,-4.26,US10Y
08/10/2019,-12.63,US10Y
08/17/2019,-7.63,US10Y
08/24/2019,-1.38,US10Y
08/31/2019,-4.82,US10Y
09/07/2019,1.00,US10Y
09/14/2019,16.04,US10Y
09/21/2019,2.16,US10Y
09/28/2019,-5.57,US10Y
10/05/2019,-5.78,US10Y
10/12/2019,1.63,US10Y
10/19/2019,8.37,US10Y
10/26/2019,1.36,US10Y
11/02/2019,-0.34,US10Y
11/09/2019,4.84,US10Y
11/16/2019,0.05,US10Y
11/23/2019,-4.88,US10Y
11/30/2019,-0.65,US10Y
12/07/2019,1.67,US10Y
12/14/2019,2.57,US10Y
12/21/2019,3.81,US10Y
12/28/2019,-0.29,US10Y
01/04/2020,-1.45,US10Y
01/11/2020,-1.97,US10Y
01/18/2020,-0.87,US10Y
01/25/2020,-4.09,US10Y
02/01/2020,-9.13,US10Y
02/08/2020,1.39,US10Y
02/15/2020,-0.99,US10Y
02/22/2020,-4.49,US10Y
02/29/2020,-15.01,US10Y
03/07/2020,-25.81,US10Y
03/14/2020,-17.92,US10Y
03/21/2020,26.14,US10Y
03/28/2020,-18.91,US10Y
04/04/2020,-18.86,US10Y
04/11/2020,11.62,US10Y
04/18/2020,-6.58,US10Y
04/25/2020,-10.56,US10Y
05/02/2020,4.92,US10Y
05/09/2020,4.38,US10Y
05/16/2020,-0.30,US10Y
05/23/2020,3.60,US10Y
05/30/2020,-1.45,US10Y
06/06/2020,12.94,US10Y
06/13/2020,0.00,US10Y
06/20/2020,-5.99,US10Y
06/27/2020,-4.71,US10Y
07/04/2020,-2.98,US10Y
07/11/2020,-1.72,US10Y
07/18/2020,-3.35,US10Y
07/25/2020,-5.05,US10Y
08/01/2020,-3.99,US10Y
08/08/2020,-4.84,US10Y
08/15/2020,21.45,US10Y
08/22/2020,-0.30,US10Y
08/29/2020,5.41,US10Y
09/05/2020,-2.85,US10Y
09/12/2020,0.81,US10Y
09/19/2020,0.07,US10Y
09/26/2020,-2.03,US10Y
10/03/2020,0.89,US10Y
10/10/2020,15.29,US10Y
10/17/2020,-5.29,US10Y
10/24/2020,11.52,US10Y
10/31/2020,-0.48,US10Y
11/07/2020,1.21,US10Y
11/14/2020,11.21,US10Y
11/21/2020,-6.20,US10Y
11/28/2020,-0.57,US10Y
12/05/2020,6.36,US10Y
12/12/2020,0.65,US10Y
12/19/2020,0.00,US10Y
12/26/2020,2.05,US10Y
01/02/2021,-1.06,US10Y
01/09/2021,9.95,US10Y
01/16/2021,10.12,US10Y
01/23/2021,-2.39,US10Y
01/30/2021,-3.71,US10Y
02/06/2021,7.14,US10Y
02/13/2021,3.16,US10Y
02/20/2021,10.97,US10Y
02/27/2021,8.81,US10Y
03/06/2021,4.79,US10Y
03/13/2021,5.51,US10Y
03/20/2021,5.99,US10Y
03/27/2021,-0.96,US10Y
04/03/2021,4.49,US10Y
04/10/2021,-2.56,US10Y
04/17/2021,-3.22,US10Y
04/24/2021,-2.59,US10Y
05/01/2021,2.91,US10Y
05/08/2021,-1.60,US10Y
05/15/2021,3.00,US10Y
05/22/2021,-0.36,US10Y
05/29/2021,-3.41,US10Y
06/05/2021,0.76,US10Y
06/12/2021,-6.00,US10Y
06/19/2021,0.53,US10Y
06/26/2021,-0.66,US10Y
07/03/2021,-2.13,US10Y
07/10/2021,-8.67,US10Y
07/17/2021,1.15,US10Y
07/24/2021,-7.36,US10Y
07/31/2021,0.48,US10Y
08/07/2021,-3.16,US10Y
08/14/2021,9.31,US10Y
08/21/2021,-5.98,US10Y
08/28/2021,3.97,US10Y
09/04/2021,-0.31,US10Y
09/11/2021,3.14,US10Y
09/18/2021,-1.41,US10Y
09/25/2021,3.17,US10Y
10/02/2021,10.67,US10Y
10/09/2021,2.38,US10Y
10/16/2021,0.97,US10Y
10/23/2021,5.18,US10Y
10/30/2021,-3.65,US10Y
11/06/2021,-2.65,US10Y
11/13/2021,-1.07,US10Y
11/20/2021,4.62,US10Y
11/27/2021,0.44,US10Y
12/04/2021,-10.65,US10Y
12/11/2021,3.21,US10Y
12/18/2021,-2.97,US10Y
12/25/2021,2.19,US10Y
01/01/2022,3.03,US10Y
01/08/2022,12.30,US10Y
01/15/2022,3.06,US10Y
01/22/2022,4.00,US10Y
01/29/2022,-1.43,US10Y
02/05/2022,1.78,US10Y
02/12/2022,7.01,US10Y
02/19/2022,1.84,US10Y
02/26/2022,-1.26,US10Y
03/05/2022,-8.30,US10Y
03/12/2022,6.10,US10Y
03/19/2022,13.18,US10Y
03/26/2022,9.43,US10Y
04/02/2022,0.76,US10Y
04/09/2022,8.55,US10Y
04/16/2022,6.56,US10Y
04/23/2022,4.57,US10Y
04/30/2022,-2.01,US10Y
05/07/2022,6.51,US10Y
05/14/2022,-2.26,US10Y
05/21/2022,-2.38,US10Y
05/28/2022,-3.55,US10Y
06/04/2022,5.25,US10Y
06/11/2022,4.47,US10Y
06/18/2022,10.10,US10Y
06/25/2022,-5.47,US10Y
07/02/2022,-3.17,US10Y
07/09/2022,-3.56,US10Y
07/16/2022,-0.42,US10Y
07/23/2022,-0.41,US10Y
07/30/2022,-6.40,US10Y
08/06/2022,-1.16,US10Y
08/13/2022,3.46,US10Y
08/20/2022,2.13,US10Y
08/27/2022,6.27,US10Y
09/03/2022,3.80,US10Y
09/10/2022,4.32,US10Y
09/17/2022,3.48,US10Y
09/24/2022,5.03,US10Y
10/01/2022,6.68,US10Y
10/08/2022,-2.04,US10Y
10/15/2022,5.29,US10Y
10/22/2022,4.34,US10Y
10/29/2022,-1.21,US10Y
11/05/2022,1.03,US10Y
11/12/2022,-1.00,US10Y
11/19/2022,-7.04,US10Y
11/26/2022,-1.14,US10Y
12/03/2022,-3.02,US10Y
12/10/2022,-3.19,US10Y
12/17/2022,-0.28,US10Y
12/24/2022,4.73,US10Y
12/31/2022,5.05,US10Y
