Security ,date,Return 
DXY,04/04/2017,0.48
DXY,11/04/2017,-0.71
DXY,18/04/2017,-1.21
DXY,25/04/2017,0.05
DXY,02/05/2017,0.01
DXY,09/05/2017,-0.24
DXY,16/05/2017,-1.95
DXY,23/05/2017,0.51
DXY,30/05/2017,-0.69
DXY,06/06/2017,0.35
DXY,13/06/2017,0.4
DXY,20/06/2017,-0.1
DXY,27/06/2017,-1.26
DXY,04/07/2017,-0.16
DXY,11/07/2017,-0.96
DXY,18/07/2017,-1.21
DXY,25/07/2017,-1.19
DXY,01/08/2017,0.61
DXY,08/08/2017,0.03
DXY,15/08/2017,-0.39
DXY,22/08/2017,-0.96
DXY,29/08/2017,0.47
DXY,05/09/2017,-0.84
DXY,12/09/2017,0.21
DXY,19/09/2017,0.65
DXY,26/09/2017,0.98
DXY,03/10/2017,0.19
DXY,10/10/2017,-0.49
DXY,17/10/2017,0.71
DXY,24/10/2017,0.59
DXY,31/10/2017,0.24
DXY,07/11/2017,-0.24
DXY,14/11/2017,-0.43
DXY,21/11/2017,-1.25
DXY,28/11/2017,0.31
DXY,05/12/2017,0.73
DXY,12/12/2017,-0.18
DXY,19/12/2017,-0.37
DXY,26/12/2017,-1.32
DXY,02/01/2018,0.23
DXY,09/01/2018,-2.05
DXY,16/01/2018,-0.04
DXY,23/01/2018,-1.21
DXY,30/01/2018,0.27
DXY,06/02/2018,0.74
DXY,13/02/2018,-1.23
DXY,20/02/2018,0.81
DXY,27/02/2018,0.29
DXY,06/03/2018,-0.2
DXY,13/03/2018,0
DXY,20/03/2018,-0.97
DXY,27/03/2018,1.15
DXY,03/04/2018,-0.23
DXY,10/04/2018,-0.46
DXY,17/04/2018,1.69
DXY,24/04/2018,0.99
DXY,01/05/2018,0.99
DXY,08/05/2018,-0.17
DXY,15/05/2018,1.18
DXY,22/05/2018,0.79
DXY,29/05/2018,-0.42
DXY,05/06/2018,-0.47
DXY,12/06/2018,1.25
DXY,19/06/2018,-0.5
DXY,26/06/2018,0.63
DXY,03/07/2018,-0.83
DXY,10/07/2018,0.46
DXY,17/07/2018,0.17
DXY,24/07/2018,-0.33
DXY,31/07/2018,1.06
DXY,07/08/2018,1.08
DXY,14/08/2018,-0.51
DXY,21/08/2018,-1.17
DXY,28/08/2018,0.36
DXY,04/09/2018,0.03
DXY,11/09/2018,-0.67
DXY,18/09/2018,-0.26
DXY,25/09/2018,1.1
DXY,02/10/2018,0.49
DXY,09/10/2018,-0.73
DXY,16/10/2018,0.99
DXY,23/10/2018,0.59
DXY,30/10/2018,-0.24
DXY,06/11/2018,1.24
DXY,13/11/2018,-1.38
DXY,20/11/2018,0.91
DXY,27/11/2018,-0.03
DXY,04/12/2018,0.19
DXY,11/12/2018,-0.12
DXY,18/12/2018,-0.57
DXY,25/12/2018,-0.39
DXY,01/01/2019,-0.48
DXY,08/01/2019,-0.13
DXY,15/01/2019,0.78
DXY,22/01/2019,-0.61
DXY,29/01/2019,0.1
DXY,05/02/2019,1.26
DXY,12/02/2019,-0.14
DXY,19/02/2019,-0.53
DXY,26/02/2019,0.28
DXY,05/03/2019,0.56
DXY,12/03/2019,-0.72
DXY,19/03/2019,0.05
DXY,26/03/2019,0.7
DXY,02/04/2019,-0.21
DXY,09/04/2019,-0.11
DXY,16/04/2019,0.35
DXY,23/04/2019,0.6
DXY,30/04/2019,-0.35
DXY,07/05/2019,-0.21
DXY,14/05/2019,0.63
DXY,21/05/2019,-0.18
DXY,28/05/2019,-0.62
DXY,04/06/2019,-0.39
DXY,11/06/2019,0.83
DXY,18/06/2019,-1.62
DXY,25/06/2019,0.9
DXY,02/07/2019,0.56
DXY,09/07/2019,-0.46
DXY,16/07/2019,0.34
DXY,23/07/2019,0.8
DXY,30/07/2019,-0.55
DXY,06/08/2019,-0.12
DXY,13/08/2019,1
DXY,20/08/2019,-0.27
DXY,27/08/2019,0.98
DXY,03/09/2019,-0.77
DXY,10/09/2019,0.38
DXY,17/09/2019,-0.05
DXY,24/09/2019,0.79
DXY,01/10/2019,-0.39
DXY,08/10/2019,-0.55
DXY,15/10/2019,-1.14
DXY,22/10/2019,0.44
DXY,29/10/2019,-0.26
DXY,05/11/2019,0.71
DXY,12/11/2019,-0.42
DXY,19/11/2019,0.54
DXY,26/11/2019,-0.47
DXY,03/12/2019,-0.22
DXY,10/12/2019,-0.58
DXY,17/12/2019,0.61
DXY,24/12/2019,-0.94
DXY,31/12/2019,-0.07
DXY,07/01/2020,0.7
DXY,14/01/2020,0.25
DXY,21/01/2020,0.38
DXY,28/01/2020,-0.16
DXY,04/02/2020,1.05
DXY,11/02/2020,0.29
DXY,18/02/2020,0.17
DXY,25/02/2020,-1.94
DXY,03/03/2020,-2.53
DXY,10/03/2020,3.36
DXY,17/03/2020,4.49
DXY,24/03/2020,-3.23
DXY,31/03/2020,1.52
DXY,07/04/2020,-1.33
DXY,14/04/2020,0.61
DXY,21/04/2020,0.08
DXY,28/04/2020,-0.56
DXY,05/05/2020,0.76
DXY,12/05/2020,-0.57
DXY,19/05/2020,0.19
DXY,26/05/2020,-2.03
DXY,02/06/2020,-1.24
DXY,09/06/2020,0.06
DXY,16/06/2020,0.37
DXY,23/06/2020,0.52
DXY,30/06/2020,-0.77
DXY,07/07/2020,-0.34
DXY,14/07/2020,-0.65
DXY,21/07/2020,-2.25
DXY,28/07/2020,-0.18
DXY,04/08/2020,0.09
DXY,11/08/2020,-0.78
DXY,18/08/2020,0.48
DXY,25/08/2020,-1.24
DXY,01/09/2020,0.63
DXY,08/09/2020,0.38
DXY,15/09/2020,0.5
DXY,22/09/2020,0.77
DXY,29/09/2020,-0.8
DXY,06/10/2020,-0.47
DXY,13/10/2020,0.39
DXY,20/10/2020,-0.41
DXY,27/10/2020,1.07
DXY,03/11/2020,-1.4
DXY,10/11/2020,-0.17
DXY,17/11/2020,-0.06
DXY,24/11/2020,-0.69
DXY,01/12/2020,-1.18
DXY,08/12/2020,-0.09
DXY,15/12/2020,-0.74
DXY,22/12/2020,0.33
DXY,29/12/2020,-0.51
DXY,05/01/2021,0.73
DXY,12/01/2021,0.27
DXY,19/01/2021,-0.43
DXY,26/01/2021,0.7
DXY,02/02/2021,-0.1
DXY,09/02/2021,-0.64
DXY,16/02/2021,-0.38
DXY,23/02/2021,1.14
DXY,02/03/2021,1.39
DXY,09/03/2021,-0.52
DXY,16/03/2021,-0.03
DXY,23/03/2021,1.24
DXY,30/03/2021,-0.37
DXY,06/04/2021,-0.5
DXY,13/04/2021,-1.16
DXY,20/04/2021,-0.29
DXY,27/04/2021,0.15
DXY,04/05/2021,-0.81
DXY,11/05/2021,0.01
DXY,18/05/2021,-0.43
DXY,25/05/2021,0.01
DXY,01/06/2021,0.12
DXY,08/06/2021,0.63
DXY,15/06/2021,1.48
DXY,22/06/2021,0.02
DXY,29/06/2021,0.41
DXY,06/07/2021,-0.03
DXY,13/07/2021,0.72
DXY,20/07/2021,-0.26
DXY,27/07/2021,-0.65
DXY,03/08/2021,0.98
DXY,10/08/2021,-0.34
DXY,17/08/2021,0.36
DXY,24/08/2021,-0.33
DXY,31/08/2021,-0.46
DXY,07/09/2021,0.43
DXY,14/09/2021,0.67
DXY,21/09/2021,0.15
DXY,28/09/2021,0.46
DXY,05/10/2021,0.54
DXY,12/10/2021,-0.39
DXY,19/10/2021,-0.15
DXY,26/10/2021,0.07
DXY,02/11/2021,0.18
DXY,09/11/2021,1.45
DXY,16/11/2021,1.14
DXY,23/11/2021,-0.17
DXY,30/11/2021,-0.05
DXY,07/12/2021,0.03
DXY,14/12/2021,0.24
DXY,21/12/2021,-0.48
DXY,28/12/2021,0.16
DXY,04/01/2022,-0.26
DXY,11/01/2022,-0.76
DXY,18/01/2022,0.69
DXY,25/01/2022,0.65
DXY,01/02/2022,-1.18
DXY,08/02/2022,1.02
DXY,15/02/2022,-0.34
DXY,22/02/2022,0.7
DXY,01/03/2022,2.67
DXY,08/03/2022,-0.23
DXY,15/03/2022,-0.57
DXY,22/03/2022,0.6
DXY,29/03/2022,-0.1
DXY,05/04/2022,0.95
DXY,12/04/2022,0.85
DXY,19/04/2022,0.96
DXY,26/04/2022,1.96
DXY,03/05/2022,-0.09
DXY,10/05/2022,0.52
DXY,17/05/2022,-2.03
DXY,24/05/2022,-0.7
DXY,31/05/2022,1.06
DXY,07/06/2022,2.58
DXY,14/06/2022,-0.57
DXY,21/06/2022,-0.52
DXY,28/06/2022,1.2
DXY,05/07/2022,2.69
DXY,12/07/2022,-0.6
DXY,19/07/2022,-0.83
DXY,26/07/2022,-0.97
DXY,02/08/2022,0.94
DXY,09/08/2022,0.1
DXY,16/08/2022,2.35
DXY,23/08/2022,-0.19
DXY,30/08/2022,0.63
DXY,06/09/2022,-1.1
DXY,13/09/2022,1.3
DXY,20/09/2022,3.97
DXY,27/09/2022,-2.06
DXY,04/10/2022,1.24
DXY,11/10/2022,-0.97
DXY,18/10/2022,-0.04
DXY,25/10/2022,-0.41
DXY,01/11/2022,-1.26
DXY,08/11/2022,-3.14
DXY,15/11/2022,1.11
DXY,22/11/2022,-1.08
DXY,29/11/2022,-1.3
DXY,06/12/2022,-0.15
DXY,13/12/2022,-0.39
DXY,20/12/2022,-0.39
DXY,27/12/2022,-0.76
US10Y,04/01/2000,0.85057
US10Y,11/01/2000,1.98081
US10Y,18/01/2000,1.63126
US10Y,25/01/2000,0.63457
US10Y,01/02/2000,-1.09792
US10Y,08/02/2000,-1.44014
US10Y,15/02/2000,0.39574
US10Y,22/02/2000,-1.49333
US10Y,29/02/2000,-1.65448
US10Y,07/03/2000,0.1252
US10Y,14/03/2000,-0.6252
US10Y,21/03/2000,-2.29632
US10Y,28/03/2000,-0.86929
US10Y,04/04/2000,-2.01364
US10Y,11/04/2000,-2.6185
US10Y,18/04/2000,1.49762
US10Y,25/04/2000,1.10664
US10Y,02/05/2000,3.51575
US10Y,09/05/2000,4.03717
US10Y,16/05/2000,-0.49276
US10Y,23/05/2000,0.40235
US10Y,30/05/2000,-1.47195
US10Y,06/06/2000,-3.32421
US10Y,13/06/2000,-1.00324
US10Y,20/06/2000,-1.50376
US10Y,27/06/2000,1.65948
US10Y,04/07/2000,-1.32223
US10Y,11/07/2000,-0.24814
US10Y,18/07/2000,1.26036
US10Y,25/07/2000,-0.88438
US10Y,01/08/2000,-0.39656
US10Y,08/08/2000,-1.32714
US10Y,15/08/2000,-2.65636
US10Y,22/08/2000,0.13817
US10Y,29/08/2000,-0.72439
US10Y,05/09/2000,-0.49514
US10Y,12/09/2000,0.42776
US10Y,19/09/2000,1.21697
US10Y,26/09/2000,0.61834
US10Y,03/10/2000,-0.47798
US10Y,10/10/2000,0.30017
US10Y,17/10/2000,-2.00941
US10Y,24/10/2000,-1.64049
US10Y,31/10/2000,1.45493
US10Y,07/11/2000,1.60895
US10Y,14/11/2000,-0.03442
US10Y,21/11/2000,-1.99725
US10Y,28/11/2000,-1.26493
US10Y,05/12/2000,-2.09964
US10Y,12/12/2000,-2.87168
US10Y,19/12/2000,-2.39521
US10Y,26/12/2000,-3.3263
US10Y,02/01/2001,0.54536
US10Y,09/01/2001,-1.30178
US10Y,16/01/2001,3.56715
US10Y,23/01/2001,0.53063
US10Y,30/01/2001,1.61228
US10Y,06/02/2001,-2.3045
US10Y,13/02/2001,-1.97216
US10Y,20/02/2001,1.28205
US10Y,27/02/2001,-1.07108
US10Y,06/03/2001,-2.71654
US10Y,13/03/2001,-0.32376
US10Y,20/03/2001,-2.43605
US10Y,27/03/2001,0.49938
US10Y,03/04/2001,2.69151
US10Y,10/04/2001,0.12097
US10Y,17/04/2001,4.61136
US10Y,24/04/2001,0.55823
US10Y,01/05/2001,1.33997
US10Y,08/05/2001,-1.0578
US10Y,15/05/2001,3.01642
US10Y,22/05/2001,0.74129
US10Y,29/05/2001,1.13135
US10Y,05/06/2001,-1.77353
US10Y,12/06/2001,-1.59259
US10Y,19/06/2001,-0.86564
US10Y,26/06/2001,-1.29081
US10Y,03/07/2001,3.11538
US10Y,10/07/2001,0.42894
US10Y,17/07/2001,-2.39554
US10Y,24/07/2001,-2.35921
US10Y,31/07/2001,0.15588
US10Y,07/08/2001,0.66148
US10Y,14/08/2001,-3.51759
US10Y,21/08/2001,-1.5625
US10Y,28/08/2001,-0.2035
US10Y,04/09/2001,-1.05016
US10Y,11/09/2001,0.30912
US10Y,18/09/2001,-4.67386
US10Y,25/09/2001,1.68103
US10Y,02/10/2001,-2.88258
US10Y,09/10/2001,-0.86207
US10Y,16/10/2001,2.10237
US10Y,23/10/2001,-0.43122
US10Y,30/10/2001,-1.9489
US10Y,06/11/2001,-4.947
US10Y,13/11/2001,0.42983
US10Y,20/11/2001,10.67669
US10Y,27/11/2001,4.77634
US10Y,04/12/2001,-4.2394
US10Y,11/12/2001,6.08333
US10Y,18/12/2001,1.37471
US10Y,25/12/2001,-0.9105
US10Y,01/01/2002,0.53763
US10Y,08/01/2002,0.06806
US10Y,15/01/2002,-3.57559
US10Y,22/01/2002,-0.44337
US10Y,29/01/2002,2.67206
US10Y,05/02/2002,-1.53785
US10Y,12/02/2002,-1.36163
US10Y,19/02/2002,-0.0203
US10Y,26/02/2002,-0.95431
US10Y,05/03/2002,1.43501
US10Y,12/03/2002,6.1439
US10Y,19/03/2002,1.59939
US10Y,26/03/2002,1.01199
US10Y,02/04/2002,0.04638
US10Y,09/04/2002,-2.56838
US10Y,16/04/2002,-1.06585
US10Y,23/04/2002,0.23086
US10Y,30/04/2002,-1.99616
US10Y,07/05/2002,-0.19585
US10Y,14/05/2002,2.59027
US10Y,21/05/2002,0
US10Y,28/05/2002,-1.44415
US10Y,04/06/2002,-1.60116
US10Y,11/06/2002,-0.15779
US10Y,18/06/2002,-3.1213
US10Y,25/06/2002,-1.50897
US10Y,02/07/2002,-0.33126
US10Y,09/07/2002,0.2285
US10Y,16/07/2002,-3.17098
US10Y,23/07/2002,-1.71233
US10Y,30/07/2002,-1.48084
US10Y,06/08/2002,-2.65252
US10Y,13/08/2002,-2.99728
US10Y,20/08/2002,-1.63858
US10Y,27/08/2002,1.18991
US10Y,03/09/2002,-2.98683
US10Y,10/09/2002,-3.17576
US10Y,17/09/2002,-1.15173
US10Y,24/09/2002,-4.60993
US10Y,01/10/2002,-1.22146
US10Y,08/10/2002,-1.12903
US10Y,15/10/2002,3.24905
US10Y,22/10/2002,9.91442
US10Y,29/10/2002,-1.24581
US10Y,05/11/2002,-2.47453
US10Y,12/11/2002,-2.61194
US10Y,19/11/2002,1.81354
US10Y,26/11/2002,3.713
US10Y,03/12/2002,2.44315
US10Y,10/12/2002,-3.09327
US10Y,17/12/2002,-0.73099
US10Y,24/12/2002,-2.20913
US10Y,31/12/2002,-3.3007
US10Y,07/01/2003,5.45101
US10Y,14/01/2003,1.41538
US10Y,21/01/2003,-1.33495
US10Y,28/01/2003,-2.33702
US10Y,04/02/2003,0.9068
US10Y,11/02/2003,-0.54918
US10Y,18/02/2003,-1.41817
US10Y,25/02/2003,-1.71865
US10Y,04/03/2003,-3.73057
US10Y,11/03/2003,-2.47578
US10Y,18/03/2003,3.69757
US10Y,25/03/2003,6.70569
US10Y,01/04/2003,-2.74314
US10Y,08/04/2003,1.58974
US10Y,15/04/2003,0.45432
US10Y,22/04/2003,0.18844
US10Y,29/04/2003,-0.9906
US10Y,06/05/2003,-1.36778
US10Y,13/05/2003,-5.59836
US10Y,20/05/2003,-5.54951
US10Y,27/05/2003,-2.93779
US10Y,03/06/2003,0.41543
US10Y,10/06/2003,-2.48227
US10Y,17/06/2003,-3.21212
US10Y,24/06/2003,4.75892
US10Y,01/07/2003,5.26001
US10Y,08/07/2003,4.48609
US10Y,15/07/2003,2.01087
US10Y,22/07/2003,8.20458
US10Y,29/07/2003,4.72674
US10Y,05/08/2003,3.8552
US10Y,12/08/2003,-2.03712
US10Y,19/08/2003,4.20518
US10Y,26/08/2003,-0.26608
US10Y,02/09/2003,0.15562
US10Y,09/09/2003,-1.22087
US10Y,16/09/2003,-3.50562
US10Y,23/09/2003,-1.90964
US10Y,30/09/2003,-3.27635
US10Y,07/10/2003,1.32548
US10Y,14/10/2003,4.46948
US10Y,21/10/2003,2.49275
US10Y,28/10/2003,-3.16742
US10Y,04/11/2003,1.54206
US10Y,11/11/2003,2.39301
US10Y,18/11/2003,-4.22472
US10Y,25/11/2003,-1.5955
US10Y,02/12/2003,3.54077
US10Y,09/12/2003,-0.37997
US10Y,16/12/2003,-1.2945
US10Y,23/12/2003,-1.8267
US10Y,30/12/2003,0.78721
US10Y,06/01/2004,2.66272
US10Y,13/01/2004,-4.04611
US10Y,20/01/2004,-3.17155
US10Y,27/01/2004,1.24069
US10Y,03/02/2004,2.5
US10Y,10/02/2004,-1.05213
US10Y,17/02/2004,-1.82455
US10Y,24/02/2004,-0.11077
US10Y,02/03/2004,-0.88714
US10Y,09/03/2004,-3.1825
US10Y,16/03/2004,-3.74936
US10Y,23/03/2004,0
US10Y,30/03/2004,2.18783
US10Y,06/04/2004,6.26632
US10Y,13/04/2004,4.4226
US10Y,20/04/2004,3.57647
US10Y,27/04/2004,0.95411
US10Y,04/05/2004,2.0252
US10Y,11/05/2004,4.23467
US10Y,18/05/2004,1.18493
US10Y,25/05/2004,-0.66918
US10Y,01/06/2004,-1.89474
US10Y,08/06/2004,2.103
US10Y,15/06/2004,0.93527
US10Y,22/06/2004,-1.7595
US10Y,29/06/2004,-0.42391
US10Y,06/07/2004,-3.36313
US10Y,13/07/2004,-1.14537
US10Y,20/07/2004,-0.93583
US10Y,27/07/2004,1.39451
US10Y,03/08/2004,0.44366
US10Y,10/08/2004,-4.0636
US10Y,17/08/2004,-2.11786
US10Y,24/08/2004,-0.04704
US10Y,31/08/2004,-1.03529
US10Y,07/09/2004,0.3923
US10Y,14/09/2004,-1.00651
US10Y,21/09/2004,-1.81818
US10Y,28/09/2004,-2.09552
US10Y,05/10/2004,3.63365
US10Y,12/10/2004,0.6244
US10Y,19/10/2004,-2.95943
US10Y,26/10/2004,-1.52484
US10Y,02/11/2004,2.1978
US10Y,09/11/2004,1.85728
US10Y,16/11/2004,1.12764
US10Y,23/11/2004,-1.16251
US10Y,30/11/2004,2.85646
US10Y,07/12/2004,0.44341
US10Y,14/12/2004,-3.39219
US10Y,21/12/2004,0.4329
US10Y,28/12/2004,2.07136
US10Y,04/01/2005,0.22287
US10Y,11/01/2005,0.2809
US10Y,18/01/2005,-1.43557
US10Y,25/01/2005,-1.14861
US10Y,01/02/2005,0.04792
US10Y,08/02/2005,-1.62835
US10Y,15/02/2005,-0.92502
US10Y,22/02/2005,3.86978
US10Y,01/03/2005,2.04613
US10Y,08/03/2005,0.97357
US10Y,15/03/2005,3.85675
US10Y,22/03/2005,0.17683
US10Y,29/03/2005,1.77626
US10Y,05/04/2005,-2.56911
US10Y,12/04/2005,-0.93458
US10Y,19/04/2005,-3.4142
US10Y,26/04/2005,-0.74419
US10Y,03/05/2005,-1.26523
US10Y,10/05/2005,0.56953
US10Y,17/05/2005,-2.02926
US10Y,24/05/2005,-1.63776
US10Y,31/05/2005,-0.58766
US10Y,07/06/2005,-3.15271
US10Y,14/06/2005,2.74669
US10Y,21/06/2005,1.33663
US10Y,28/06/2005,-3.7616
US10Y,05/07/2005,2.15736
US10Y,12/07/2005,1.86335
US10Y,19/07/2005,2.2439
US10Y,26/07/2005,1.00191
US10Y,02/08/2005,1.13368
US10Y,09/08/2005,2.05511
US10Y,16/08/2005,-1.7849
US10Y,23/08/2005,-1.58434
US10Y,30/08/2005,-0.89962
US10Y,06/09/2005,-3.48782
US10Y,13/09/2005,2.77228
US10Y,20/09/2005,1.92678
US10Y,27/09/2005,0.33081
US10Y,04/10/2005,2.02544
US10Y,11/10/2005,0.81948
US10Y,18/10/2005,2.57584
US10Y,25/10/2005,-0.40179
US10Y,01/11/2005,2.64455
US10Y,08/11/2005,1.04803
US10Y,15/11/2005,-0.82109
US10Y,22/11/2005,-2.65795
US10Y,29/11/2005,-0.45882
US10Y,06/12/2005,1.58516
US10Y,13/12/2005,0.17707
US10Y,20/12/2005,-1.50243
US10Y,27/12/2005,-1.02064
US10Y,03/01/2006,-0.7932
US10Y,10/01/2006,0.1028
US10Y,17/01/2006,0.29667
US10Y,24/01/2006,-0.56883
US10Y,31/01/2006,3.47826
US10Y,07/02/2006,0.84034
US10Y,14/02/2006,0.39474
US10Y,21/02/2006,-0.01092
US10Y,28/02/2006,-0.33861
US10Y,07/03/2006,2.54274
US10Y,14/03/2006,1.36811
US10Y,21/03/2006,-1.18094
US10Y,28/03/2006,0.68289
US10Y,04/04/2006,2.92497
US10Y,11/04/2006,1.35914
US10Y,18/04/2006,1.7371
US10Y,25/04/2006,0.44933
US10Y,02/05/2006,1.5507
US10Y,09/05/2006,0.54816
US10Y,16/05/2006,0.11682
US10Y,23/05/2006,-1.20576
US10Y,30/05/2006,-0.34449
US10Y,06/06/2006,-0.20741
US10Y,13/06/2006,-1.18765
US10Y,20/06/2006,2.44391
US10Y,27/06/2006,1.8772
US10Y,04/07/2006,-0.33589
US10Y,11/07/2006,-0.66442
US10Y,18/07/2006,-1.31834
US10Y,25/07/2006,-0.74656
US10Y,01/08/2006,-0.673
US10Y,08/08/2006,-1.59426
US10Y,15/08/2006,0.24301
US10Y,22/08/2006,-2.14141
US10Y,29/08/2006,-0.86705
US10Y,05/09/2006,-1.03082
US10Y,12/09/2006,0.83114
US10Y,19/09/2006,-0.20868
US10Y,26/09/2006,-3.26223
US10Y,03/10/2006,-0.08647
US10Y,10/10/2006,0.76807
US10Y,17/10/2006,2.84487
US10Y,24/10/2006,0.25052
US10Y,31/10/2006,-2.20741
US10Y,07/11/2006,-0.93697
US10Y,14/11/2006,-0.98882
US10Y,21/11/2006,0.13026
US10Y,28/11/2006,-1.50694
US10Y,05/12/2006,-1.86021
US10Y,12/12/2006,1.12158
US10Y,19/12/2006,1.95209
US10Y,26/12/2006,0.03264
US10Y,02/01/2007,1.95759
US10Y,09/01/2007,-0.75733
US10Y,16/01/2007,1.83792
US10Y,23/01/2007,0.85488
US10Y,30/01/2007,1.88363
US10Y,06/02/2007,-1.0682
US10Y,13/02/2007,-0.83056
US10Y,20/02/2007,-1.53894
US10Y,27/02/2007,-1.20149
US10Y,06/03/2007,-2.36763
US10Y,13/03/2007,-0.08818
US10Y,20/03/2007,0.44131
US10Y,27/03/2007,0.92267
US10Y,03/04/2007,1.13191
US10Y,10/04/2007,1.50667
US10Y,17/04/2007,0.38168
US10Y,24/04/2007,-1.52091
US10Y,01/05/2007,0.0858
US10Y,08/05/2007,-0.34291
US10Y,15/05/2007,0.60215
US10Y,22/05/2007,2.18042
US10Y,29/05/2007,1.77824
US10Y,05/06/2007,1.29496
US10Y,12/06/2007,3.8961
US10Y,19/06/2007,0.89844
US10Y,26/06/2007,-0.77429
US10Y,03/07/2007,-1.32657
US10Y,10/07/2007,1.52234
US10Y,17/07/2007,-0.83739
US10Y,24/07/2007,-2.0817
US10Y,31/07/2007,-3.28921
US10Y,07/08/2007,-1.57611
US10Y,14/08/2007,0.9271
US10Y,21/08/2007,-3.08977
US10Y,28/08/2007,-0.8617
US10Y,04/09/2007,-1.23859
US10Y,11/09/2007,-2.83828
US10Y,18/09/2007,1.22283
US10Y,25/09/2007,3.44519
US10Y,02/10/2007,-0.95156
US10Y,09/10/2007,0.49127
US10Y,16/10/2007,1.51005
US10Y,23/10/2007,-4.40925
US10Y,30/10/2007,-1.79131
US10Y,06/11/2007,-0.228
US10Y,13/11/2007,-2.25091
US10Y,20/11/2007,-3.07423
US10Y,27/11/2007,-4.78775
US10Y,04/12/2007,-0.08866
US10Y,11/12/2007,2.38337
US10Y,18/12/2007,3.07083
US10Y,25/12/2007,-0.82893
US10Y,01/01/2008,0.90854
US10Y,08/01/2008,-6.7467
US10Y,15/01/2008,-1.75077
US10Y,22/01/2008,-4.48113
US10Y,29/01/2008,-0.68587
US10Y,05/02/2008,1.43646
US10Y,12/02/2008,-0.4902
US10Y,19/02/2008,3.99562
US10Y,26/02/2008,1.47368
US10Y,04/03/2008,-5.29046
US10Y,11/03/2008,-1.75246
US10Y,18/03/2008,-3.51171
US10Y,25/03/2008,-0.41883
US10Y,01/04/2008,1.87092
US10Y,08/04/2008,1.70843
US10Y,15/04/2008,-1.11982
US10Y,22/04/2008,6.05889
US10Y,29/04/2008,2.82968
US10Y,06/05/2008,-0.05192
US10Y,13/05/2008,-0.72727
US10Y,20/05/2008,0.52329
US10Y,27/05/2008,0.924
US10Y,03/06/2008,3.52031
US10Y,10/06/2008,0.1993
US10Y,17/06/2008,4.82347
US10Y,24/06/2008,-1.18596
US10Y,01/07/2008,-3.1205
US10Y,08/07/2008,-1.88305
US10Y,15/07/2008,-1.9697
US10Y,22/07/2008,4.99742
US10Y,29/07/2008,0.44161
US10Y,05/08/2008,-2.05178
US10Y,12/08/2008,-1.14713
US10Y,19/08/2008,-2.5227
US10Y,26/08/2008,-1.24224
US10Y,02/09/2008,-0.87788
US10Y,09/09/2008,-3.29147
US10Y,16/09/2008,-1.69492
US10Y,23/09/2008,2.39155
US10Y,30/09/2008,3.15046
US10Y,07/10/2008,-5.00263
US10Y,14/10/2008,7.60809
US10Y,21/10/2008,1.37798
US10Y,28/10/2008,-4.87805
US10Y,04/11/2008,5.28846
US10Y,11/11/2008,-4.04617
US10Y,18/11/2008,-2.07535
US10Y,25/11/2008,-12.85097
US10Y,02/12/2008,-12.32962
US10Y,09/12/2008,-5.79505
US10Y,16/12/2008,-3.75094
US10Y,23/12/2008,-16.212
US10Y,30/12/2008,0
US10Y,06/01/2009,12.90698
US10Y,13/01/2009,-0.39135
US10Y,20/01/2009,-4.56989
US10Y,27/01/2009,13.71614
US10Y,03/02/2009,7.46951
US10Y,10/02/2009,5.8156
US10Y,17/02/2009,-7.33914
US10Y,24/02/2009,0.90416
US10Y,03/03/2009,6.02151
US10Y,10/03/2009,-1.62272
US10Y,17/03/2009,1.16838
US10Y,24/03/2009,-10.80163
US10Y,31/03/2009,5.02666
US10Y,07/04/2009,3.26323
US10Y,14/04/2009,0.94803
US10Y,21/04/2009,0.73043
US10Y,28/04/2009,3.38398
US10Y,05/05/2009,6.07882
US10Y,12/05/2009,1.38539
US10Y,19/05/2009,-1.73913
US10Y,26/05/2009,6.58976
US10Y,02/06/2009,7.9911
US10Y,09/06/2009,3.73421
US10Y,16/06/2009,1.1117
US10Y,23/06/2009,-2.09424
US10Y,30/06/2009,-4.65241
US10Y,07/07/2009,-1.50028
US10Y,14/07/2009,-3.37367
US10Y,21/07/2009,6.06953
US10Y,28/07/2009,2.61111
US10Y,04/08/2009,-1.24526
US10Y,11/08/2009,4.11184
US10Y,18/08/2009,-6.00316
US10Y,25/08/2009,-2.7451
US10Y,01/09/2009,-1.20968
US10Y,08/09/2009,-1.31195
US10Y,15/09/2009,0.85672
US10Y,22/09/2009,1.58172
US10Y,29/09/2009,-3.11419
US10Y,06/10/2009,-3.15476
US10Y,13/10/2009,1.5673
US10Y,20/10/2009,3.66112
US10Y,27/10/2009,1.86807
US10Y,03/11/2009,-0.68768
US10Y,10/11/2009,2.13503
US10Y,17/11/2009,-4.37853
US10Y,24/11/2009,-0.97489
US10Y,01/12/2009,-3.19212
US10Y,08/12/2009,4.96148
US10Y,15/12/2009,3.64063
US10Y,22/12/2009,2.60623
US10Y,29/12/2009,5.32855
US10Y,05/01/2010,0.06553
US10Y,12/01/2010,0.17027
US10Y,19/01/2010,-2.00052
US10Y,26/01/2010,-2.70847
US10Y,02/02/2010,0.49369
US10Y,09/02/2010,-0.49127
US10Y,16/02/2010,1.48108
US10Y,23/02/2010,1.62162
US10Y,02/03/2010,-3.29787
US10Y,09/03/2010,0.9901
US10Y,16/03/2010,0.98039
