date,DXY Return (%),US10Y Percent Change,DXY Ret. Chg. ,US10Y Ret. Chg. ,Return 
09/09/2008,-0.85,-3.29,-1.34,2.75,0.71
16/09/2008,-3.5,-1.69,3.12,-0.49,1.32
23/09/2008,1.73,2.39,-1.49,-2.41,-1.95
30/09/2008,5.43,3.15,2.14,0.32,1.23
07/10/2008,0.24,-5.00,-0.96,-2.59,-1.77
14/10/2008,1.49,7.61,5.21,-2.52,1.34
21/10/2008,4.61,1.38,2.09,-0.82,0.64
28/10/2008,-0.67,-4.88,-1.15,-4.54,-2.84
04/11/2008,-0.51,5.29,-0.24,-2.08,-1.16
11/11/2008,1.05,-4.05,-3.06,-1.77,-2.41
18/11/2008,-0.84,-2.08,-1.80,-0.49,-1.14
25/11/2008,0.74,-12.85,-1.88,5.19,1.66
02/12/2008,-1.34,-12.33,-2.81,-0.04,-1.43
09/12/2008,-3.85,-5.80,1.87,-0.53,0.67
16/12/2008,-1.43,-3.75,-0.63,-0.35,-0.49
23/12/2008,-0.51,-16.21,-0.64,3.32,1.34
30/12/2008,2.43,0.00,-5.76,-1.00,-3.38
06/01/2009,0.46,12.91,-0.81,0.00,-0.41
13/01/2009,2.05,-0.39,3.46,-1.03,1.21
20/01/2009,0.01,-4.57,-1.00,10.68,4.84
27/01/2009,1.58,13.72,157.00,-4.00,76.50
03/02/2009,-1.49,7.47,-1.94,-0.46,-1.20
10/02/2009,2.21,5.82,-2.48,-0.22,-1.35
17/02/2009,0.67,-7.34,-0.70,-2.26,-1.48
24/02/2009,1.95,0.90,1.91,-1.12,0.39
03/03/2009,0.08,6.02,-0.96,5.66,2.35
10/03/2009,-2.31,-1.62,-29.88,-1.27,-15.57
17/03/2009,-4.05,1.17,0.75,-1.72,-0.48
24/03/2009,2.92,-10.80,-1.72,-10.24,-5.98
31/03/2009,-1.51,5.03,-1.52,-1.47,-1.49
07/04/2009,0.08,3.26,-1.05,-0.35,-0.70
14/04/2009,2.36,0.95,28.50,-0.71,13.90
21/04/2009,-1.08,0.73,-1.46,-0.23,-0.84
28/04/2009,-2.02,3.38,0.87,3.63,2.25
05/05/2009,-1.54,6.08,-0.24,0.80,0.28
12/05/2009,-0.01,1.39,-0.99,-0.77,-0.88
19/05/2009,-3.28,-1.74,327.00,-2.26,162.37
26/05/2009,-0.99,6.59,-0.70,-4.79,-2.74
02/06/2009,2.2,7.99,-3.22,0.21,-1.50
09/06/2009,0.28,3.73,-0.87,-0.53,-0.70
16/06/2009,-0.44,1.11,-2.57,-0.70,-1.64
23/06/2009,-1.16,-2.09,1.64,-2.88,-0.62
30/06/2009,0.76,-4.65,-1.66,1.22,-0.22
07/07/2009,-0.4,-1.50,-1.53,-0.68,-1.10
14/07/2009,-1.52,-3.37,2.80,1.25,2.02
21/07/2009,-0.35,6.07,-0.77,-2.80,-1.78
28/07/2009,-1.26,2.61,2.60,-0.57,1.02
04/08/2009,2.09,-1.25,-2.66,-1.48,-2.07
11/08/2009,0.04,4.11,-0.98,-4.30,-2.64
18/08/2009,-1.29,-6.00,-33.25,-2.46,-17.85
25/08/2009,-0.13,-2.75,-0.90,-0.54,-0.72
01/09/2009,-0.19,-1.21,0.46,-0.56,-0.05
08/09/2009,-1.69,-1.31,7.89,0.08,3.99
15/09/2009,0.1,0.86,-1.06,-1.65,-1.36
22/09/2009,0.35,1.58,2.50,0.85,1.67
29/09/2009,-0.53,-3.11,-2.51,-2.97,-2.74
06/10/2009,-0.67,-3.15,0.26,0.01,0.14
13/10/2009,-0.81,1.57,0.21,-1.50,-0.64
20/10/2009,0.73,3.66,-1.90,1.34,-0.28
27/10/2009,0.3,1.87,-0.59,-0.49,-0.54
03/11/2009,-1.65,-0.69,-6.50,-1.37,-3.93
10/11/2009,-0.16,2.14,-0.90,-4.10,-2.50
17/11/2009,0.24,-4.38,-2.50,-3.05,-2.78
24/11/2009,-0.28,-0.97,-2.17,-0.78,-1.47
01/12/2009,1.19,-3.19,-5.25,2.27,-1.49
08/12/2009,0.77,4.96,-0.35,-2.55,-1.45
15/12/2009,2.21,3.64,1.87,-0.27,0.80
22/12/2009,-0.53,2.61,-1.24,-0.28,-0.76
29/12/2009,-0.13,5.33,-0.75,1.04,0.14
05/01/2010,-0.68,0.07,4.23,-0.99,1.62
12/01/2010,0.42,0.17,-1.62,1.60,-0.01
19/01/2010,1.13,-2.00,1.69,-12.75,-5.53
26/01/2010,1.34,-2.71,0.19,0.35,0.27
02/02/2010,1.34,0.49,0.00,-1.18,-0.59
09/02/2010,0.02,-0.49,-0.99,-2.00,-1.49
16/02/2010,0.24,1.48,11.00,-4.01,3.49
23/02/2010,0.19,1.62,-0.21,0.09,-0.06
02/03/2010,-0.29,-3.30,-2.53,-3.03,-2.78
09/03/2010,-0.22,0.99,-0.24,-1.30,-0.77
16/03/2010,0.5,0.98,-3.27,-0.01,-1.64
23/03/2010,0.88,-0.81,0.76,-1.83,-0.53
30/03/2010,-0.33,5.33,-1.38,-7.59,-4.48
06/04/2010,-0.65,1.60,0.97,-0.70,0.14
13/04/2010,0.55,-1.37,-1.85,-1.86,-1.85
20/04/2010,0.59,-1.18,0.07,-0.14,-0.03
27/04/2010,0.97,-1.20,0.64,0.01,0.33
04/05/2010,2.3,-1.85,1.37,0.54,0.96
11/05/2010,2.44,-5.54,0.06,2.00,1.03
18/05/2010,0,-0.97,-1.00,-0.83,-0.91
25/05/2010,0.44,-6.78,0.00,6.01,3.00
01/06/2010,2.09,1.34,3.75,-1.20,1.28
08/06/2010,-2.14,-0.90,-2.02,-1.67,-1.85
15/06/2010,-0.67,0.49,-0.69,-1.55,-1.12
22/06/2010,-0.33,-1.28,-0.51,-3.61,-2.06
29/06/2010,-1.21,-4.64,2.67,2.62,2.64
06/07/2010,-0.48,-3.63,-0.60,-0.22,-0.41
13/07/2010,-2.01,3.30,3.19,-1.91,0.64
20/07/2010,-0.51,-2.22,-0.75,-1.67,-1.21
27/07/2010,-1.4,-0.07,1.75,-0.97,0.39
03/08/2010,-0.28,-0.40,-0.80,5.00,2.10
10/08/2010,2.25,-3.35,-9.04,7.37,-0.83
17/08/2010,0.71,-7.42,-0.68,1.21,0.26
24/08/2010,0.05,-3.14,-0.93,-0.58,-0.75
31/08/2010,-1.35,-1.78,-28.00,-0.43,-14.22
07/09/2010,-0.16,3.66,-0.88,-3.06,-1.97
14/09/2010,-0.7,3.68,3.38,0.01,1.69
21/09/2010,-2.46,-0.51,2.51,-1.14,0.69
28/09/2010,-1.12,-6.11,-0.54,10.92,5.19
05/10/2010,-1.29,-1.33,0.15,-0.78,-0.32
12/10/2010,-0.66,-3.99,-0.49,2.00,0.75
19/10/2010,0.22,4.16,-1.33,-2.04,-1.69
26/10/2010,0.26,2.70,0.18,-0.35,-0.08
02/11/2010,-0.35,3.33,-2.35,0.23,-1.06
09/11/2010,1.93,-1.95,-6.51,-1.59,-4.05
16/11/2010,0.2,6.68,-0.90,-4.43,-2.66
23/11/2010,2.75,1.90,12.75,-0.72,6.02
30/11/2010,-1.57,0.51,-1.57,-0.73,-1.15
07/12/2010,-0.36,5.57,-0.77,9.94,4.59
14/12/2010,1.7,9.79,-5.72,0.76,-2.48
21/12/2010,-0.32,2.71,-1.19,-0.72,-0.96
28/12/2010,-1.54,-0.01,3.81,-1.01,1.40
04/01/2011,2.21,-1.69,-2.44,114.03,55.80
11/01/2011,-1.9,1.31,-1.86,-1.78,-1.82
18/01/2011,-1.63,-0.71,-0.14,-1.54,-0.84
25/01/2011,-0.4,1.25,-0.75,-2.76,-1.76
01/02/2011,0.37,0.41,-1.93,-0.67,-1.30
08/02/2011,0.74,6.30,1.00,14.37,7.68
15/02/2011,-1.17,0.05,-2.58,-0.99,-1.79
22/02/2011,-1.03,-2.24,-0.12,-41.73,-20.93
01/03/2011,-0.51,-3.44,-0.50,0.54,0.02
08/03/2011,-0.2,2.33,-0.61,-1.68,-1.14
15/03/2011,-1.24,-3.75,5.20,-2.61,1.29
22/03/2011,0.97,-3.01,-1.78,-0.20,-0.99
29/03/2011,-0.29,4.75,-1.30,-2.58,-1.94
05/04/2011,-1.12,0.81,2.86,-0.83,1.02
12/04/2011,0.59,2.82,-1.53,2.47,0.47
19/04/2011,-2,-3.48,-4.39,-2.23,-3.31
26/04/2011,-1.41,-1.42,-0.30,-0.59,-0.44
03/05/2011,2.45,-1.97,-2.74,0.39,-1.18
10/05/2011,0.98,-3.73,-0.60,0.89,0.14
17/05/2011,0.83,-1.00,-0.15,-0.73,-0.44
24/05/2011,-1.5,-0.69,-2.81,-0.31,-1.56
31/05/2011,-1.35,-2.22,-0.10,2.20,1.05
07/06/2011,0.76,-2.53,-1.56,0.14,-0.71
14/06/2011,0.7,0.53,-0.08,-1.21,-0.64
21/06/2011,0.48,-1.86,-0.31,-4.48,-2.40
28/06/2011,-1.47,0.07,-4.06,-1.04,-2.55
05/07/2011,2.3,7.12,-2.56,104.43,50.93
12/07/2011,-0.67,-4.38,-1.29,-1.61,-1.45
19/07/2011,-1.88,-3.23,1.81,-0.26,0.77
26/07/2011,0.27,2.11,-1.14,-1.65,-1.40
02/08/2011,0.71,-5.07,1.63,-3.40,-0.89
09/08/2011,-1.27,-13.69,-2.79,1.70,-0.54
16/08/2011,0.31,-8.30,-1.24,-0.39,-0.82
23/08/2011,-0.47,-6.21,-2.52,-0.25,-1.38
30/08/2011,1.99,5.77,-5.23,-1.93,-3.58
06/09/2011,3.17,-6.31,0.59,-2.09,-0.75
13/09/2011,-0.23,-5.30,-1.07,-0.16,-0.62
20/09/2011,1.25,2.02,-6.43,-1.38,-3.91
27/09/2011,1.39,-7.61,0.11,-4.77,-2.33
04/10/2011,-2.33,2.14,-2.68,-1.28,-1.98
11/10/2011,-0.59,7.46,-0.75,2.49,0.87
18/10/2011,-1.45,7.77,1.46,0.04,0.75
25/10/2011,0.2,-0.54,-1.14,-1.07,-1.10
01/11/2011,1.04,1.55,4.20,-3.85,0.18
08/11/2011,0.78,-7.61,-0.25,-5.92,-3.09
15/11/2011,0.95,-1.41,0.22,-0.82,-0.30
22/11/2011,1.26,-2.80,0.33,0.99,0.66
29/11/2011,-0.86,-1.04,-1.68,-0.63,-1.16
06/12/2011,1.22,5.85,-2.42,-6.64,-4.53
13/12/2011,0.85,-2.80,-0.30,-1.48,-0.89
20/12/2011,-0.3,-6.06,-1.35,1.16,-0.09
27/12/2011,0.2,5.71,-1.67,-1.94,-1.80
03/01/2012,1.1,-3.75,4.50,-1.66,1.42
10/01/2012,0.47,3.69,-0.57,-1.98,-1.28
17/01/2012,-2.14,-4.43,-5.55,-2.20,-3.88
24/01/2012,-0.67,6.42,-0.69,-2.45,-1.57
31/01/2012,-0.09,-5.42,-0.87,-1.84,-1.35
07/02/2012,-0.19,0.31,1.11,-1.06,0.03
14/02/2012,0.49,3.01,-3.58,8.64,2.53
21/02/2012,-0.97,0.55,-2.98,-0.82,-1.90
28/02/2012,0.97,-1.35,-2.00,-3.44,-2.72
06/03/2012,0.69,1.22,-0.29,-1.90,-1.09
13/03/2012,-0.53,2.71,-1.77,1.22,-0.27
20/03/2012,-0.65,13.98,0.23,4.16,2.19
27/03/2012,-0.14,-3.00,-0.78,-1.21,-1.00
03/04/2012,1.15,-1.50,-9.21,-0.50,-4.86
10/04/2012,-0.23,-5.03,-1.20,2.34,0.57
17/04/2012,-0.16,-3.78,-0.30,-0.25,-0.28
24/04/2012,-0.79,-2.46,3.94,-0.35,1.79
01/05/2012,1.03,-0.50,-2.30,-0.79,-1.55
08/05/2012,1.26,-2.53,0.22,4.03,2.12
15/05/2012,0.6,-5.09,-0.52,1.01,0.24
22/05/2012,1.63,-4.70,1.72,-0.08,0.82
29/05/2012,0.18,0.32,-0.89,-1.07,-0.98
05/06/2012,-0.05,-10.84,-1.28,-35.35,-18.31
12/06/2012,-0.69,5.78,12.80,-1.53,5.63
19/06/2012,0.63,-1.94,-1.91,-1.34,-1.62
26/06/2012,-0.72,2.23,-2.14,-2.15,-2.15
03/07/2012,1.58,-0.97,-3.19,-1.43,-2.31
10/07/2012,-0.08,-4.49,-1.05,3.64,1.29
17/07/2012,0.75,-2.85,-10.38,-0.37,-5.37
24/07/2012,-1.1,-1.71,-2.47,-0.40,-1.43
31/07/2012,-0.63,0.54,-0.43,-1.31,-0.87
07/08/2012,0.21,5.60,-1.33,9.44,4.06
14/08/2012,0.02,6.06,-0.90,0.08,-0.41
21/08/2012,-0.97,7.86,-49.50,0.30,-24.60
28/08/2012,-0.5,-7.73,-0.48,-1.98,-1.23
04/09/2012,-1.1,-3.56,1.20,-0.54,0.33
11/09/2012,-1.68,3.32,0.53,-1.93,-0.70
18/09/2012,0.65,8.88,-1.39,1.68,0.15
25/09/2012,0.38,-2.98,-0.42,-1.34,-0.88
02/10/2012,-0.35,-6.48,-1.92,1.18,-0.37
09/10/2012,0.25,3.74,-1.71,-1.58,-1.65
16/10/2012,-0.11,0.26,-1.44,-0.93,-1.18
23/10/2012,0.53,6.31,-5.82,22.94,8.56
30/10/2012,0.85,-1.37,0.60,-1.22,-0.31
06/11/2012,0.36,-2.84,-0.58,1.07,0.25
13/11/2012,-0.21,-6.82,-1.58,1.40,-0.09
20/11/2012,-0.77,-1.29,2.67,-0.81,0.93
27/11/2012,-0.46,4.27,-0.40,-4.30,-2.35
04/12/2012,0.56,-2.90,-2.22,-1.68,-1.95
11/12/2012,-0.95,0.00,-2.70,-1.00,-1.85
18/12/2012,0.09,8.37,-1.09,0.00,-0.55
25/12/2012,0.16,2.13,0.78,-0.75,0.02
01/01/2013,0.61,-2.36,2.81,-2.11,0.35
08/01/2013,-0.96,8.49,-2.57,-4.59,-3.58
15/01/2013,0.7,-0.95,-1.73,-1.11,-1.42
22/01/2013,-0.34,-1.11,-1.49,0.18,-0.65
29/01/2013,-0.29,4.56,-0.15,-5.09,-2.62
05/02/2013,0.96,3.90,-4.31,-0.14,-2.23
12/02/2013,0.34,-1.38,-0.65,-1.35,-1.00
19/02/2013,1.35,1.23,2.97,-1.89,0.54
26/02/2013,0.67,-3.68,-0.50,-4.00,-2.25
05/03/2013,0.43,-3.08,-0.36,-0.16,-0.26
12/03/2013,0.15,7.10,-0.65,-3.30,-1.98
19/03/2013,0.22,-1.38,0.47,-1.20,-0.36
26/03/2013,-0.17,-2.81,-1.77,1.03,-0.37
02/04/2013,0.02,-3.51,-1.12,0.25,-0.43
09/04/2013,-0.4,-5.13,-21.00,0.46,-10.27
16/04/2013,0.32,0.11,-1.80,-1.02,-1.41
23/04/2013,-0.64,-2.70,-3.00,-24.97,-13.99
30/04/2013,0.21,-0.81,-1.33,-0.70,-1.01
07/05/2013,1.14,1.75,4.43,-3.16,0.63
14/05/2013,0.66,7.80,-0.42,3.46,1.52
21/05/2013,-0.13,2.87,-1.20,-0.63,-0.91
28/05/2013,-1.22,6.13,8.38,1.13,4.76
04/06/2013,-1.25,4.17,0.02,-0.32,-0.15
11/06/2013,-1.32,0.75,0.06,-0.82,-0.38
18/06/2013,2.31,1.86,-2.75,1.48,-0.63
25/06/2013,0.67,13.31,-0.71,6.17,2.73
02/07/2013,1.47,0.88,1.19,-0.93,0.13
09/07/2013,-1.38,5.16,-1.94,4.83,1.45
16/07/2013,-0.99,-1.19,-0.28,-1.23,-0.76
23/07/2013,-0.68,-3.22,-0.31,1.70,0.69
30/07/2013,0.27,3.41,-1.40,-2.06,-1.73
06/08/2013,-0.67,2.07,-3.48,-0.39,-1.94
13/08/2013,-0.12,-1.73,-0.82,-1.83,-1.33
20/08/2013,0.17,7.19,-2.42,-5.16,-3.79
27/08/2013,0.88,0.57,4.18,-0.92,1.63
03/09/2013,-0.37,-0.98,-1.42,-2.71,-2.06
10/09/2013,-0.66,5.14,0.78,-6.27,-2.74
17/09/2013,-0.98,-1.29,0.48,-1.25,-0.38
24/09/2013,-0.29,-6.21,-0.70,3.80,1.55
01/10/2013,-0.35,-2.65,0.21,-0.57,-0.18
08/10/2013,0.4,-0.08,-2.14,-0.97,-1.56
15/10/2013,-0.72,2.50,-2.80,-34.02,-18.41
22/10/2013,-0.54,-3.54,-0.25,-2.42,-1.33
29/10/2013,1.64,-3.29,-4.04,-0.07,-2.05
05/11/2013,0.67,3.56,-0.59,-2.08,-1.34
12/11/2013,-0.32,3.80,-1.48,0.07,-0.71
19/11/2013,0.11,-0.42,-1.34,-1.11,-1.23
26/11/2013,-0.01,1.92,-1.09,-5.54,-3.32
03/12/2013,-0.96,0.53,95.00,-0.73,47.14
10/12/2013,-0.07,2.94,-0.93,4.59,1.83
17/12/2013,0.47,0.70,-7.71,-0.76,-4.24
24/12/2013,-0.56,1.95,-2.19,1.78,-0.21
31/12/2013,0.81,2.82,-2.45,0.45,-1.00
07/01/2014,-0.17,-0.83,-1.21,-1.29,-1.25
14/01/2014,0.93,-2.39,-6.47,1.88,-2.29
21/01/2014,-0.94,-1.83,-2.01,-0.23,-1.12
28/01/2014,0.63,-2.46,-1.67,0.34,-0.66
04/02/2014,-0.42,-4.51,-1.67,0.83,-0.42
11/02/2014,-0.67,1.95,0.60,-1.43,-0.42
18/02/2014,0.1,1.09,-1.15,-0.44,-0.80
25/02/2014,-0.17,-0.49,-2.70,-1.45,-2.08
04/03/2014,-0.4,-2.85,1.35,4.81,3.08
11/03/2014,-0.45,3.92,0.13,-2.37,-1.12
18/03/2014,0.68,-2.75,-2.51,-1.70,-2.11
25/03/2014,0.21,2.91,-0.69,-2.06,-1.37
01/04/2014,0.15,-1.30,-0.29,-1.45,-0.87
08/04/2014,-0.61,0.95,-5.07,-1.73,-3.40
15/04/2014,0.28,-3.49,-1.46,-4.66,-3.06
22/04/2014,-0.34,2.03,-2.21,-1.58,-1.90
29/04/2014,-0.24,-0.44,-0.29,-1.22,-0.76
06/05/2014,0.52,-2.59,-3.17,4.86,0.85
13/05/2014,0.11,-0.15,-0.79,-0.94,-0.86
20/05/2014,0.5,-3.81,3.55,24.04,13.79
27/05/2014,0.31,0.63,-0.38,-1.17,-0.77
03/06/2014,0.01,-1.50,-0.97,-3.36,-2.16
10/06/2014,-0.22,4.40,-23.00,-3.94,-13.47
17/06/2014,-0.26,0.31,0.18,-0.93,-0.37
24/06/2014,-0.6,0.00,1.31,-1.00,0.15
01/07/2014,0.55,-2.67,-1.92,0.00,-0.96
08/07/2014,-0.04,2.94,-1.07,-2.10,-1.59
15/07/2014,0.46,-2.78,-12.50,-1.95,-7.22
22/07/2014,0.58,-2.12,0.26,-0.24,0.01
29/07/2014,0.37,-0.32,-0.36,-0.85,-0.61
05/08/2014,0.17,1.77,-0.54,-6.52,-3.53
12/08/2014,0.14,-3.24,-0.18,-2.83,-1.50
19/08/2014,1.19,-2.45,7.50,-0.24,3.63
26/08/2014,0.24,0.50,-0.80,-1.21,-1.00
02/09/2014,1.79,-1.41,6.46,-3.82,1.32
09/09/2014,0.04,3.80,-0.98,-3.69,-2.33
16/09/2014,0.49,4.88,11.25,0.28,5.77
23/09/2014,1.09,0.39,1.22,-0.92,0.15
30/09/2014,0.14,-2.32,-0.87,-6.98,-3.92
07/10/2014,-0.33,-4.35,-3.36,0.88,-1.24
14/10/2014,-0.56,-4.86,0.70,0.12,0.41
21/10/2014,0.65,-4.71,-2.16,-0.03,-1.10
28/10/2014,2.12,3.92,2.26,-1.83,0.21
04/11/2014,0.57,2.81,-0.73,-0.28,-0.51
11/11/2014,0.14,0.79,-0.75,-0.72,-0.74
18/11/2014,0.25,-0.95,0.79,-2.21,-0.71
25/11/2014,-0.23,-1.03,-1.92,0.08,-0.92
02/12/2014,1.24,-3.71,-6.39,2.62,-1.89
09/12/2014,-0.65,1.61,-1.52,-1.43,-1.48
16/12/2014,1.48,-5.91,-3.28,-4.66,-3.97
23/12/2014,0.47,2.81,-0.68,-1.48,-1.08
30/12/2014,1.32,1.96,1.81,-0.30,0.75
06/01/2015,0.66,-7.16,-0.50,-4.65,-2.57
13/01/2015,0.59,-5.54,-0.11,-0.23,-0.17
20/01/2015,2.46,-7.14,3.17,0.29,1.73
27/01/2015,-0.32,1.54,-1.13,-1.22,-1.17
03/02/2015,-0.05,-6.39,-0.84,-5.15,-3.00
10/02/2015,-0.12,10.52,1.40,-2.65,-0.62
17/02/2015,0.24,6.56,-3.00,-0.38,-1.69
24/02/2015,0.94,1.69,2.92,-0.74,1.09
03/03/2015,2.23,-1.64,1.37,-1.97,-0.30
10/03/2015,2.06,6.08,-0.08,-4.71,-2.39
17/03/2015,-2.58,-2.87,-2.25,-1.47,-1.86
24/03/2015,0.98,-8.19,-1.38,1.86,0.24
31/03/2015,-0.89,1.56,-1.91,-1.19,-1.55
07/04/2015,2.45,-3.47,-3.75,-3.23,-3.49
14/04/2015,-1.56,2.54,-1.64,-1.73,-1.68
21/04/2015,-1.19,-1.96,-0.24,-1.77,-1.00
28/04/2015,-1.33,3.37,0.12,-2.72,-1.30
05/05/2015,-0.49,7.74,-0.63,1.30,0.33
12/05/2015,-0.86,5.39,0.76,-0.30,0.23
19/05/2015,2.35,-0.09,-3.73,-1.02,-2.37
26/05/2015,1.03,-1.26,-0.56,13.01,6.23
02/06/2015,-2.15,-1.36,-3.09,0.09,-1.50
09/06/2015,-0.51,9.77,-0.76,-8.16,-4.46
16/06/2015,-0.51,0.42,0.00,-0.96,-0.48
23/06/2015,0.49,-2.01,-1.96,-5.78,-3.87
30/06/2015,1.59,1.96,2.24,-1.98,0.13
07/07/2015,0.58,-1.67,-0.64,-1.85,-1.24
14/07/2015,1.21,0.51,1.09,-1.31,-0.11
21/07/2015,-1.56,-0.17,-2.29,-1.33,-1.81
28/07/2015,1.03,-3.56,-1.66,20.04,9.19
04/08/2015,-0.34,-1.85,-1.33,-0.48,-0.91
11/08/2015,-0.35,-0.72,0.03,-0.61,-0.29
18/08/2015,-3.63,-1.71,9.37,1.39,5.38
25/08/2015,2.83,-4.59,-1.78,1.68,-0.05
01/09/2015,0.2,5.20,-0.93,-2.13,-1.53
08/09/2015,-0.93,-0.39,-5.65,-1.07,-3.36
15/09/2015,0.67,1.95,-1.72,-6.02,-3.87
22/09/2015,0.15,-1.08,-0.78,-1.55,-1.17
29/09/2015,0.08,-3.37,-0.47,2.12,0.83
06/10/2015,-1.32,-3.68,-17.50,0.09,-8.70
13/10/2015,0.13,2.50,-1.10,-1.68,-1.39
20/10/2015,2,-2.72,14.38,-2.09,6.15
27/10/2015,0.07,0.98,-0.97,-1.36,-1.16
03/11/2015,2.11,5.73,29.14,4.84,16.99
10/11/2015,0.46,5.97,-0.78,0.04,-0.37
17/11/2015,0.36,-1.13,-0.22,-1.19,-0.70
24/11/2015,0.37,-1.23,0.03,0.09,0.06
01/12/2015,-1.51,-2.20,-5.08,0.79,-2.15
08/12/2015,-1.07,2.25,-0.29,-2.02,-1.16
15/12/2015,0.88,-1.42,-1.82,-1.63,-1.73
22/12/2015,-0.55,0.63,-1.63,-1.44,-1.53
29/12/2015,0.97,1.61,-2.76,1.56,-0.60
05/01/2016,-0.14,-0.11,-1.14,-1.07,-1.11
12/01/2016,0.4,-5.09,-3.86,45.25,20.70
19/01/2016,0.24,-3.93,-0.40,-0.23,-0.31
26/01/2016,-0.36,-1.91,-2.50,-0.51,-1.51
02/02/2016,-2.45,-3.35,5.81,0.76,3.28
09/02/2016,-0.61,-7.14,-0.75,1.13,0.19
16/02/2016,1.46,-5.77,-3.39,-0.19,-1.79
23/02/2016,0.85,2.97,-0.42,-1.52,-0.97
01/03/2016,-1.16,-0.45,-2.36,-1.15,-1.76
08/03/2016,-0.46,5.69,-0.60,-13.56,-7.08
15/03/2016,-1.38,4.95,2.00,-0.13,0.94
22/03/2016,0.68,-1.64,-1.49,-1.33,-1.41
29/03/2016,-1.49,-2.37,-3.19,0.45,-1.37
05/04/2016,-0.59,-4.83,-0.60,1.04,0.22
12/04/2016,0.57,-2.36,-1.97,-0.51,-1.24
19/04/2016,0.37,2.30,-0.35,-1.98,-1.16
26/04/2016,-2.33,6.40,-7.30,1.79,-2.76
03/05/2016,1.64,-2.53,-1.70,-1.40,-1.55
10/05/2016,0.45,-3.79,-0.73,0.50,-0.11
17/05/2016,0.7,-2.03,0.56,-0.47,0.05
24/05/2016,0.3,6.55,-0.57,-4.23,-2.40
31/05/2016,-1.7,-0.35,-6.67,-1.05,-3.86
07/06/2016,0.5,-4.52,-1.29,11.89,5.30
14/06/2016,-0.81,-6.24,-2.62,0.38,-1.12
21/06/2016,3.13,-1.21,-4.86,-0.81,-2.84
28/06/2016,-1.13,-3.06,-1.36,1.53,0.08
05/07/2016,1.17,-8.14,-2.04,1.66,-0.19
12/07/2016,-0.01,-2.27,-1.01,-0.72,-0.87
19/07/2016,0.76,9.14,-77.00,-5.03,-41.02
26/07/2016,-1.62,1.55,-3.13,-0.83,-1.98
02/08/2016,0.72,-4.06,-1.44,-3.63,-2.54
09/08/2016,-0.8,3.04,-2.11,-1.75,-1.93
16/08/2016,-1.16,-1.16,0.45,-1.38,-0.46
23/08/2016,1.12,0.91,-1.97,-1.79,-1.88
30/08/2016,0.21,1.67,-0.81,0.84,0.01
06/09/2016,-0.71,-0.32,-4.38,-1.19,-2.79
13/09/2016,0.78,4.51,-2.10,-15.24,-8.67
20/09/2016,-0.55,3.28,-1.71,-0.27,-0.99
27/09/2016,0.46,-5.18,-1.84,-2.58,-2.21
04/10/2016,1.22,-0.12,1.65,-0.98,0.34
11/10/2016,1,8.23,-0.18,-67.33,-33.76
18/10/2016,0.8,1.69,-0.20,-0.79,-0.50
25/10/2016,-0.22,-0.68,-1.28,-1.40,-1.34
01/11/2016,-0.68,4.20,2.09,-7.21,-2.56
08/11/2016,2.38,-0.44,-4.50,-1.10,-2.80
15/11/2016,0.94,18.84,-0.61,-44.19,-22.40
22/11/2016,0.28,5.90,-0.70,-0.69,-0.69
29/11/2016,-1.17,1.61,-5.18,-0.73,-2.95
06/12/2016,0.82,2.78,-1.70,0.73,-0.49
13/12/2016,2.16,1.50,1.63,-0.46,0.59
20/12/2016,-0.2,5.50,-1.09,2.67,0.79
27/12/2016,-0.06,-0.58,-0.70,-1.11,-0.90
03/01/2017,-0.91,-3.13,14.17,4.36,9.27
10/01/2017,-0.32,-2.95,-0.65,-0.06,-0.35
17/01/2017,-1.42,-1.44,3.44,-0.51,1.46
24/01/2017,0.27,3.48,-1.19,-3.43,-2.31
31/01/2017,-0.52,1.80,-2.93,-0.48,-1.71
07/02/2017,1.05,-1.60,-3.02,-1.89,-2.46
14/02/2017,-0.01,-1.79,-1.01,0.12,-0.45
21/02/2017,0.18,1.76,-19.00,-1.98,-10.49
28/02/2017,0.5,-3.53,1.78,-3.00,-0.61
07/03/2017,-0.26,5.24,-1.52,-2.49,-2.00
14/03/2017,-0.96,4.18,2.69,-0.20,1.24
21/03/2017,-1.23,-4.09,0.28,-1.98,-0.85
28/03/2017,1.38,-3.46,-2.12,-0.15,-1.14
04/04/2017,0.48,-0.75,-0.65,-0.78,-0.72
11/04/2017,-0.71,-1.43,-2.48,0.90,-0.79
18/04/2017,-1.21,-4.68,0.70,2.28,1.49
25/04/2017,0.05,1.07,-1.04,-1.23,-1.14
02/05/2017,0.01,1.86,-0.80,0.73,-0.03
09/05/2017,-0.24,2.86,-25.00,0.54,-12.23
16/05/2017,-1.95,-0.51,7.13,-1.18,2.97
23/05/2017,0.51,-4.92,-1.26,8.72,3.73
30/05/2017,-0.69,-0.07,-2.35,-0.99,-1.67
06/06/2017,0.35,-2.88,-1.51,42.03,20.26
13/06/2017,0.4,1.01,0.14,-1.35,-0.60
20/06/2017,-0.1,-1.64,-1.25,-2.62,-1.93
27/06/2017,-1.26,-0.09,11.60,-0.94,5.33
04/07/2017,-0.16,5.80,-0.87,-63.81,-32.34
11/07/2017,-0.96,3.52,5.00,-0.39,2.30
