date,Percent Change,Security 
03/01/2016,-0.45,US10Y
03/08/2016,5.69,US10Y
03/15/2016,4.95,US10Y
03/22/2016,-1.64,US10Y
03/29/2016,-2.37,US10Y
04/05/2016,-4.83,US10Y
04/12/2016,-2.36,US10Y
04/19/2016,2.30,US10Y
04/26/2016,6.40,US10Y
05/03/2016,-2.53,US10Y
05/10/2016,-3.79,US10Y
05/17/2016,-2.03,US10Y
05/24/2016,6.55,US10Y
05/31/2016,-0.35,US10Y
06/07/2016,-4.52,US10Y
06/14/2016,-6.24,US10Y
06/21/2016,-1.21,US10Y
06/28/2016,-3.06,US10Y
07/05/2016,-8.14,US10Y
07/12/2016,-2.27,US10Y
07/19/2016,9.14,US10Y
07/26/2016,1.55,US10Y
08/02/2016,-4.06,US10Y
08/09/2016,3.04,US10Y
08/16/2016,-1.16,US10Y
08/23/2016,0.91,US10Y
08/30/2016,1.67,US10Y
09/06/2016,-0.32,US10Y
09/13/2016,4.51,US10Y
09/20/2016,3.28,US10Y
09/27/2016,-5.18,US10Y
10/04/2016,-0.12,US10Y
10/11/2016,8.23,US10Y
10/18/2016,1.69,US10Y
10/25/2016,-0.68,US10Y
11/01/2016,4.20,US10Y
11/08/2016,-0.44,US10Y
11/15/2016,18.84,US10Y
11/22/2016,5.90,US10Y
11/29/2016,1.61,US10Y
12/06/2016,2.78,US10Y
12/13/2016,1.50,US10Y
12/20/2016,5.50,US10Y
12/27/2016,-0.58,US10Y
01/03/2017,-3.13,US10Y
01/10/2017,-2.95,US10Y
01/17/2017,-1.44,US10Y
01/24/2017,3.48,US10Y
01/31/2017,1.80,US10Y
02/07/2017,-1.60,US10Y
02/14/2017,-1.79,US10Y
02/21/2017,1.76,US10Y
02/28/2017,-3.53,US10Y
03/07/2017,5.24,US10Y
03/14/2017,4.18,US10Y
03/21/2017,-4.09,US10Y
03/28/2017,-3.46,US10Y
04/04/2017,-0.75,US10Y
04/11/2017,-1.43,US10Y
04/18/2017,-4.68,US10Y
04/25/2017,1.07,US10Y
05/02/2017,1.86,US10Y
05/09/2017,2.86,US10Y
05/16/2017,-0.51,US10Y
05/23/2017,-4.92,US10Y
05/30/2017,-0.07,US10Y
06/06/2017,-2.88,US10Y
06/13/2017,1.01,US10Y
06/20/2017,-1.64,US10Y
06/27/2017,-0.09,US10Y
07/04/2017,5.80,US10Y
07/11/2017,3.52,US10Y
07/18/2017,-2.11,US10Y
07/25/2017,-1.90,US10Y
08/01/2017,0.88,US10Y
08/08/2017,-1.22,US10Y
08/15/2017,-1.85,US10Y
08/22/2017,-0.99,US10Y
08/29/2017,-1.73,US10Y
09/05/2017,-1.80,US10Y
09/12/2017,-0.99,US10Y
09/19/2017,5.23,US10Y
09/26/2017,1.81,US10Y
10/03/2017,3.11,US10Y
10/10/2017,1.12,US10Y
10/17/2017,-1.62,US10Y
10/24/2017,2.60,US10Y
10/31/2017,1.77,US10Y
11/07/2017,-3.07,US10Y
11/14/2017,1.11,US10Y
11/21/2017,-0.42,US10Y
11/28/2017,-1.10,US10Y
12/05/2017,2.06,US10Y
12/12/2017,-0.17,US10Y
12/19/2017,0.34,US10Y
12/26/2017,4.11,US10Y
01/02/2018,-2.12,US10Y
01/09/2018,2.25,US10Y
01/16/2018,2.54,US10Y
01/23/2018,3.10,US10Y
01/30/2018,1.91,US10Y
02/06/2018,3.96,US10Y
02/13/2018,2.23,US10Y
02/20/2018,1.69,US10Y
02/27/2018,0.35,US10Y
03/06/2018,-1.38,US10Y
03/13/2018,0.42,US10Y
03/20/2018,-0.97,US10Y
03/27/2018,-0.35,US10Y
04/03/2018,-2.70,US10Y
04/10/2018,1.32,US10Y
04/17/2018,0.86,US10Y
04/24/2018,4.54,US10Y
05/01/2018,1.22,US10Y
05/08/2018,-0.87,US10Y
05/15/2018,1.62,US10Y
05/22/2018,2.40,US10Y
05/29/2018,-4.99,US10Y
06/05/2018,-1.32,US10Y
06/12/2018,2.29,US10Y
06/19/2018,-0.61,US10Y
06/26/2018,-1.23,US10Y
07/03/2018,-1.80,US10Y
07/10/2018,0.12,US10Y
07/17/2018,0.02,US10Y
07/24/2018,1.97,US10Y
07/31/2018,2.07,US10Y
08/07/2018,0.20,US10Y
08/14/2018,-2.15,US10Y
08/21/2018,-1.79,US10Y
08/28/2018,-0.56,US10Y
09/04/2018,1.39,US10Y
09/11/2018,1.76,US10Y
09/18/2018,2.25,US10Y
09/25/2018,2.87,US10Y
10/02/2018,-0.58,US10Y
10/09/2018,4.34,US10Y
10/16/2018,-0.91,US10Y
10/23/2018,0.63,US10Y
10/30/2018,-2.57,US10Y
11/06/2018,2.64,US10Y
11/13/2018,0.36,US10Y
11/20/2018,-3.49,US10Y
11/27/2018,-0.84,US10Y
12/04/2018,-2.03,US10Y
12/11/2018,-4.44,US10Y
12/18/2018,0.45,US10Y
12/25/2018,-3.67,US10Y
01/01/2019,-0.90,US10Y
01/08/2019,-3.04,US10Y
01/15/2019,2.25,US10Y
01/22/2019,1.05,US10Y
01/29/2019,-0.38,US10Y
02/05/2019,-1.75,US10Y
02/12/2019,-1.19,US10Y
02/19/2019,0.30,US10Y
02/26/2019,-0.37,US10Y
03/05/2019,2.41,US10Y
03/12/2019,-3.08,US10Y
03/19/2019,-1.21,US10Y
03/26/2019,-5.21,US10Y
04/02/2019,-1.62,US10Y
04/09/2019,3.29,US10Y
04/16/2019,1.11,US10Y
04/23/2019,1.57,US10Y
04/30/2019,-2.09,US10Y
05/07/2019,-0.48,US10Y
05/14/2019,-2.70,US10Y
05/21/2019,-1.88,US10Y
05/28/2019,-3.33,US10Y
06/04/2019,-6.90,US10Y
06/11/2019,-1.57,US10Y
06/18/2019,-1.51,US10Y
06/25/2019,-3.25,US10Y
07/02/2019,-0.59,US10Y
07/09/2019,0.79,US10Y
07/16/2019,3.84,US10Y
07/23/2019,-2.47,US10Y
07/30/2019,0.49,US10Y
08/06/2019,-10.36,US10Y
08/13/2019,-8.21,US10Y
08/20/2019,-8.12,US10Y
08/27/2019,-0.64,US10Y
09/03/2019,-4.32,US10Y
09/10/2019,6.94,US10Y
09/17/2019,14.48,US10Y
09/24/2019,-4.40,US10Y
10/01/2019,-2.76,US10Y
10/08/2019,-8.17,US10Y
10/15/2019,9.38,US10Y
10/22/2019,4.27,US10Y
10/29/2019,2.03,US10Y
11/05/2019,-1.99,US10Y
11/12/2019,7.20,US10Y
11/19/2019,-3.66,US10Y
11/26/2019,-4.05,US10Y
12/03/2019,1.20,US10Y
12/10/2019,2.42,US10Y
12/17/2019,2.20,US10Y
12/24/2019,3.23,US10Y
12/31/2019,-0.94,US10Y
01/07/2020,-3.68,US10Y
01/14/2020,0.77,US10Y
01/21/2020,-2.11,US10Y
01/28/2020,-6.15,US10Y
02/04/2020,-7.56,US10Y
02/11/2020,2.81,US10Y
02/18/2020,-1.09,US10Y
02/25/2020,-8.95,US10Y
03/03/2020,-18.90,US10Y
03/10/2020,-32.31,US10Y
03/17/2020,10.30,US10Y
03/24/2020,9.79,US10Y
03/31/2020,-20.54,US10Y
04/07/2020,-14.10,US10Y
04/14/2020,14.74,US10Y
04/21/2020,-17.88,US10Y
04/28/2020,0.97,US10Y
05/05/2020,2.56,US10Y
05/12/2020,7.79,US10Y
05/19/2020,-3.47,US10Y
05/26/2020,1.42,US10Y
06/02/2020,-0.52,US10Y
06/09/2020,25.22,US10Y
06/16/2020,-15.17,US10Y
06/23/2020,0.00,US10Y
06/30/2020,-7.54,US10Y
07/07/2020,2.34,US10Y
07/14/2020,-5.24,US10Y
07/21/2020,-2.49,US10Y
07/28/2020,-4.47,US10Y
08/04/2020,-7.69,US10Y
08/11/2020,5.07,US10Y
08/18/2020,19.66,US10Y
08/25/2020,-4.61,US10Y
09/01/2020,7.85,US10Y
09/08/2020,-5.46,US10Y
09/15/2020,1.33,US10Y
09/22/2020,0.58,US10Y
09/29/2020,-2.91,US10Y
10/06/2020,8.08,US10Y
10/13/2020,8.03,US10Y
10/20/2020,-2.05,US10Y
10/27/2020,8.64,US10Y
11/03/2020,3.37,US10Y
11/10/2020,1.17,US10Y
11/17/2020,2.25,US10Y
11/24/2020,-2.87,US10Y
12/01/2020,0.93,US10Y
12/08/2020,8.05,US10Y
12/15/2020,-2.34,US10Y
12/22/2020,2.18,US10Y
12/29/2020,0.75,US10Y
01/05/2021,-0.79,US10Y
01/12/2021,18.40,US10Y
01/19/2021,0.45,US10Y
01/26/2021,-2.78,US10Y
02/02/2021,0.18,US10Y
02/09/2021,7.92,US10Y
02/16/2021,2.60,US10Y
02/23/2021,10.77,US10Y
03/02/2021,8.56,US10Y
03/09/2021,6.64,US10Y
03/16/2021,3.11,US10Y
03/23/2021,5.66,US10Y
03/30/2021,-0.24,US10Y
04/06/2021,2.03,US10Y
04/13/2021,-2.69,US10Y
04/20/2021,-4.09,US10Y
04/27/2021,-0.63,US10Y
05/04/2021,3.03,US10Y
05/11/2021,-1.59,US10Y
05/18/2021,2.74,US10Y
05/25/2021,-1.82,US10Y
06/01/2021,-1.51,US10Y
06/08/2021,-1.35,US10Y
06/15/2021,-5.58,US10Y
06/22/2021,1.08,US10Y
06/29/2021,-0.13,US10Y
07/06/2021,-4.46,US10Y
07/13/2021,-5.23,US10Y
07/20/2021,-5.74,US10Y
07/27/2021,0.00,US10Y
08/03/2021,-3.74,US10Y
08/10/2021,4.05,US10Y
08/17/2021,1.56,US10Y
08/24/2021,-3.22,US10Y
08/31/2021,4.44,US10Y
09/07/2021,0.72,US10Y
09/14/2021,-0.41,US10Y
09/21/2021,0.76,US10Y
09/28/2021,8.41,US10Y
10/05/2021,4.99,US10Y
10/12/2021,4.06,US10Y
10/19/2021,0.29,US10Y
10/26/2021,4.42,US10Y
11/02/2021,-5.57,US10Y
11/09/2021,-3.21,US10Y
11/16/2021,5.96,US10Y
11/23/2021,0.38,US10Y
11/30/2021,-5.51,US10Y
12/07/2021,-6.03,US10Y
12/14/2021,3.09,US10Y
12/21/2021,-1.63,US10Y
12/28/2021,2.52,US10Y
01/04/2022,6.31,US10Y
01/11/2022,10.79,US10Y
01/18/2022,1.52,US10Y
01/25/2022,0.87,US10Y
02/01/2022,1.12,US10Y
02/08/2022,4.09,US10Y
02/15/2022,5.42,US10Y
02/22/2022,-0.96,US10Y
03/01/2022,-3.61,US10Y
03/08/2022,-3.91,US10Y
03/15/2022,12.20,US10Y
03/22/2022,9.99,US10Y
03/29/2022,6.95,US10Y
04/05/2022,0.08,US10Y
04/12/2022,12.31,US10Y
04/19/2022,4.72,US10Y
04/26/2022,0.65,US10Y
05/03/2022,2.04,US10Y
05/10/2022,4.27,US10Y
05/17/2022,-3.96,US10Y
05/24/2022,-2.82,US10Y
05/31/2022,-1.89,US10Y
06/07/2022,7.05,US10Y
06/14/2022,8.76,US10Y
06/21/2022,2.00,US10Y
06/28/2022,-4.15,US10Y
07/05/2022,-6.69,US10Y
07/12/2022,1.73,US10Y
07/19/2022,-1.40,US10Y
07/26/2022,-2.91,US10Y
08/02/2022,-6.00,US10Y
08/09/2022,2.45,US10Y
08/16/2022,2.10,US10Y
08/23/2022,5.18,US10Y
08/30/2022,3.91,US10Y
09/06/2022,4.96,US10Y
09/13/2022,3.12,US10Y
09/20/2022,4.14,US10Y
09/27/2022,7.94,US10Y
10/04/2022,-0.80,US10Y
10/11/2022,3.56,US10Y
10/18/2022,3.36,US10Y
10/25/2022,5.17,US10Y
11/01/2022,-3.58,US10Y
11/08/2022,2.87,US10Y
11/15/2022,-5.99,US10Y
11/22/2022,-3.46,US10Y
11/29/2022,-1.66,US10Y
12/06/2022,-3.82,US10Y
12/13/2022,-1.35,US10Y
12/20/2022,0.45,US10Y
12/27/2022,5.69,US10Y
