date,US10Y Percent Change
21/05/2001,2.02096
28/05/2001,0.2843
04/06/2001,-0.32007
11/06/2001,-2.42202
18/06/2001,-0.90259
25/06/2001,-1.25237
02/07/2001,2.38278
09/07/2001,1.49212
16/07/2001,-2.43181
23/07/2001,-2.38817
30/07/2001,0.03883
06/08/2001,-0.07764
13/08/2001,-2.13675
20/08/2001,-2.06431
27/08/2001,-0.52696
03/09/2001,-1.84393
10/09/2001,1.54645
17/09/2001,-5.69638
24/09/2001,2.26879
01/10/2001,-2.07715
08/10/2001,-2.1645
15/10/2001,2.74336
22/10/2001,-0.86133
29/10/2001,-0.69505
05/11/2001,-5.24934
12/11/2001,-0.85411
19/11/2001,9.19674
26/11/2001,6.34328
03/12/2001,-2.63659
10/12/2001,3.08896
17/12/2001,2.9964
24/12/2001,-0.62064
31/12/2001,0.36105
07/01/2002,0.29169
14/01/2002,-2.93747
21/01/2002,-1.71794
28/01/2002,2.84553
04/02/2002,-0.90909
11/02/2002,-1.95453
18/02/2002,0.64076
25/02/2002,-1.60687
04/03/2002,1.27362
11/03/2002,5.3144
18/03/2002,2.73498
25/03/2002,0.97488
01/04/2002,0.07427
08/04/2002,-2.00371
15/04/2002,-1.51458
22/04/2002,0.23068
29/04/2002,-1.80284
06/05/2002,-0.39063
13/05/2002,1.60784
20/05/2002,1.42802
27/05/2002,-1.87405
03/06/2002,-1.23122
10/06/2002,-0.54967
17/06/2002,-2.64508
24/06/2002,-2.06813
01/07/2002,0.12422
08/07/2002,-0.27916
15/07/2002,-2.99637
22/07/2002,-0.6413
29/07/2002,-3.44234
05/08/2002,-0.8467
12/08/2002,-2.65169
19/08/2002,-3.23176
26/08/2002,0.85878
02/09/2002,-0.60312
09/09/2002,-5.05651
16/09/2002,-0.401
23/09/2002,-4.32813
30/09/2002,-2.31457
07/10/2002,-0.59235
14/10/2002,0.01354
21/10/2002,11.95667
28/10/2002,1.1611
04/11/2002,-4.49546
11/11/2002,-0.35053
18/11/2002,-0.60302
25/11/2002,4.04449
02/12/2002,1.91934
09/12/2002,-1.31108
16/12/2002,-1.93237
23/12/2002,-0.98522
30/12/2002,-3.4204
06/01/2003,3.28397
13/01/2003,2.44389
20/01/2003,-0.49903
27/01/2003,-2.82569
03/02/2003,1.0574
10/02/2003,-0.84704
17/02/2003,-1.06784
24/02/2003,-1.30794
03/03/2003,-3.55121
10/03/2003,-3.04162
17/03/2003,1.70611
24/03/2003,8.171
31/03/2003,-1.8009
07/04/2003,0.3566
14/04/2003,0.86294
21/04/2003,0.15098
28/04/2003,-0.55276
05/05/2003,-1.01061
12/05/2003,-5.10465
19/05/2003,-5.27165
26/05/2003,-4.52868
02/06/2003,1.05576
09/06/2003,-2.06004
16/06/2003,-4.44712
23/06/2003,5.09434
30/06/2003,3.7702
07/07/2003,4.74337
14/07/2003,2.29869
21/07/2003,8.0732
28/07/2003,4.68127
04/08/2003,4.85252
11/08/2003,-1.36116
18/08/2003,3.67985
25/08/2003,-0.75421
01/09/2003,0.07823
08/09/2003,0.45784
15/09/2003,-4.17964
22/09/2003,-2.04176
29/09/2003,-2.17906
06/10/2003,-1.54964
13/10/2003,5.44761
20/10/2003,3.04373
27/10/2003,-2.44455
03/11/2003,0.37123
10/11/2003,2.3116
17/11/2003,-3.18572
24/11/2003,-2.21704
01/12/2003,2.50597
08/12/2003,1.00116
15/12/2003,-1.19871
22/12/2003,-2.37984
29/12/2003,0.92017
05/01/2004,2.72351
12/01/2004,-2.93948
19/01/2004,-4.45368
26/01/2004,1.2803
02/02/2004,2.55277
09/02/2004,-0.9574
16/02/2004,-1.34123
23/02/2004,-0.55113
01/03/2004,-0.98522
08/03/2004,-1.54229
15/03/2004,-5.15412
22/03/2004,-0.31966
29/03/2004,1.38963
05/04/2004,5.79863
12/04/2004,4.88291
19/04/2004,4.18052
26/04/2004,1.32239
03/05/2004,1.44014
10/05/2004,3.81544
17/05/2004,2.39316
24/05/2004,-0.83472
31/05/2004,-1.83081
07/06/2004,1.69346
14/06/2004,1.70742
21/06/2004,-2.34197
28/06/2004,-0.21222
05/07/2004,-2.3288
12/07/2004,-2.319
19/07/2004,-0.75791
26/07/2004,0.58401
02/08/2004,1.87584
09/08/2004,-4.20868
16/08/2004,-2.1968
23/08/2004,-0.8891
30/08/2004,0
06/09/2004,-1.08593
13/09/2004,0.2864
20/09/2004,-1.85626
27/09/2004,-2.42483
04/10/2004,2.6839
11/10/2004,1.7667
18/10/2004,-3.06778
25/10/2004,-1.47203
01/11/2004,1.44422
08/11/2004,1.71821
15/11/2004,1.77365
22/11/2004,-1.12626
29/11/2004,1.73861
06/12/2004,2.06246
13/12/2004,-3.55658
20/12/2004,-0.19157
27/12/2004,1.48752
03/01/2005,1.08747
10/01/2005,0.32741
17/01/2005,-1.28205
24/01/2005,-1.39315
31/01/2005,0.23946
07/02/2005,-1.38557
14/02/2005,-1.64729
21/02/2005,2.95567
28/02/2005,2.77512
07/03/2005,1.39665
14/03/2005,3.12213
21/03/2005,0.48976
28/03/2005,2.34825
04/04/2005,-2.20779
11/04/2005,-1.01815
18/04/2005,-3.08587
25/04/2005,-1.84587
02/05/2005,-0.61119
09/05/2005,0.14191
16/05/2005,-1.4171
23/05/2005,-1.77288
30/05/2005,-0.73171
06/06/2005,-2.99754
13/06/2005,1.26646
20/06/2005,2.75138
27/06/2005,-3.65141
04/07/2005,0.80849
11/07/2005,2.55639
18/07/2005,2.19941
25/07/2005,1.05213
01/08/2005,0.85187
08/08/2005,2.20554
15/08/2005,-0.64279
22/08/2005,-2.26433
29/08/2005,-0.85106
05/09/2005,-3.25465
12/09/2005,2.08256
19/09/2005,1.59343
26/09/2005,0.71293
03/10/2005,1.84049
10/10/2005,1.13531
17/10/2005,2.1764
24/10/2005,-0.17937
31/10/2005,2.69542
07/11/2005,1.26859
14/11/2005,-0.80994
21/11/2005,-2.1448
28/11/2005,-1.31286
05/12/2005,1.82638
12/12/2005,0
19/12/2005,-0.97431
26/12/2005,-0.60376
02/01/2006,-1.68729
09/01/2006,0
16/01/2006,1.08696
23/01/2006,-1.34692
30/01/2006,3.16659
06/02/2006,1.24555
13/02/2006,0.35149
20/02/2006,0.48161
27/02/2006,-0.52288
06/03/2006,1.62067
13/03/2006,2.32759
20/03/2006,-1.30581
27/03/2006,0.34144
03/04/2006,2.93492
10/04/2006,1.44628
17/04/2006,1.68024
24/04/2006,0.43065
01/05/2006,1.67531
08/05/2006,0.70616
15/05/2006,0.27269
22/05/2006,-1.20435
29/05/2006,-0.56036
05/06/2006,0.20761
12/06/2006,-1.34175
19/06/2006,1.56
26/06/2006,2.36314
03/07/2006,-0.03848
10/07/2006,-0.45227
17/07/2006,-1.71097
24/07/2006,-0.39339
31/07/2006,-0.59242
07/08/2006,-1.66865
14/08/2006,0
21/08/2006,-1.69697
28/08/2006,-1.19194
04/09/2006,-1.10233
11/09/2006,0.77813
18/09/2006,-0.04174
25/09/2006,-2.79749
02/10/2006,-0.85911
09/10/2006,0.19497
16/10/2006,3.43784
23/10/2006,0.16722
30/10/2006,-1.08514
06/11/2006,-2.06751
13/11/2006,-0.38776
20/11/2006,-0.30277
27/11/2006,-1.0846
04/12/2006,-1.97368
11/12/2006,0.67114
18/12/2006,1.64444
25/12/2006,0.45912
01/01/2007,1.63221
08/01/2007,-0.29979
15/01/2007,1.26718
22/01/2007,1.08165
29/01/2007,1.84641
05/02/2007,-0.32963
12/02/2007,-1.48822
19/02/2007,-0.59799
26/02/2007,-1.1715
05/03/2007,-3.24648
12/03/2007,0.1766
19/03/2007,0.04407
26/03/2007,0.92511
02/04/2007,1.17852
09/04/2007,1.46678
16/04/2007,0.80782
23/04/2007,-1.43399
30/04/2007,-0.21395
07/05/2007,-0.25729
14/05/2007,0.21496
21/05/2007,2.0163
28/05/2007,2.02902
04/06/2007,1.14374
11/06/2007,3.17848
18/06/2007,2.68562
25/06/2007,-1.46154
02/07/2007,-1.0929
09/07/2007,1.42068
16/07/2007,-1.1284
23/07/2007,-1.33806
30/07/2007,-3.19107
06/08/2007,-2.18377
13/08/2007,1.05307
20/08/2007,-2.70946
27/08/2007,-1.11397
03/09/2007,-1.70061
10/09/2007,-1.84022
17/09/2007,-0.22452
24/09/2007,3.46535
01/10/2007,0
08/10/2007,-0.60896
15/10/2007,2.27571
22/10/2007,-3.3804
29/10/2007,-2.83437
05/11/2007,-0.18232
12/11/2007,-1.65525
19/11/2007,-2.82066
26/11/2007,-5.04061
03/12/2007,-0.47799
10/12/2007,1.6178
17/12/2007,2.73632
24/12/2007,0
31/12/2007,0.84746
07/01/2008,-6.60264
14/01/2008,-1.18252
21/01/2008,-3.87617
28/01/2008,-2.94993
04/02/2008,2.84439
11/02/2008,-1.19306
18/02/2008,2.70307
25/02/2008,3.08617
03/03/2008,-4.04355
10/03/2008,-2.91734
17/03/2008,-3.00501
24/03/2008,-1.31956
31/03/2008,1.74419
07/04/2008,2
14/04/2008,-1.17647
21/04/2008,5.38549
28/04/2008,3.01237
05/05/2008,0.10444
12/05/2008,-0.15649
19/05/2008,0.99269
26/05/2008,-0.67253
02/06/2008,4.58333
09/06/2008,-0.79681
16/06/2008,5.22088
23/06/2008,0
30/06/2008,-3.29198
07/07/2008,-1.70202
14/07/2008,-2.38394
21/07/2008,3.39332
28/07/2008,2.03879
04/08/2008,-2.04678
11/08/2008,-0.74627
18/08/2008,-2.75689
25/08/2008,-1.4433
01/09/2008,-0.75837
08/09/2008,-2.9776
15/09/2008,-1.57523
22/09/2008,-0.4415
29/09/2008,5.26608
06/10/2008,-3.15956
13/10/2008,1.61773
20/10/2008,7.02341
27/10/2008,-7.05
03/11/2008,6.45508
10/11/2008,-4.2951
17/11/2008,-1.06917
24/11/2008,-11.62108
01/12/2008,-11.30737
08/12/2008,-9.17447
15/12/2008,-1.57421
22/12/2008,-16.67936
29/12/2008,-0.93693
05/01/2009,7.38178
12/01/2009,5.43502
19/01/2009,-6.68297
26/01/2009,12.92576
02/02/2009,6.72854
09/02/2009,8.04348
16/02/2009,-5.09725
23/02/2009,-2.54417
02/03/2009,6.30892
09/03/2009,-1.15962
16/03/2009,1.38026
23/03/2009,-8.30497
30/03/2009,2.15293
06/04/2009,1.88953
13/04/2009,3.69116
20/04/2009,-1.35856
27/04/2009,3.62622
04/05/2009,5.85464
11/05/2009,2.54291
18/05/2009,-2.41785
25/05/2009,5.14612
01/06/2009,9.12387
08/06/2009,3.433
15/06/2009,3.26552
22/06/2009,-2.9549
29/06/2009,-4.11325
06/07/2009,-1.74095
13/07/2009,-3.95464
20/07/2009,6.25738
27/07/2009,1.38889
03/08/2009,0.05479
10/08/2009,3.94304
17/08/2009,-4.89989
24/08/2009,-3.4903
31/08/2009,-1.14811
07/09/2009,-2.36643
14/09/2009,1.5316
21/09/2009,1.6403
28/09/2009,-2.30548
05/10/2009,-3.77581
12/10/2009,0.78173
19/10/2009,4.15209
26/10/2009,1.10981
02/11/2009,0.05777
09/11/2009,2.194
16/11/2009,-3.17797
23/11/2009,-2.14442
30/11/2009,-2.9517
07/12/2009,3.90169
14/12/2009,3.19338
21/12/2009,2.86533
28/12/2009,5.84958
04/01/2010,0.78947
11/01/2010,0
18/01/2010,-2.08877
25/01/2010,-2.34667
01/02/2010,-0.05461
08/02/2010,-0.38251
15/02/2010,1.54964
22/02/2010,1.39095
01/03/2010,-2.77038
08/03/2010,0.10959
15/03/2010,1.75151
22/03/2010,-1.23722
29/03/2010,4.46623
05/04/2010,2.08551
12/04/2010,-0.15322
19/04/2010,-1.79028
26/04/2010,-0.72917
03/05/2010,-1.9937
10/05/2010,-5.56745
17/05/2010,-0.34014
24/05/2010,-6.59841
31/05/2010,-0.73082
07/06/2010,0.6135
14/06/2010,-1.03659
21/06/2010,0.4313
28/06/2010,-4.17178
05/07/2010,-4.76953
12/07/2010,1.78151
19/07/2010,0.19815
26/07/2010,-1.84575
02/08/2010,1.20887
09/08/2010,-3.25149
16/08/2010,-7.33882
23/08/2010,-3.18283
30/08/2010,-2.59939
06/09/2010,2.04082
13/09/2010,4.53846
20/09/2010,0.51508
27/09/2010,-5.6369
04/10/2010,-2.48254
11/10/2010,-3.24185
18/10/2010,3.02158
25/10/2010,1.83559
01/11/2010,5.01567
08/11/2010,-2.91045
15/11/2010,6.16833
22/11/2010,3.67421
29/11/2010,-0.40154
06/12/2010,3.55828
13/12/2010,10.02031
20/12/2010,5.72308
27/12/2010,-1.92084
03/01/2011,0.23739
10/01/2011,0.41445
17/01/2011,-0.79599
24/01/2011,1.63447
31/01/2011,-0.5848
07/02/2011,5.52941
14/02/2011,2.34114
21/02/2011,-1.96078
28/02/2011,-4.16667
07/03/2011,1.15942
14/03/2011,-1.60458
21/03/2011,-4.36808
28/03/2011,3.83678
04/04/2011,1.75953
11/04/2011,2.70893
18/04/2011,-2.63749
25/04/2011,-1.80115
02/05/2011,-1.98092
09/05/2011,-3.77246
16/05/2011,-0.62228
23/05/2011,-1.37758
30/05/2011,-1.66667
06/06/2011,-2.82486
13/06/2011,-0.39867
20/06/2011,-0.40027
27/06/2011,-1.13865
04/07/2011,6.62263
11/07/2011,-2.01747
18/07/2011,-4.66926
25/07/2011,1.4966
01/08/2011,-2.34584
08/08/2011,-12.49142
15/08/2011,-11.84314
22/08/2011,-5.24911
29/08/2011,4.60094
05/09/2011,-3.61311
12/09/2011,-7.79977
19/09/2011,2.72727
26/09/2011,-8.55457
03/10/2011,4.73118
10/10/2011,0.61602
17/10/2011,12.7551
24/10/2011,0
31/10/2011,2.26244
07/11/2011,-9.46903
14/11/2011,-0.04888
21/11/2011,-2.10269
28/11/2011,-2.97203
05/12/2011,5.84299
12/12/2011,-0.87549
19/12/2011,-6.96762
26/12/2011,4.43038
02/01/2012,-2.14646
09/01/2012,2.70968
16/01/2012,-2.51256
23/01/2012,2.47423
30/01/2012,-0.90543
06/02/2012,-3.95939
13/02/2012,5.70825
20/02/2012,-1.875
27/02/2012,1.40127
05/03/2012,-0.1005
12/03/2012,1.10664
19/03/2012,13.63184
26/03/2012,0.61296
02/04/2012,-3.91645
09/04/2012,-1.53986
16/04/2012,-6.53174
23/04/2012,-1.9685
30/04/2012,-0.60241
07/05/2012,-1.71717
14/05/2012,-4.83042
21/05/2012,-6.2635
28/05/2012,1.38249
04/06/2012,-9.54545
11/06/2012,2.26131
18/06/2012,-0.36855
25/06/2012,1.60296
02/07/2012,-0.6068
09/07/2012,-2.77778
16/07/2012,-4.67818
23/07/2012,-0.52701
30/07/2012,-1.5894
06/08/2012,4.57604
13/08/2012,7.20721
20/08/2012,7.92317
27/08/2012,-5.22803
03/09/2012,-4.63615
10/09/2012,1.16923
17/09/2012,8.88078
24/09/2012,-0.3352
01/10/2012,-7.06278
08/10/2012,1.47768
15/10/2012,1.63447
22/10/2012,5.96491
29/10/2012,-0.99338
05/11/2012,-3.28874
12/11/2012,-3.60231
19/11/2012,-4.93274
26/11/2012,5.50314
03/12/2012,-2.95082
10/12/2012,-0.7371
17/12/2012,6.68317
24/12/2012,4.75638
31/12/2012,-2.82392
07/01/2013,8.68946
14/01/2013,-0.81258
21/01/2013,-1.42706
28/01/2013,2.73458
04/02/2013,5.63674
11/02/2013,-1.08696
18/02/2013,0.8991
25/02/2013,-2.07921
04/03/2013,-4.75228
11/03/2013,5.9448
18/03/2013,1.002
25/03/2013,-3.86905
01/04/2013,-2.99278
08/04/2013,-4.57447
15/04/2013,-0.6689
22/04/2013,-2.91807
29/04/2013,-0.46243
06/05/2013,-0.11614
13/05/2013,7.67442
20/05/2013,4.64363
27/05/2013,3.19917
03/06/2013,7
10/06/2013,0.09346
17/06/2013,2.42764
24/06/2013,9.66272
01/07/2013,5.23691
08/07/2013,2.48815
15/07/2013,1.19461
22/07/2013,-3.80807
29/07/2013,2.45447
05/08/2013,2.55023
12/08/2013,-1.73323
19/08/2013,6.67178
26/08/2013,2.08483
02/09/2013,-2.90493
09/09/2013,5.74796
16/09/2013,0.06859
23/09/2013,-5.55175
30/09/2013,-3.91872
07/10/2013,-0.15106
14/10/2013,1.64523
21/10/2013,-1.17209
28/10/2013,-4.74398
04/11/2013,2.21344
11/11/2013,4.02166
18/11/2013,1.26394
25/11/2013,1.24816
02/12/2013,-0.19942
09/12/2013,3.54223
16/12/2013,0.5614
23/12/2013,1.25611
30/12/2013,3.37698
06/01/2014,0.25
13/01/2014,-2.51039
20/01/2014,-2.1146
27/01/2014,-2.16028
03/02/2014,-4.13105
10/02/2014,0.14859
17/02/2014,2.28116
24/02/2014,-0.77969
03/03/2014,-2.92398
10/03/2014,3.38855
17/03/2014,-1.60233
24/03/2014,1.70244
31/03/2014,-0.94614
07/04/2014,1.68993
14/04/2014,-3.68497
21/04/2014,0.80645
28/04/2014,0.53953
05/05/2014,-1.99852
12/05/2014,-0.90634
19/05/2014,-3.125
26/05/2014,-0.07868
02/06/2014,-2.12598
09/06/2014,4.74658
16/06/2014,0.46083
23/06/2014,0.68807
30/06/2014,-3.11314
07/07/2014,2.8605
14/07/2014,-2.62857
21/07/2014,-1.64319
28/07/2014,-0.8751
04/08/2014,1.52488
11/08/2014,-2.84585
18/08/2014,-2.19691
25/08/2014,0.08319
01/09/2014,-1.80798
08/09/2014,3.44974
15/09/2014,4.74632
22/09/2014,1.64063
29/09/2014,-2.61337
06/10/2014,-3.23599
13/10/2014,-4.5677
20/10/2014,-6.41026
27/10/2014,3.47032
03/11/2014,3.00088
10/11/2014,1.11397
17/11/2014,-0.63559
24/11/2014,-0.81023
01/12/2014,-4.23474
08/12/2014,2.26712
15/12/2014,-5.09219
22/12/2014,-0.37003
29/12/2014,4.45682
05/01/2015,-5.22222
12/01/2015,-7.52638
19/01/2015,-6.56694
26/01/2015,0.18996
02/02/2015,-5.85049
09/02/2015,7.47986
16/02/2015,7.33405
23/02/2015,4.83791
02/03/2015,-4.28164
09/03/2015,7.25646
16/03/2015,-1.94625
23/03/2015,-7.18336
30/03/2015,-0.9165
06/04/2015,-2.36382
13/04/2015,1.89474
20/04/2015,-2.06612
27/04/2015,2.74262
04/05/2015,6.67351
11/05/2015,6.44851
18/05/2015,0.81374
25/05/2015,0.11211
01/06/2015,-3.96417
08/06/2015,9.70149
15/06/2015,2.55102
22/06/2015,-3.64842
29/06/2015,3.44234
06/07/2015,-1.41431
13/07/2015,-1.51899
20/07/2015,1.54242
27/07/2015,-3.29114
03/08/2015,-2.35602
10/08/2015,-0.2681
17/08/2015,-2.86738
24/08/2015,-3.41328
31/08/2015,3.91595
07/09/2015,-0.27574
14/09/2015,1.56682
21/09/2015,0.90744
28/09/2015,-3.77698
05/10/2015,-4.48598
12/10/2015,2.3728
19/10/2015,-2.7957
26/10/2015,1.47493
02/11/2015,3.68217
09/11/2015,6.91589
16/11/2015,0.41521
23/11/2015,-1.89336
30/11/2015,-1.2866
07/12/2015,0.40449
14/12/2015,-0.98478
21/12/2015,1.35624
28/12/2015,0.35682
04/01/2016,1.55556
11/01/2016,-4.68271
18/01/2016,-4.38476
25/01/2016,-2.13685
01/02/2016,-2.45339
08/02/2016,-7.14286
15/02/2016,-7.63814
22/02/2016,4.04692
29/02/2016,-1.91657
07/03/2016,6.78161
14/03/2016,3.44456
21/03/2016,0.10406
28/03/2016,-0.98753
04/04/2016,-5.6168
11/04/2016,-3.89321
18/04/2016,3.00926
25/04/2016,4.7191
02/05/2016,0.42918
09/05/2016,-4.70085
16/05/2016,-2.35426
23/05/2016,5.28129
30/05/2016,1.00872
06/06/2016,-3.48178
13/06/2016,-6.37584
20/06/2016,-3.46476
27/06/2016,1.11386
04/07/2016,-9.57772
11/07/2016,-5.92217
18/07/2016,11.22302
25/07/2016,1.81113
01/08/2016,-3.68488
08/08/2016,2.77045
15/08/2016,-1.41207
22/08/2016,1.43229
29/08/2016,1.15533
05/09/2016,0.25381
12/09/2016,1.89873
19/09/2016,6.08696
26/09/2016,-4.09836
03/10/2016,-3.2967
10/10/2016,8.74369
17/10/2016,3.10595
24/10/2016,-1.12613
31/10/2016,3.75854
07/11/2016,-0.32931
14/11/2016,14.67511
21/11/2016,9.57983
28/11/2016,2.43208
05/12/2016,1.90374
12/12/2016,1.51134
19/12/2016,5.54177
26/12/2016,0.11755
02/01/2017,-1.95695
09/01/2017,-3.55289
16/01/2017,-1.49007
23/01/2017,1.76471
30/01/2017,3.1379
06/02/2017,-1.36109
13/02/2017,-2.75974
20/02/2017,2.77546
27/02/2017,-3.35025
06/03/2017,3.27731
13/03/2017,4.88202
20/03/2017,-2.17223
27/03/2017,-4.67883
03/04/2017,-0.33278
10/04/2017,-1.58598
17/04/2017,-3.51993
24/04/2017,-1.97802
01/05/2017,3.94619
08/05/2017,1.20794
15/05/2017,1.36402
22/05/2017,-5.29857
29/05/2017,0.46625
05/06/2017,-3.11602
12/06/2017,-0.27372
19/06/2017,-0.54895
26/06/2017,-1.01196
03/07/2017,5.57621
10/07/2017,4.20335
17/07/2017,-1.24604
24/07/2017,-3.25064
31/07/2017,2.0336
07/08/2017,-2.07972
14/08/2017,-1.41593
21/08/2017,-0.71813
28/08/2017,-1.35624
04/09/2017,-1.92484
11/09/2017,-2.61682
18/09/2017,5.56622
25/09/2017,2.45455
02/10/2017,2.30701
09/10/2017,1.69124
16/10/2017,-0.98081
23/10/2017,1.11972
30/10/2017,3.15162
06/11/2017,-2.89017
13/11/2017,0.08503
20/11/2017,0.25489
27/11/2017,-1.05932
04/12/2017,1.67024
11/12/2017,-0.33698
18/12/2017,0.16906
25/12/2017,4.53586
01/01/2018,-1.91726
08/01/2018,1.39918
15/01/2018,3.3888
22/01/2018,2.29637
29/01/2018,1.8419
05/02/2018,4.2954
12/02/2018,2.38439
19/02/2018,1.53493
26/02/2018,0.64292
05/03/2018,-1.10497
12/03/2018,0.55866
19/03/2018,-1.59722
26/03/2018,0.77629
02/04/2018,-3.53641
09/04/2018,1.34301
16/04/2018,0.78797
23/04/2018,3.41151
30/04/2018,2.68041
07/05/2018,-1.07095
14/05/2018,0.87957
21/05/2018,3.28638
28/05/2018,-2.75974
04/06/2018,-4.70785
11/06/2018,3.08339
18/06/2018,0.13596
25/06/2018,-1.62933
02/07/2018,-1.51829
09/07/2018,-0.57814
16/07/2018,0.44053
23/07/2018,1.26316
30/07/2018,2.6334
06/08/2018,0.13504
13/08/2018,-1.41605
20/08/2018,-2.12038
27/08/2018,-1.04822
03/09/2018,1.43008
10/09/2018,1.37511
17/09/2018,2.33516
24/09/2018,3.02013
01/10/2018,0.06515
08/10/2018,2.70182
15/10/2018,0.66561
22/10/2018,0.25189
29/10/2018,-2.19849
05/11/2018,1.66988
12/11/2018,1.62666
19/11/2018,-3.58974
26/11/2018,-1.35397
03/12/2018,-1.04575
10/12/2018,-5.21797
17/12/2018,0.76655
24/12/2018,-3.8036
31/12/2018,-1.24012
07/01/2019,-3.63967
14/01/2019,2.96506
21/01/2019,0.7887
28/01/2019,-0.0546
04/02/2019,-1.82083
11/02/2019,-1.03858
18/02/2019,0.35607
25/02/2019,-0.5789
04/03/2019,1.72802
11/03/2019,-1.69867
18/03/2019,-2.02855
25/03/2019,-3.68098
01/04/2019,-3.74204
08/04/2019,3.63937
15/04/2019,0.63847
22/04/2019,2.59715
29/04/2019,-1.91304
06/05/2019,-0.47281
13/05/2019,-2.92953
20/05/2019,-2.20228
27/05/2019,-1.4804
03/06/2019,-7.38624
10/06/2019,-3.10786
17/06/2019,-0.37736
24/06/2019,-3.50379
01/07/2019,-0.98135
08/07/2019,-0.52032
15/07/2019,4.40847
22/07/2019,-1.4313
29/07/2019,0.19361
05/08/2019,-7.343
12/08/2019,-10.84463
19/08/2019,-7.1345
26/08/2019,-1.51134
02/09/2019,-4.73146
09/09/2019,3.22148
16/09/2019,17.03511
23/09/2019,-1.55556
30/09/2019,-4.74041
07/10/2019,-6.75355
14/10/2019,4.19314
21/10/2019,7.80488
28/10/2019,1.47059
04/11/2019,-1.56076
11/11/2019,6.59683
18/11/2019,-1.51394
25/11/2019,-4.85437
02/12/2019,0.90703
09/12/2019,0.67416
16/12/2019,3.23661
23/12/2019,3.56757
30/12/2019,-1.09603
06/01/2020,-2.24274
13/01/2020,-0.35088
20/01/2020,-1.67931
27/01/2020,-5.23416
03/02/2020,-8.48837
10/02/2020,2.5413
17/02/2020,-0.71252
24/02/2020,-6.77067
02/03/2020,-17.13521
09/03/2020,-31.50242
16/03/2020,-2.59434
23/03/2020,21.06538
30/03/2020,-20.6
06/04/2020,-18.38791
13/04/2020,16.12654
20/04/2020,-12.82392
27/04/2020,-5.79268
04/05/2020,2.589
11/05/2020,8.20189
18/05/2020,-2.91545
25/05/2020,2.1021
01/06/2020,-0.58824
08/06/2020,20.11834
15/06/2020,-9.60591
22/06/2020,-1.63488
29/06/2020,-6.6482
06/07/2020,0.89021
13/07/2020,-5
20/07/2020,-2.47678
27/07/2020,-4.44444
03/08/2020,-5.98007
10/08/2020,-1.76678
17/08/2020,23.74101
24/08/2020,-4.36047
31/08/2020,8.81459
07/09/2020,-6.07542
14/09/2020,2.00743
21/09/2020,0.29155
28/09/2020,-2.32558
05/10/2020,4.46429
12/10/2020,11.82336
19/10/2020,-4.4586
26/10/2020,11.2
02/11/2020,0.23981
09/11/2020,1.91388
16/11/2020,7.39437
23/11/2020,-6.01093
30/11/2020,0
07/12/2020,9.30233
14/12/2020,-2.34043
21/12/2020,1.96078
28/12/2020,0.69444
04/01/2021,-1.06101
11/01/2021,14.95979
18/01/2021,5.17724
25/01/2021,-2.97118
01/02/2021,-2.01097
08/02/2021,8.20896
15/02/2021,1.07759
22/02/2021,12.40938
01/03/2021,8.95296
08/03/2021,5.57103
15/03/2021,3.95778
22/03/2021,6.47208
29/03/2021,-1.31108
05/04/2021,3.98551
12/04/2021,-3.01974
19/04/2021,-3.71257
26/04/2021,-1.99005
03/05/2021,3.93401
10/05/2021,-2.1978
17/05/2021,3.1211
24/05/2021,-0.84746
31/05/2021,-3.38828
07/06/2021,0.7267
14/06/2021,-6.399
21/06/2021,1.20643
28/06/2021,-0.66225
05/07/2021,-2.33333
12/07/2021,-7.84983
19/07/2021,-2.22222
26/07/2021,-3.18182
02/08/2021,-2.50391
09/08/2021,0.32103
16/08/2021,5.92
23/08/2021,-5.13595
30/08/2021,4.77707
06/09/2021,-0.6459
13/09/2021,2.63862
20/09/2021,-1.49031
27/09/2021,6.05144
04/10/2021,8.13124
11/10/2021,3.23219
18/10/2021,0.31949
25/10/2021,5.47771
01/11/2021,-4.95169
08/11/2021,-2.79543
15/11/2021,1.79739
22/11/2021,2.60032
29/11/2021,-1.28285
06/12/2021,-10.23772
13/12/2021,4.37853
20/12/2021,-2.70636
27/12/2021,2.92072
03/01/2022,4.18919
10/01/2022,12.06226
17/01/2022,0.83912
24/01/2022,3.64419
31/01/2022,-0.22148
07/02/2022,2.77469
14/02/2022,6.15551
21/02/2022,1.34791
28/02/2022,-2.73526
07/03/2022,-7.53354
14/03/2022,10.71429
21/03/2022,10.8871
28/03/2022,8.90909
04/04/2022,-0.75125
11/04/2022,12.02691
18/04/2022,4.16667
25/04/2022,3.71171
02/05/2022,-0.48645
09/05/2022,5.58659
16/05/2022,-3.76984
23/05/2022,-1.37457
30/05/2022,-4.18118
06/06/2022,6.98182
13/06/2022,6.25425
20/06/2022,6.76583
27/06/2022,-4.77903
04/07/2022,-4.34235
11/07/2022,-2.36842
18/07/2022,-0.80863
25/07/2022,-1.22283
01/08/2022,-6.87758
08/08/2022,1.62482
15/08/2022,2.32558
22/08/2022,3.69318
29/08/2022,5.13699
05/09/2022,3.58306
12/09/2022,4.33962
19/09/2022,3.79747
26/09/2022,6.56214
03/10/2022,3.26975
10/10/2022,-0.39578
17/10/2022,5.0596
24/10/2022,5.14372
31/10/2022,-3.02158
07/11/2022,2.37389
