date,DXY Return (%),US10Y Percent Change
23/08/2016,1.12,0.91
30/08/2016,0.21,1.67
06/09/2016,-0.71,-0.32
13/09/2016,0.78,4.51
20/09/2016,-0.55,3.28
27/09/2016,0.46,-5.18
04/10/2016,1.22,-0.12
11/10/2016,1,8.23
18/10/2016,0.8,1.69
25/10/2016,-0.22,-0.68
01/11/2016,-0.68,4.20
08/11/2016,2.38,-0.44
15/11/2016,0.94,18.84
22/11/2016,0.28,5.90
29/11/2016,-1.17,1.61
06/12/2016,0.82,2.78
13/12/2016,2.16,1.50
20/12/2016,-0.2,5.50
27/12/2016,-0.06,-0.58
03/01/2017,-0.91,-3.13
10/01/2017,-0.32,-2.95
17/01/2017,-1.42,-1.44
24/01/2017,0.27,3.48
31/01/2017,-0.52,1.80
07/02/2017,1.05,-1.60
14/02/2017,-0.01,-1.79
21/02/2017,0.18,1.76
28/02/2017,0.5,-3.53
07/03/2017,-0.26,5.24
14/03/2017,-0.96,4.18
21/03/2017,-1.23,-4.09
28/03/2017,1.38,-3.46
04/04/2017,0.48,-0.75
11/04/2017,-0.71,-1.43
18/04/2017,-1.21,-4.68
25/04/2017,0.05,1.07
02/05/2017,0.01,1.86
09/05/2017,-0.24,2.86
16/05/2017,-1.95,-0.51
23/05/2017,0.51,-4.92
30/05/2017,-0.69,-0.07
06/06/2017,0.35,-2.88
13/06/2017,0.4,1.01
20/06/2017,-0.1,-1.64
27/06/2017,-1.26,-0.09
04/07/2017,-0.16,5.80
11/07/2017,-0.96,3.52
18/07/2017,-1.21,-2.11
25/07/2017,-1.19,-1.90
01/08/2017,0.61,0.88
08/08/2017,0.03,-1.22
15/08/2017,-0.39,-1.85
22/08/2017,-0.96,-0.99
29/08/2017,0.47,-1.73
05/09/2017,-0.84,-1.80
12/09/2017,0.21,-0.99
19/09/2017,0.65,5.23
26/09/2017,0.98,1.81
03/10/2017,0.19,3.11
10/10/2017,-0.49,1.12
17/10/2017,0.71,-1.62
24/10/2017,0.59,2.60
31/10/2017,0.24,1.77
07/11/2017,-0.24,-3.07
14/11/2017,-0.43,1.11
21/11/2017,-1.25,-0.42
28/11/2017,0.31,-1.10
05/12/2017,0.73,2.06
12/12/2017,-0.18,-0.17
19/12/2017,-0.37,0.34
26/12/2017,-1.32,4.11
02/01/2018,0.23,-2.12
09/01/2018,-2.05,2.25
16/01/2018,-0.04,2.54
23/01/2018,-1.21,3.10
30/01/2018,0.27,1.91
06/02/2018,0.74,3.96
13/02/2018,-1.23,2.23
20/02/2018,0.81,1.69
27/02/2018,0.29,0.35
06/03/2018,-0.2,-1.38
13/03/2018,0,0.42
20/03/2018,-0.97,-0.97
27/03/2018,1.15,-0.35
03/04/2018,-0.23,-2.70
10/04/2018,-0.46,1.32
17/04/2018,1.69,0.86
24/04/2018,0.99,4.54
01/05/2018,0.99,1.22
08/05/2018,-0.17,-0.87
15/05/2018,1.18,1.62
22/05/2018,0.79,2.40
29/05/2018,-0.42,-4.99
05/06/2018,-0.47,-1.32
12/06/2018,1.25,2.29
19/06/2018,-0.5,-0.61
26/06/2018,0.63,-1.23
03/07/2018,-0.83,-1.80
10/07/2018,0.46,0.12
17/07/2018,0.17,0.02
24/07/2018,-0.33,1.97
31/07/2018,1.06,2.07
07/08/2018,1.08,0.20
14/08/2018,-0.51,-2.15
21/08/2018,-1.17,-1.79
28/08/2018,0.36,-0.56
04/09/2018,0.03,1.39
11/09/2018,-0.67,1.76
18/09/2018,-0.26,2.25
25/09/2018,1.1,2.87
02/10/2018,0.49,-0.58
09/10/2018,-0.73,4.34
16/10/2018,0.99,-0.91
23/10/2018,0.59,0.63
30/10/2018,-0.24,-2.57
06/11/2018,1.24,2.64
13/11/2018,-1.38,0.36
20/11/2018,0.91,-3.49
27/11/2018,-0.03,-0.84
04/12/2018,0.19,-2.03
11/12/2018,-0.12,-4.44
18/12/2018,-0.57,0.45
25/12/2018,-0.39,-3.67
01/01/2019,-0.48,-0.90
08/01/2019,-0.13,-3.04
15/01/2019,0.78,2.25
22/01/2019,-0.61,1.05
29/01/2019,0.1,-0.38
05/02/2019,1.26,-1.75
12/02/2019,-0.14,-1.19
19/02/2019,-0.53,0.30
26/02/2019,0.28,-0.37
05/03/2019,0.56,2.41
12/03/2019,-0.72,-3.08
19/03/2019,0.05,-1.21
26/03/2019,0.7,-5.21
02/04/2019,-0.21,-1.62
09/04/2019,-0.11,3.29
16/04/2019,0.35,1.11
23/04/2019,0.6,1.57
30/04/2019,-0.35,-2.09
07/05/2019,-0.21,-0.48
14/05/2019,0.63,-2.70
21/05/2019,-0.18,-1.88
28/05/2019,-0.62,-3.33
04/06/2019,-0.39,-6.90
11/06/2019,0.83,-1.57
18/06/2019,-1.62,-1.51
25/06/2019,0.9,-3.25
02/07/2019,0.56,-0.59
09/07/2019,-0.46,0.79
16/07/2019,0.34,3.84
23/07/2019,0.8,-2.47
30/07/2019,-0.55,0.49
06/08/2019,-0.12,-10.36
13/08/2019,1,-8.21
20/08/2019,-0.27,-8.12
27/08/2019,0.98,-0.64
03/09/2019,-0.77,-4.32
10/09/2019,0.38,6.94
17/09/2019,-0.05,14.48
24/09/2019,0.79,-4.40
01/10/2019,-0.39,-2.76
08/10/2019,-0.55,-8.17
15/10/2019,-1.14,9.38
22/10/2019,0.44,4.27
29/10/2019,-0.26,2.03
05/11/2019,0.71,-1.99
12/11/2019,-0.42,7.20
19/11/2019,0.54,-3.66
26/11/2019,-0.47,-4.05
03/12/2019,-0.22,1.20
10/12/2019,-0.58,2.42
17/12/2019,0.61,2.20
24/12/2019,-0.94,3.23
31/12/2019,-0.07,-0.94
07/01/2020,0.7,-3.68
14/01/2020,0.25,0.77
21/01/2020,0.38,-2.11
28/01/2020,-0.16,-6.15
04/02/2020,1.05,-7.56
11/02/2020,0.29,2.81
18/02/2020,0.17,-1.09
25/02/2020,-1.94,-8.95
03/03/2020,-2.53,-18.90
10/03/2020,3.36,-32.31
17/03/2020,4.49,10.30
24/03/2020,-3.23,9.79
31/03/2020,1.52,-20.54
07/04/2020,-1.33,-14.10
14/04/2020,0.61,14.74
21/04/2020,0.08,-17.88
28/04/2020,-0.56,0.97
05/05/2020,0.76,2.56
12/05/2020,-0.57,7.79
19/05/2020,0.19,-3.47
26/05/2020,-2.03,1.42
02/06/2020,-1.24,-0.52
09/06/2020,0.06,25.22
16/06/2020,0.37,-15.17
23/06/2020,0.52,0.00
30/06/2020,-0.77,-7.54
07/07/2020,-0.34,2.34
14/07/2020,-0.65,-5.24
21/07/2020,-2.25,-2.49
28/07/2020,-0.18,-4.47
04/08/2020,0.09,-7.69
11/08/2020,-0.78,5.07
18/08/2020,0.48,19.66
25/08/2020,-1.24,-4.61
01/09/2020,0.63,7.85
08/09/2020,0.38,-5.46
15/09/2020,0.5,1.33
22/09/2020,0.77,0.58
29/09/2020,-0.8,-2.91
06/10/2020,-0.47,8.08
13/10/2020,0.39,8.03
20/10/2020,-0.41,-2.05
27/10/2020,1.07,8.64
03/11/2020,-1.4,3.37
10/11/2020,-0.17,1.17
17/11/2020,-0.06,2.25
24/11/2020,-0.69,-2.87
01/12/2020,-1.18,0.93
08/12/2020,-0.09,8.05
15/12/2020,-0.74,-2.34
22/12/2020,0.33,2.18
29/12/2020,-0.51,0.75
05/01/2021,0.73,-0.79
12/01/2021,0.27,18.40
19/01/2021,-0.43,0.45
26/01/2021,0.7,-2.78
02/02/2021,-0.1,0.18
09/02/2021,-0.64,7.92
16/02/2021,-0.38,2.60
23/02/2021,1.14,10.77
02/03/2021,1.39,8.56
09/03/2021,-0.52,6.64
16/03/2021,-0.03,3.11
23/03/2021,1.24,5.66
30/03/2021,-0.37,-0.24
06/04/2021,-0.5,2.03
13/04/2021,-1.16,-2.69
20/04/2021,-0.29,-4.09
27/04/2021,0.15,-0.63
04/05/2021,-0.81,3.03
11/05/2021,0.01,-1.59
18/05/2021,-0.43,2.74
25/05/2021,0.01,-1.82
01/06/2021,0.12,-1.51
08/06/2021,0.63,-1.35
15/06/2021,1.48,-5.58
22/06/2021,0.02,1.08
29/06/2021,0.41,-0.13
06/07/2021,-0.03,-4.46
13/07/2021,0.72,-5.23
20/07/2021,-0.26,-5.74
27/07/2021,-0.65,0.00
03/08/2021,0.98,-3.74
10/08/2021,-0.34,4.05
17/08/2021,0.36,1.56
24/08/2021,-0.33,-3.22
31/08/2021,-0.46,4.44
07/09/2021,0.43,0.72
14/09/2021,0.67,-0.41
21/09/2021,0.15,0.76
28/09/2021,0.46,8.41
05/10/2021,0.54,4.99
12/10/2021,-0.39,4.06
19/10/2021,-0.15,0.29
26/10/2021,0.07,4.42
02/11/2021,0.18,-5.57
09/11/2021,1.45,-3.21
16/11/2021,1.14,5.96
23/11/2021,-0.17,0.38
30/11/2021,-0.05,-5.51
07/12/2021,0.03,-6.03
14/12/2021,0.24,3.09
21/12/2021,-0.48,-1.63
28/12/2021,0.16,2.52
04/01/2022,-0.26,6.31
11/01/2022,-0.76,10.79
18/01/2022,0.69,1.52
25/01/2022,0.65,0.87
01/02/2022,-1.18,1.12
08/02/2022,1.02,4.09
15/02/2022,-0.34,5.42
22/02/2022,0.7,-0.96
01/03/2022,2.67,-3.61
08/03/2022,-0.23,-3.91
15/03/2022,-0.57,12.20
22/03/2022,0.6,9.99
29/03/2022,-0.1,6.95
05/04/2022,0.95,0.08
12/04/2022,0.85,12.31
19/04/2022,0.96,4.72
26/04/2022,1.96,0.65
03/05/2022,-0.09,2.04
10/05/2022,0.52,4.27
17/05/2022,-2.03,-3.96
24/05/2022,-0.7,-2.82
31/05/2022,1.06,-1.89
07/06/2022,2.58,7.05
14/06/2022,-0.57,8.76
21/06/2022,-0.52,2.00
28/06/2022,1.2,-4.15
05/07/2022,2.69,-6.69
12/07/2022,-0.6,1.73
19/07/2022,-0.83,-1.40
26/07/2022,-0.97,-2.91
02/08/2022,0.94,-6.00
09/08/2022,0.1,2.45
16/08/2022,2.35,2.10
23/08/2022,-0.19,5.18
30/08/2022,0.63,3.91
06/09/2022,-1.1,4.96
13/09/2022,1.3,3.12
20/09/2022,3.97,4.14
27/09/2022,-2.06,7.94
04/10/2022,1.24,-0.80
11/10/2022,-0.97,3.56
18/10/2022,-0.04,3.36
25/10/2022,-0.41,5.17
01/11/2022,-1.26,-3.58
08/11/2022,-3.14,2.87
15/11/2022,1.11,-5.99
22/11/2022,-1.08,-3.46
29/11/2022,-1.3,-1.66
06/12/2022,-0.15,-3.82
13/12/2022,-0.39,-1.35
20/12/2022,-0.39,0.45
27/12/2022,-0.76,5.69
