date,Open,High,Low,Close,Percentage Return
26/01/1982,107.919998,109.32,107.919998,109.32,0.50
02/02/1982,109.440002,109.809998,109.139999,109.809998,0.45
09/02/1982,110.639999,110.639999,110.209999,110.209999,0.36
16/02/1982,111.540001,111.589996,110.059998,110.190002,-0.02
23/02/1982,111.129997,111.959999,111.029999,111.959999,1.61
02/03/1982,111.690002,111.690002,110.279999,110.360001,-1.43
09/03/1982,111.470001,112.07,111.18,111.93,1.42
16/03/1982,112.269997,113.529999,112.199997,113.529999,1.43
23/03/1982,113.330002,114.559998,113.169998,114.559998,0.91
30/03/1982,114.169998,114.730003,113.970001,114.589996,0.03
06/04/1982,114.959999,115.360001,114.760002,115.019997,0.38
13/04/1982,114.669998,115.160004,114.449997,114.449997,-0.50
20/04/1982,114.089996,114.089996,113.010002,113.010002,-1.26
27/04/1982,112.889999,112.889999,111.510002,111.510002,-1.33
04/05/1982,111.980003,111.980003,109.730003,109.730003,-1.60
11/05/1982,109.699997,110.790001,109.699997,110.790001,0.97
18/05/1982,111.209999,111.610001,110.790001,110.790001,0.00
25/05/1982,111.269997,112.790001,111.269997,112.790001,1.81
01/06/1982,113.709999,114.010002,113.25,114.010002,1.08
08/06/1982,114.739998,117.150002,114.739998,117.150002,2.75
15/06/1982,117.239998,119.82,117.239998,119.82,2.28
22/06/1982,118.870003,120.470001,118.870003,120.470001,0.54
29/06/1982,119.160004,119.620003,119.040001,119.620003,-0.71
06/07/1982,120.169998,121.059998,119.220001,119.220001,-0.33
13/07/1982,120.18,120.18,119.089996,119.089996,-0.11
20/07/1982,118.309998,118.309998,116.120003,116.669998,-2.03
27/07/1982,116.199997,119.050003,116.199997,117.800003,0.97
03/08/1982,118.160004,121.160004,118.160004,121.160004,2.85
10/08/1982,121.160004,121.410004,120.93,121.32,0.13
17/08/1982,120.790001,120.790001,118.349998,118.400002,-2.41
24/08/1982,116.949997,120.669998,116.949997,120.669998,1.92
31/08/1982,120.290001,120.290001,118.779999,119.550003,-0.93
07/09/1982,119.519997,121.459999,119.519997,121.459999,1.60
14/09/1982,121.190002,121.279999,120.790001,120.940002,-0.43
21/09/1982,121.050003,122.629997,120.599998,122.629997,1.40
28/09/1982,122.760002,123.379997,122.139999,123.379997,0.61
05/10/1982,123.360001,123.360001,122.559998,122.940002,-0.36
12/10/1982,121.230003,122.769997,121.230003,122.550003,-0.32
19/10/1982,122.529999,124.419998,122.529999,124.419998,1.53
26/10/1982,124.169998,124.779999,124.050003,124.360001,-0.05
02/11/1982,124.510002,126.019997,124.510002,126.019997,1.33
09/11/1982,125.199997,125.419998,124.849998,125.419998,-0.48
16/11/1982,124.860001,125.089996,123.720001,123.830002,-1.27
23/11/1982,124.160004,124.160004,121.879997,121.879997,-1.57
30/11/1982,121,121.029999,119.580002,119.68,-1.81
07/12/1982,119.360001,121.449997,119.360001,121.449997,1.48
14/12/1982,119.980003,120.459999,119.279999,119.279999,-1.79
21/12/1982,118.919998,118.919998,117.839996,117.839996,-1.21
28/12/1982,117.230003,117.910004,116.970001,116.970001,-0.74
04/01/1983,116.519997,116.519997,115.43,115.43,-1.32
11/01/1983,115.940002,116.669998,115.940002,116.370003,0.81
18/01/1983,117.75,120.809998,117.75,120.809998,3.82
25/01/1983,119.32,121.120003,119.32,121.120003,0.26
01/02/1983,120.989998,122.279999,120.379997,120.379997,-0.61
08/02/1983,120.139999,120.139999,118.849998,119.089996,-1.07
15/02/1983,118.849998,118.849998,118.019997,118.529999,-0.47
22/02/1983,119.190002,120.349998,119.150002,120.349998,1.54
01/03/1983,120.790001,120.790001,119.080002,119.080002,-1.06
08/03/1983,120.040001,120.269997,118.970001,118.970001,-0.09
15/03/1983,119.07,121.879997,119.07,121.879997,2.45
22/03/1983,121.720001,122.650002,121.720001,122.650002,0.63
29/03/1983,122.580002,122.580002,121.830002,121.830002,-0.67
05/04/1983,121.5,121.889999,121.139999,121.419998,-0.34
12/04/1983,121.330002,122.190002,121.330002,122.190002,0.63
19/04/1983,121.989998,122.43,121.510002,121.510002,-0.56
26/04/1983,121.769997,122.389999,121.620003,122.040001,0.44
03/05/1983,121.980003,121.980003,121.07,121.07,-0.79
10/05/1983,121.32,121.940002,120.900002,121.940002,0.72
17/05/1983,121.970001,122.860001,121.910004,122.860001,0.75
24/05/1983,123.040001,123.410004,122.709999,123.410004,0.45
31/05/1983,123.790001,125.330002,123.790001,125.330002,1.56
07/06/1983,125.559998,125.68,125.389999,125.5,0.14
14/06/1983,126.169998,126.209999,125.18,125.18,-0.25
21/06/1983,125.330002,125.330002,124.25,124.660004,-0.42
28/06/1983,124.940002,125.150002,124.940002,124.980003,0.26
05/07/1983,125.989998,126.480003,125.769997,126.480003,1.20
12/07/1983,126.489998,127.050003,126.190002,126.900002,0.33
19/07/1983,126.779999,127.110001,126.099998,127.110001,0.17
26/07/1983,127.199997,129.679993,127.199997,129.679993,2.02
02/08/1983,129.100006,130.520004,129.100006,130.520004,0.65
09/08/1983,130.279999,131.940002,130.279999,131.139999,0.48
16/08/1983,129.25,129.25,128.25,128.25,-2.20
23/08/1983,128.089996,130.190002,128.089996,130.190002,1.51
30/08/1983,130.490005,130.839996,130.490005,130.770004,0.45
06/09/1983,130.229996,130.520004,129.429993,129.429993,-1.02
13/09/1983,130.259995,130.580002,129.309998,129.309998,-0.09
20/09/1983,129.660004,130.369995,128.910004,128.910004,-0.31
27/09/1983,129.100006,129.100006,128.149994,128.149994,-0.59
04/10/1983,128.440002,128.440002,126.209999,126.209999,-1.51
11/10/1983,126.849998,127.900002,126.849998,127.470001,1.00
18/10/1983,126.900002,127.800003,126.889999,127.800003,0.26
25/10/1983,127.480003,128.399994,127.480003,128.399994,0.47
01/11/1983,129.229996,130.139999,128.899994,130.139999,1.36
08/11/1983,129.770004,129.850006,129.289993,129.850006,-0.22
15/11/1983,129.889999,131.020004,129.889999,130.929993,0.83
22/11/1983,130.460007,131.300003,130.460007,131.279999,0.27
29/11/1983,131.360001,132.380005,130.639999,132.380005,0.84
06/12/1983,131.979996,133.119995,131.979996,133.119995,0.56
13/12/1983,133.839996,134.050003,133.679993,133.910004,0.59
20/12/1983,133.649994,133.690002,133.169998,133.169998,-0.55
27/12/1983,133.070007,133.070007,131.789993,131.789993,-1.04
03/01/1984,133.190002,135.630005,133.190002,135.630005,2.91
10/01/1984,135.169998,136.149994,134.470001,134.470001,-0.86
17/01/1984,135.029999,135.509995,134.399994,135.139999,0.50
24/01/1984,135.660004,135.660004,135.169998,135.25,0.08
31/01/1984,135.509995,135.509995,132.789993,133.100006,-1.59
07/02/1984,134.089996,134.089996,133.419998,133.419998,0.24
14/02/1984,132.669998,132.669998,130.910004,131.199997,-1.66
21/02/1984,132.139999,132.139999,129.289993,129.600006,-1.22
28/02/1984,128.440002,128.679993,126.879997,126.879997,-2.10
06/03/1984,126.18,128.350006,126.18,128.350006,1.16
13/03/1984,126.970001,129.25,126.919998,129.25,0.70
20/03/1984,129.509995,129.970001,128.270004,128.270004,-0.76
27/03/1984,127.919998,128.360001,127.839996,128.360001,0.07
03/04/1984,129.100006,129.5,129.089996,129.490005,0.88
10/04/1984,128.940002,129.720001,128.479996,129.720001,0.18
17/04/1984,129.880005,130.490005,129.880005,130.490005,0.59
24/04/1984,131.360001,132.639999,131.119995,132.639999,1.65
01/05/1984,132.949997,134.589996,132.100006,134.589996,1.47
08/05/1984,134.929993,134.929993,134.339996,134.339996,-0.19
15/05/1984,133.979996,135.059998,133.880005,134.369995,0.02
22/05/1984,134.059998,134.559998,133.619995,133.619995,-0.56
29/05/1984,133.740005,133.809998,131.5,131.5,-1.59
05/06/1984,132.270004,133.320007,131.919998,133.320007,1.38
12/06/1984,133.779999,134.809998,133.470001,134.809998,1.12
19/06/1984,134.720001,136.899994,134.720001,136.899994,1.55
26/06/1984,136.309998,136.820007,136.259995,136.699997,-0.15
03/07/1984,137.809998,139.179993,137.809998,139.179993,1.81
10/07/1984,138.559998,139.559998,138.279999,138.279999,-0.65
17/07/1984,139.279999,140.479996,139.110001,140.479996,1.59
24/07/1984,140.039993,141.070007,139.089996,141.070007,0.42
31/07/1984,141.289993,141.710007,139.360001,140.259995,-0.57
07/08/1984,141.389999,141.389999,140.669998,141.380005,0.80
14/08/1984,140.139999,140.139999,139.009995,139.630005,-1.24
21/08/1984,140.220001,140.220001,139.399994,140.139999,0.37
28/08/1984,139.940002,140.330002,139.75,140.330002,0.14
04/09/1984,141.919998,144.229996,141.919998,144.229996,2.78
11/09/1984,144.649994,147.289993,144.300003,147.289993,2.12
18/09/1984,147.979996,149.300003,145.789993,145.789993,-1.02
25/09/1984,147.570007,147.570007,146.050003,147.050003,0.86
02/10/1984,146.449997,146.830002,145.490005,146.830002,-0.15
09/10/1984,148.080002,149.910004,147.630005,149.910004,2.10
16/10/1984,150.089996,150.089996,148.179993,148.179993,-1.15
23/10/1984,146.779999,147.839996,145.570007,147.839996,-0.23
30/10/1984,146.889999,146.889999,142.320007,142.320007,-3.73
06/11/1984,142.369995,142.899994,142.369995,142.899994,0.41
13/11/1984,142.509995,144.660004,142.509995,144.660004,1.23
20/11/1984,145.410004,147.639999,145.410004,147.639999,2.06
27/11/1984,147.259995,149.509995,147.259995,149.509995,1.27
04/12/1984,147.470001,148.580002,147.470001,148.580002,-0.62
11/12/1984,148.470001,149.240005,148.470001,148.699997,0.08
18/12/1984,148.580002,150.229996,148.580002,149.990005,0.87
25/12/1984,150.199997,151.470001,150.199997,151.470001,0.99
01/01/1985,152.229996,152.809998,151.970001,152.809998,0.88
08/01/1985,151.910004,153.889999,151.800003,153.889999,0.71
15/01/1985,153.470001,153.639999,153.460007,153.470001,-0.27
22/01/1985,152.869995,153.460007,152.600006,153.020004,-0.29
29/01/1985,153.270004,154.940002,152.720001,154.940002,1.25
05/02/1985,155.419998,157.389999,155.309998,157.389999,1.58
12/02/1985,158.539993,158.539993,156.970001,156.970001,-0.27
19/02/1985,158.809998,164.720001,158.809998,164.720001,4.94
26/02/1985,164.080002,164.080002,159.889999,161.770004,-1.79
05/03/1985,163.830002,163.830002,160.199997,160.199997,-0.97
12/03/1985,160.550003,161.940002,160.080002,160.080002,-0.07
19/03/1985,157.220001,157.220001,154.229996,155.610001,-2.79
26/03/1985,154.419998,154.419998,149.179993,150.649994,-3.19
02/04/1985,152.089996,153.160004,150.940002,152.600006,1.29
09/04/1985,151.800003,151.800003,146.850006,146.850006,-3.77
16/04/1985,146.789993,146.979996,144.830002,146.360001,-0.33
23/04/1985,148.710007,151.820007,148.710007,150.369995,2.74
30/04/1985,149.699997,154.520004,149.699997,154.520004,2.76
07/05/1985,152.300003,153.270004,148.729996,148.729996,-3.75
14/05/1985,147.529999,149.080002,147.059998,147.059998,-1.12
21/05/1985,148.199997,149.279999,148.199997,149.279999,1.51
28/05/1985,149.979996,149.979996,146.940002,146.940002,-1.57
04/06/1985,147.550003,149.410004,147.550003,149.410004,1.68
11/06/1985,148.839996,149.139999,147.570007,147.720001,-1.13
18/06/1985,146.339996,148.050003,145.919998,147.75,0.02
25/06/1985,147.800003,147.800003,146.119995,146.440002,-0.89
02/07/1985,146.610001,146.610001,143.960007,143.960007,-1.69
09/07/1985,142.820007,142.820007,139.559998,139.559998,-3.06
16/07/1985,139.770004,140.759995,137.830002,140.759995,0.86
23/07/1985,138.820007,140.259995,137.669998,137.669998,-2.20
30/07/1985,137.580002,138.639999,137.259995,138.639999,0.70
06/08/1985,139.770004,139.850006,137.740005,137.740005,-0.65
13/08/1985,137.330002,137.580002,136.270004,136.369995,-0.99
20/08/1985,136.990005,136.990005,135.559998,136.589996,0.16
27/08/1985,137.389999,138.199997,136.729996,138.199997,1.18
03/09/1985,139.910004,143.669998,139.679993,143.669998,3.96
10/09/1985,143.449997,144.190002,141.279999,141.279999,-1.66
17/09/1985,141.649994,142.190002,134.899994,134.899994,-4.52
24/09/1985,134.070007,134.070007,131.550003,132.119995,-2.06
01/10/1985,131.149994,131.149994,129.880005,131.059998,-0.80
08/10/1985,130.979996,131.300003,130.880005,131.289993,0.18
15/10/1985,131.449997,132.380005,130.389999,130.389999,-0.69
22/10/1985,130.679993,131.029999,130.470001,130.470001,0.06
29/10/1985,129.639999,129.639999,128.470001,128.470001,-1.53
05/11/1985,129.070007,129.399994,128.399994,129.399994,0.72
12/11/1985,129.440002,129.440002,128.789993,128.789993,-0.47
19/11/1985,128.119995,128.850006,126.400002,126.480003,-1.79
26/11/1985,126.82,126.849998,124.419998,125.32,-0.92
03/12/1985,126.169998,126.330002,125.120003,126.190002,0.69
10/12/1985,126.760002,127.68,125.620003,125.779999,-0.32
17/12/1985,125.82,126.580002,125.330002,125.889999,0.09
24/12/1985,125.870003,125.940002,124.010002,124.040001,-1.47
31/12/1985,123.709999,124.800003,122.599998,123.720001,-0.26
07/01/1986,123.18,125.209999,122.910004,124.470001,0.61
14/01/1986,124.75,124.93,124.040001,124.599998,0.10
21/01/1986,124.400002,124.970001,122.110001,122.449997,-1.73
28/01/1986,122.199997,122.410004,121.029999,122.040001,-0.33
04/02/1986,123.029999,123.260002,120.620003,120.809998,-1.01
11/02/1986,120.489998,120.68,118.709999,118.82,-1.65
18/02/1986,119.080002,119.080002,115.629997,115.860001,-2.49
25/02/1986,115.209999,115.400002,113.449997,114.379997,-1.28
04/03/1986,114.199997,116.849998,113.660004,116.220001,1.61
11/03/1986,116.239998,117.120003,114.449997,114.830002,-1.20
18/03/1986,114.68,117.169998,114.099998,116.839996,1.75
25/03/1986,117.440002,118.709999,117.220001,117.919998,0.92
01/04/1986,117.779999,121.160004,117.449997,120.419998,2.12
08/04/1986,118.529999,118.830002,116.849998,117.5,-2.42
15/04/1986,118.080002,118.080002,112.639999,113,-3.83
22/04/1986,112.309998,113.150002,110.760002,110.93,-1.83
29/04/1986,111.360001,113.699997,110.900002,111.25,0.29
06/05/1986,113.040001,113.379997,110.349998,110.580002,-0.60
13/05/1986,110.800003,113.489998,110.660004,112.419998,1.66
20/05/1986,112.919998,115.709999,112.919998,115.459999,2.70
27/05/1986,115.879997,118.029999,114.660004,117.489998,1.76
03/06/1986,116.010002,116.059998,113.190002,114.18,-2.82
10/06/1986,113.629997,113.629997,112.019997,112.959999,-1.07
17/06/1986,113.309998,115.190002,112.910004,113.330002,0.33
24/06/1986,113.400002,113.400002,111.339996,111.610001,-1.52
01/07/1986,111.260002,111.580002,110.400002,111.540001,-0.06
08/07/1986,110.870003,112.089996,110.269997,111.209999,-0.30
15/07/1986,111.169998,111.169998,108.980003,109.089996,-1.91
22/07/1986,109.269997,110.650002,108.870003,109.110001,0.02
29/07/1986,109.269997,109.559998,107.699997,108.139999,-0.89
05/08/1986,108.110001,108.720001,107.050003,107.18,-0.89
12/08/1986,107.709999,108.019997,106.970001,107.660004,0.45
19/08/1986,107.660004,107.660004,106.470001,106.879997,-0.72
26/08/1986,107.029999,107.690002,106.309998,106.43,-0.42
02/09/1986,106.330002,108.160004,106.089996,108,1.48
09/09/1986,107.660004,108.980003,107.010002,107.050003,-0.88
16/09/1986,107.489998,107.639999,104.919998,106.75,-0.28
23/09/1986,107.410004,107.809998,106.470001,106.599998,-0.14
30/09/1986,106.550003,107.029999,105.540001,105.57,-0.97
07/10/1986,106.419998,106.419998,105.300003,105.309998,-0.25
14/10/1986,105.410004,105.940002,104.989998,105.68,0.35
21/10/1986,105.940002,108.550003,105.529999,108.449997,2.62
28/10/1986,107.800003,109.769997,107.379997,109.339996,0.82
04/11/1986,109.150002,109.629997,108.190002,108.32,-0.93
11/11/1986,108,108.099998,106.870003,107.5,-0.76
18/11/1986,107.660004,108.080002,107.120003,107.849998,0.33
25/11/1986,107.480003,107.5,105.379997,105.739998,-1.96
02/12/1986,106.040001,107.489998,105.809998,107.360001,1.53
09/12/1986,107.269997,107.940002,107.209999,107.589996,0.21
16/12/1986,107.860001,107.889999,106,106.129997,-1.36
23/12/1986,105.989998,106.07,104.459999,104.559998,-1.48
30/12/1986,104.860001,104.949997,103.339996,104.139999,-0.40
06/01/1987,103.779999,104.269997,102.389999,102.650002,-1.43
13/01/1987,101.910004,102.129997,98.589996,99.050003,-3.51
20/01/1987,99.900002,100.730003,98.790001,99.440002,0.39
27/01/1987,99.260002,100.32,97.190002,98.910004,-0.53
03/02/1987,98.279999,101.209999,97.870003,98.629997,-0.28
10/02/1987,98.980003,99.989998,98.190002,99.330002,0.71
17/02/1987,98.940002,100.639999,98.800003,99.75,0.42
24/02/1987,99.790001,100.059998,98.830002,99.529999,-0.22
03/03/1987,99.349998,100.18,99.07,100.099998,0.57
10/03/1987,100.059998,100.440002,98.790001,98.870003,-1.23
17/03/1987,98.620003,98.980003,97.870003,97.919998,-0.96
24/03/1987,97.540001,98.559998,96.809998,96.900002,-1.04
31/03/1987,97.18,98.260002,96.879997,97.769997,0.90
07/04/1987,97.540001,98.440002,96.5,96.779999,-1.01
14/04/1987,96.519997,97.32,96.110001,96.779999,0.00
21/04/1987,96.720001,97.489998,95.25,95.940002,-0.87
28/04/1987,95.839996,96.449997,94.75,94.879997,-1.10
05/05/1987,94.860001,96.360001,94.839996,96.239998,1.43
12/05/1987,95.900002,96.230003,95.239998,95.650002,-0.61
19/05/1987,95.690002,95.900002,95.110001,95.830002,0.19
26/05/1987,96.559998,98.43,96.559998,98.139999,2.41
02/06/1987,97.589996,97.830002,96.459999,97.089996,-1.07
09/06/1987,96.68,98.089996,96,97.879997,0.81
16/06/1987,97.68,99.040001,97.610001,98.959999,1.10
23/06/1987,98.93,99.059998,97.629997,98.43,-0.54
30/06/1987,98.440002,99.029999,97.970001,98.779999,0.36
07/07/1987,98.769997,99.309998,98.620003,99.089996,0.31
14/07/1987,99.099998,100.230003,98.129997,100.129997,1.05
21/07/1987,99.879997,100.129997,99.349998,99.629997,-0.50
28/07/1987,99.839996,100.519997,99.489998,100.260002,0.63
04/08/1987,100.599998,101.5,100.559998,101.290001,1.03
11/08/1987,101.480003,101.739998,100.150002,100.290001,-0.99
18/08/1987,99.269997,99.379997,97.209999,97.379997,-2.90
25/08/1987,97.519997,98.199997,96.949997,97.32,-0.06
01/09/1987,97.040001,97.129997,95.970001,96.449997,-0.89
08/09/1987,96.269997,97.730003,96.099998,97.480003,1.07
15/09/1987,97.25,97.43,96.610001,97,-0.49
22/09/1987,97.330002,97.82,97.25,97.629997,0.65
29/09/1987,98.459999,98.809998,98.110001,98.419998,0.81
06/10/1987,98.150002,98.239998,96.849998,96.989998,-1.45
13/10/1987,97.400002,97.459999,95.07,95.360001,-1.68
20/10/1987,96.139999,97.510002,95.150002,95.43,0.07
27/10/1987,95.57,95.599998,92.650002,92.830002,-2.72
03/11/1987,92.519997,93.339996,90.339996,90.510002,-2.50
10/11/1987,90.169998,92.910004,90,92.690002,2.41
17/11/1987,92.099998,92.18,90.349998,90.940002,-1.89
24/11/1987,91.489998,91.620003,89.029999,89.150002,-1.97
01/12/1987,89.989998,90.790001,89.629997,90.779999,1.83
08/12/1987,90.410004,90.519997,88.129997,88.480003,-2.53
15/12/1987,88.32,88.720001,87.709999,88.220001,-0.29
22/12/1987,88.300003,88.839996,86.470001,86.800003,-1.61
29/12/1987,86.449997,86.900002,85.330002,86.059998,-0.85
05/01/1988,87.389999,89.75,87.269997,88.790001,3.17
12/01/1988,88.540001,90.809998,87.93,90.449997,1.87
19/01/1988,90.529999,90.779999,89.269997,90.269997,-0.20
26/01/1988,90.059998,91.019997,89.589996,90.849998,0.64
02/02/1988,90.730003,91.290001,90.300003,91.139999,0.32
09/02/1988,91.300003,92.040001,90.620003,91.849998,0.78
16/02/1988,91.839996,91.870003,90.949997,91.050003,-0.87
23/02/1988,90.800003,91.139999,90.419998,90.529999,-0.57
01/03/1988,90.550003,90.959999,89.690002,89.769997,-0.84
08/03/1988,89.639999,89.690002,88.82,89.080002,-0.77
15/03/1988,89.190002,90.57,89.099998,90.099998,1.15
22/03/1988,90.269997,90.360001,88.269997,88.290001,-2.01
29/03/1988,88.709999,88.959999,87.870003,88.160004,-0.15
05/04/1988,88.639999,89.839996,88.529999,89.580002,1.61
12/04/1988,89.610001,90.120003,88.160004,88.32,-1.41
19/04/1988,88.519997,89.129997,88.300003,88.989998,0.76
26/04/1988,88.849998,89.470001,88.699997,89.160004,0.19
03/05/1988,89.150002,89.550003,89.080002,89.239998,0.09
10/05/1988,89.120003,89.449997,88.940002,89.400002,0.18
17/05/1988,89.330002,90.269997,89.279999,89.860001,0.51
24/05/1988,89.769997,90.57,89.709999,90.480003,0.69
31/05/1988,90.82,91.639999,90.720001,90.93,0.50
07/06/1988,90.699997,91.059998,90.489998,90.940002,0.01
14/06/1988,90.959999,92.580002,90.959999,92.330002,1.53
21/06/1988,92.330002,95.650002,92.099998,95.43,3.36
28/06/1988,94.419998,96.089996,94.410004,95.889999,0.48
05/07/1988,95.980003,96.599998,95.07,96.559998,0.70
12/07/1988,96.370003,98.599998,96.07,97.949997,1.44
19/07/1988,97.349998,97.379997,95.18,96.43,-1.55
26/07/1988,96.620003,97.550003,96,97.010002,0.60
02/08/1988,97.07,98.559998,96.959999,98.389999,1.42
09/08/1988,98.25,99.470001,97.610001,97.830002,-0.57
16/08/1988,97.970001,99.610001,96.860001,98.849998,1.04
23/08/1988,99.07,99.279999,97.330002,98.07,-0.79
30/08/1988,97.82,98.650002,97.400002,97.540001,-0.54
06/09/1988,97.300003,97.459999,96.830002,97.050003,-0.50
13/09/1988,97.019997,98.349998,96.970001,97.730003,0.70
20/09/1988,97.800003,98.830002,97.580002,98.379997,0.67
27/09/1988,98.349998,98.360001,97.300003,97.309998,-1.09
04/10/1988,97.239998,97.620003,96.839996,96.870003,-0.45
11/10/1988,96.550003,96.75,94.300003,94.480003,-2.47
18/10/1988,94.669998,94.68,93.339996,93.800003,-0.72
25/10/1988,94.169998,94.220001,92.82,93.760002,-0.04
01/11/1988,93.690002,93.959999,92.760002,93.239998,-0.55
08/11/1988,93.449997,93.870003,91.410004,91.989998,-1.34
15/11/1988,91.849998,92.019997,90.620003,90.839996,-1.25
22/11/1988,90.730003,90.900002,90.050003,90.830002,-0.01
29/11/1988,90.739998,90.970001,90.040001,90.169998,-0.73
06/12/1988,90.269997,92.290001,90.169998,91.110001,1.04
13/12/1988,91.32,92.370003,90.919998,92.139999,1.13
20/12/1988,92.809998,93.010002,92.389999,92.660004,0.56
27/12/1988,92.730003,93.660004,92.440002,92.5,-0.17
03/01/1989,91.93,95.080002,91.769997,94.5,2.16
10/01/1989,94.730003,96.089996,94.360001,96.010002,1.60
17/01/1989,95.550003,96.800003,94.650002,94.940002,-1.11
24/01/1989,94.580002,96.470001,94.480003,96.029999,1.15
31/01/1989,96.169998,97.169998,96.099998,96.610001,0.60
07/02/1989,96.580002,96.699997,95.129997,96.169998,-0.46
14/02/1989,95.889999,95.970001,94.510002,94.900002,-1.32
21/02/1989,95.830002,95.830002,94.389999,94.889999,-0.01
28/02/1989,95.169998,96.290001,94.760002,96.209999,1.39
07/03/1989,96.279999,96.889999,96.07,96.839996,0.65
14/03/1989,96.790001,97.470001,96.339996,96.93,0.09
21/03/1989,97.199997,97.720001,96.650002,97.610001,0.70
28/03/1989,97.739998,98.529999,97.489998,97.510002,-0.10
04/04/1989,97.089996,97.699997,96.730003,97.699997,0.19
11/04/1989,97.669998,97.889999,96.580002,96.760002,-0.96
18/04/1989,96.93,96.949997,96.110001,96.739998,-0.02
25/04/1989,96.959999,98.230003,96.790001,98.18,1.49
02/05/1989,98.139999,99.07,97.889999,98.959999,0.79
09/05/1989,99.07,100.709999,98.410004,100.43,1.49
16/05/1989,100.230003,103.980003,100.129997,103.760002,3.32
23/05/1989,103.629997,104.279999,101.410004,102.519997,-1.20
30/05/1989,103.839996,104.18,101.129997,102.889999,0.36
06/06/1989,103.300003,105.470001,102.07,105.099998,2.15
13/06/1989,105.029999,106.559998,102.879997,103.110001,-1.89
20/06/1989,102.669998,103.739998,100.660004,101.959999,-1.12
27/06/1989,101.879997,102.470001,100.790001,100.900002,-1.04
04/07/1989,101.209999,101.239998,97.660004,98,-2.87
11/07/1989,98.690002,100.230003,98.400002,99.769997,1.81
18/07/1989,100.660004,100.669998,99.150002,99.489998,-0.28
25/07/1989,99.25,99.540001,97.290001,97.389999,-2.11
01/08/1989,97.459999,99.980003,96.760002,99.910004,2.59
08/08/1989,98.809998,101.449997,98.470001,101.370003,1.46
15/08/1989,101.440002,102.459999,100.879997,101.639999,0.27
22/08/1989,101.709999,102.220001,100.889999,102,0.35
29/08/1989,101.239998,102.949997,100.629997,102.830002,0.81
05/09/1989,103.540001,103.690002,102.699997,103.529999,0.68
12/09/1989,103.089996,104.190002,101.709999,101.809998,-1.66
19/09/1989,102.220001,102.239998,99.510002,99.559998,-2.21
26/09/1989,99.800003,99.849998,98.059998,98.75,-0.81
03/10/1989,98.779999,99.980003,98.309998,99.690002,0.95
10/10/1989,99.769997,101.309998,97.870003,98.900002,-0.79
17/10/1989,99,99.07,97.730003,98.150002,-0.76
24/10/1989,98.07,98.459999,97.489998,97.769997,-0.39
31/10/1989,98,98.620003,97.830002,98.540001,0.79
07/11/1989,98.220001,99.059998,97.980003,98.790001,0.25
14/11/1989,98.660004,98.720001,97.779999,98.279999,-0.52
21/11/1989,97.68,97.879997,96.599998,96.730003,-1.58
28/11/1989,97.019997,97.080002,96.129997,96.629997,-0.10
05/12/1989,96.580002,96.610001,95.580002,95.650002,-1.01
12/12/1989,95.220001,95.300003,94.099998,94.150002,-1.57
19/12/1989,94.599998,95.18,93.449997,93.489998,-0.70
26/12/1989,93.230003,93.489998,92.599998,93.209999,-0.30
02/01/1990,93.129997,94.519997,91.940002,92.050003,-1.24
09/01/1990,92.529999,92.900002,91.93,92.839996,0.86
16/01/1990,93.410004,94.540001,92.43,94.32,1.59
23/01/1990,93.629997,93.669998,91.889999,92.099998,-2.35
30/01/1990,92.190002,93.309998,91.449997,91.540001,-0.61
06/02/1990,91.269997,92.309998,91.260002,92.110001,0.62
13/02/1990,92.580002,93.110001,91.949997,92.18,0.08
20/02/1990,92.010002,92.970001,91.559998,92.970001,0.86
27/02/1990,92.860001,94.330002,92.580002,93.269997,0.32
06/03/1990,93.279999,94.489998,93.260002,94.389999,1.20
13/03/1990,94.589996,94.720001,93.279999,93.489998,-0.95
20/03/1990,93.480003,94.650002,93.43,94.279999,0.85
27/03/1990,94.519997,94.639999,93.389999,94.059998,-0.23
03/04/1990,94.089996,94.120003,93.349998,93.68,-0.40
10/04/1990,93.650002,93.699997,92.830002,93.339996,-0.36
17/04/1990,93.529999,93.830002,92.709999,93.769997,0.46
24/04/1990,93.800003,93.870003,92.919998,93.07,-0.75
01/05/1990,93.230003,93.300003,91.889999,92.010002,-1.14
08/05/1990,91.989998,92.18,90.660004,91.099998,-0.99
15/05/1990,91.059998,91.940002,90.75,91.910004,0.89
22/05/1990,92.129997,92.459999,91.720001,92.260002,0.38
29/05/1990,92.010002,93.360001,91.809998,92.910004,0.70
05/06/1990,93.089996,93.150002,92.5,92.919998,0.01
12/06/1990,92.769997,93.169998,92.010002,92.120003,-0.86
19/06/1990,92.089996,92.309998,91.739998,92.169998,0.05
26/06/1990,92.089996,92.209999,90.489998,90.589996,-1.71
03/07/1990,90.730003,90.769997,90.019997,90.269997,-0.35
10/07/1990,89.720001,90.629997,89.339996,90.279999,0.01
17/07/1990,90,90.139999,88.860001,88.889999,-1.54
24/07/1990,89.07,89.32,88.040001,88.129997,-0.85
31/07/1990,87.559998,89.080002,86.720001,87.120003,-1.15
07/08/1990,87.050003,88.080002,86.860001,87.010002,-0.13
14/08/1990,86.980003,87.059998,85.540001,86.190002,-0.94
21/08/1990,86.360001,86.410004,84.900002,85.260002,-1.08
28/08/1990,85.010002,86.639999,85.010002,86.559998,1.52
