date,Open,High,Low,Close,Percentage Return
31/03/1981,96.760002,98.440002,96.279999,98.440002,2.24
07/04/1981,97.349998,99.129997,97.349998,99.129997,0.70
14/04/1981,98.849998,99.860001,98.849998,99.809998,0.69
21/04/1981,99.699997,99.699997,98.919998,99.25,-0.56
28/04/1981,99.459999,101.800003,99.459999,101.800003,2.57
05/05/1981,102.5,103.230003,102.040001,103.230003,1.40
12/05/1981,103.720001,104.519997,103.720001,104,0.75
19/05/1981,104.160004,104.730003,103.860001,104.510002,0.49
26/05/1981,104.959999,105.360001,104.690002,104.989998,0.46
02/06/1981,106.110001,108.470001,106,108.089996,2.95
09/06/1981,108.089996,108.089996,105.550003,105.550003,-2.35
16/06/1981,105.57,106.779999,105.57,106.230003,0.64
23/06/1981,106.010002,107.529999,106.010002,107.529999,1.22
30/06/1981,107.709999,109.589996,107.709999,109.589996,1.92
07/07/1981,109.379997,110.5,109.080002,109.080002,-0.47
14/07/1981,110.040001,110.07,108.699997,110.07,0.91
21/07/1981,111.010002,111.010002,110.139999,110.25,0.16
28/07/1981,110.449997,114.029999,110.449997,114.029999,3.43
04/08/1981,114.25,114.879997,113.260002,114.879997,0.75
11/08/1981,114.510002,114.510002,112.010002,112.010002,-2.50
18/08/1981,111.629997,111.75,110.010002,110.779999,-1.10
25/08/1981,112.18,112.18,110.279999,110.279999,-0.45
01/09/1981,110.760002,110.760002,109.349998,109.349998,-0.84
08/09/1981,110.529999,110.550003,109.07,109.07,-0.26
15/09/1981,107.410004,107.410004,103.839996,103.839996,-4.80
22/09/1981,105.650002,108.330002,105.650002,108.330002,4.32
29/09/1981,107.309998,107.730003,105.230003,105.230003,-2.86
06/10/1981,106.349998,106.349998,103.860001,103.860001,-1.30
13/10/1981,105.120003,105.980003,105.120003,105.870003,1.94
20/10/1981,106.110001,108.650002,106.110001,108.650002,2.63
27/10/1981,108.360001,108.360001,104.989998,104.989998,-3.37
03/11/1981,104.620003,105.18,104.309998,104.309998,-0.65
10/11/1981,105.349998,105.349998,104.360001,104.800003,0.47
17/11/1981,105.290001,105.290001,104.470001,104.800003,0.00
24/11/1981,103.949997,103.949997,103.18,103.18,-1.55
01/12/1981,103.650002,104.339996,103.370003,104.339996,1.12
08/12/1981,104.720001,106.459999,104.720001,106.459999,2.03
15/12/1981,105.470001,106.239998,105.470001,106.089996,-0.35
22/12/1981,105.730003,105.949997,105.730003,105.870003,-0.21
29/12/1981,105.889999,105.889999,104.620003,104.620003,-1.18
05/01/1982,105.410004,106.540001,104.919998,106.540001,1.84
12/01/1982,106.739998,107.57,106.739998,107.169998,0.59
19/01/1982,106.959999,108.779999,106.959999,108.779999,1.50
